,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",31569.075432388447,23
1,1,"(2, 0, 1, 1, 0, 1)",31577.626699451528,7
2,2,"(2, 0, 0, 1, 0, 1)",31578.024762409634,3
3,3,"(3, 0, 0, 1, 0, 1)",31578.311099684786,15
4,4,"(4, 0, 0, 1, 0, 1)",31578.778693017768,27
5,5,"(2, 0, 2, 1, 0, 1)",31579.28799954084,11
6,6,"(3, 0, 1, 1, 0, 1)",31580.615507945568,19
7,7,"(4, 0, 1, 1, 0, 1)",31581.08377028737,31
8,8,"(4, 0, 1, 1, 0, 0)",32088.833726199162,30
9,9,"(3, 0, 1, 1, 0, 0)",32089.485272588205,18
10,10,"(4, 0, 2, 1, 0, 0)",32096.543657970844,34
11,11,"(2, 0, 2, 1, 0, 0)",32100.79588117453,10
12,12,"(4, 0, 1, 0, 0, 1)",32133.302645082113,29
13,13,"(3, 0, 1, 0, 0, 1)",32135.532471389222,17
14,14,"(4, 0, 2, 0, 0, 1)",32144.25648313585,33
15,15,"(2, 0, 2, 0, 0, 1)",32149.36878307851,9
16,16,"(3, 0, 2, 0, 0, 1)",32186.319791971582,21
17,17,"(4, 0, 1, 0, 0, 0)",32299.755586883315,28
18,18,"(3, 0, 2, 1, 0, 0)",32304.706607260963,22
19,19,"(4, 0, 2, 0, 0, 0)",32306.063788821903,32
20,20,"(3, 0, 1, 0, 0, 0)",32308.117637777264,16
21,21,"(2, 0, 2, 0, 0, 0)",32332.196932180937,8
22,22,"(3, 0, 2, 0, 0, 0)",32381.196524598156,20
23,23,"(4, 0, 0, 1, 0, 0)",32596.223294363906,26
24,24,"(3, 0, 0, 1, 0, 0)",32607.88185643473,14
25,25,"(2, 0, 1, 1, 0, 0)",32627.98403035002,6
26,26,"(2, 0, 0, 1, 0, 0)",32644.699129309534,2
27,27,"(4, 0, 0, 0, 0, 1)",32683.537489037968,25
28,28,"(3, 0, 0, 0, 0, 1)",32698.14272436752,13
29,29,"(2, 0, 1, 0, 0, 1)",32720.456152317638,5
30,30,"(2, 0, 0, 0, 0, 1)",32739.79086265439,1
31,31,"(4, 0, 0, 0, 0, 0)",32929.79093370281,24
32,32,"(3, 0, 0, 0, 0, 0)",32946.972926540635,12
33,33,"(2, 0, 1, 0, 0, 0)",32968.547685337755,4
34,34,"(2, 0, 0, 0, 0, 0)",32995.31547671369,0
