,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",25752.720245930483,23
1,1,"(2, 0, 2, 1, 0, 1)",25761.881029971533,11
2,2,"(4, 0, 1, 1, 0, 1)",25763.4669537246,31
3,3,"(3, 0, 0, 1, 0, 1)",25771.948729107306,15
4,4,"(4, 0, 0, 1, 0, 1)",25773.92688793164,27
5,5,"(3, 0, 1, 1, 0, 1)",25775.152909074906,19
6,6,"(4, 0, 2, 1, 0, 1)",25775.849183459628,35
7,7,"(2, 0, 1, 1, 0, 1)",25785.23638814579,7
8,8,"(2, 0, 0, 1, 0, 1)",25827.388626666434,3
9,9,"(4, 0, 1, 1, 0, 0)",25990.445183447246,30
10,10,"(4, 0, 1, 0, 0, 1)",26005.89257877729,29
11,11,"(3, 0, 2, 0, 0, 1)",26010.595094989232,21
12,12,"(2, 0, 2, 1, 0, 0)",26020.080304141957,10
13,13,"(3, 0, 1, 1, 0, 0)",26030.941852209562,18
14,14,"(4, 0, 2, 1, 0, 0)",26034.147427918953,34
15,15,"(2, 0, 2, 0, 0, 1)",26034.424402824552,9
16,16,"(3, 0, 1, 0, 0, 1)",26045.46365667356,17
17,17,"(4, 0, 2, 0, 0, 1)",26048.764101896348,33
18,18,"(3, 0, 2, 1, 0, 0)",26067.64915173416,22
19,19,"(4, 0, 1, 0, 0, 0)",26097.214315807563,28
20,20,"(3, 0, 2, 0, 0, 0)",26105.227591150648,20
21,21,"(2, 0, 2, 0, 0, 0)",26119.693235995976,8
22,22,"(3, 0, 1, 0, 0, 0)",26131.99473579649,16
23,23,"(4, 0, 2, 0, 0, 0)",26135.105379479057,32
24,24,"(4, 0, 0, 1, 0, 0)",26292.990917978706,26
25,25,"(3, 0, 0, 1, 0, 0)",26312.129753978672,14
26,26,"(4, 0, 0, 0, 0, 1)",26316.58009713081,25
27,27,"(3, 0, 0, 0, 0, 1)",26336.76284608649,13
28,28,"(4, 0, 0, 0, 0, 0)",26422.030758108038,24
29,29,"(2, 0, 1, 1, 0, 0)",26424.35267701773,6
30,30,"(3, 0, 0, 0, 0, 0)",26442.828125236723,12
31,31,"(2, 0, 1, 0, 0, 1)",26452.23956792915,5
32,32,"(2, 0, 0, 1, 0, 0)",26460.770256596967,2
33,33,"(2, 0, 0, 0, 0, 1)",26487.856091297785,1
34,34,"(2, 0, 1, 0, 0, 0)",26561.37545813145,4
35,35,"(2, 0, 0, 0, 0, 0)",26598.76004993104,0
