,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 0, 1, 0, 1)",27274.156998874034,15
1,1,"(4, 0, 0, 1, 0, 1)",27275.175955741717,27
2,2,"(2, 0, 1, 1, 0, 1)",27277.121094793678,7
3,3,"(2, 0, 0, 1, 0, 1)",27278.295326940195,3
4,4,"(3, 0, 2, 1, 0, 1)",27278.92997341126,23
5,5,"(4, 0, 1, 1, 0, 1)",27284.956643149097,31
6,6,"(2, 0, 2, 1, 0, 1)",27287.303932485323,11
7,7,"(4, 0, 2, 1, 0, 1)",27288.008415018485,35
8,8,"(3, 0, 1, 1, 0, 1)",27291.250976173586,19
9,9,"(4, 0, 2, 1, 0, 0)",28380.068305940185,34
10,10,"(3, 0, 2, 1, 0, 0)",28384.4364945569,22
11,11,"(2, 0, 2, 1, 0, 0)",28384.948321985332,10
12,12,"(3, 0, 1, 1, 0, 0)",28396.68746358271,18
13,13,"(4, 0, 1, 1, 0, 0)",28417.35618505463,30
14,14,"(4, 0, 0, 1, 0, 0)",28799.32227060812,26
15,15,"(3, 0, 0, 1, 0, 0)",28810.830404661247,14
16,16,"(2, 0, 0, 1, 0, 0)",28859.696618260405,2
17,17,"(2, 0, 1, 1, 0, 0)",28873.120733684704,6
18,18,"(3, 0, 2, 0, 0, 1)",28930.33777634747,21
19,19,"(4, 0, 0, 0, 0, 1)",28936.266324338652,25
20,20,"(4, 0, 2, 0, 0, 1)",28937.091651112456,33
21,21,"(3, 0, 1, 0, 0, 1)",28937.204991850234,17
22,22,"(4, 0, 1, 0, 0, 1)",28938.07717137395,29
23,23,"(2, 0, 2, 0, 0, 1)",28938.283469680493,9
24,24,"(3, 0, 0, 0, 0, 1)",28938.319054389434,13
25,25,"(2, 0, 0, 0, 0, 1)",28970.614103985405,1
26,26,"(2, 0, 1, 0, 0, 1)",28974.42705985151,5
27,27,"(3, 0, 0, 0, 0, 0)",29244.122112701098,12
28,28,"(3, 0, 2, 0, 0, 0)",29245.36162234437,20
29,29,"(4, 0, 1, 0, 0, 0)",29245.684134619936,28
30,30,"(3, 0, 1, 0, 0, 0)",29246.121027281846,16
31,31,"(4, 0, 0, 0, 0, 0)",29246.121924995317,24
32,32,"(2, 0, 2, 0, 0, 0)",29247.32573764063,8
33,33,"(4, 0, 2, 0, 0, 0)",29247.51199486565,32
34,34,"(2, 0, 1, 0, 0, 0)",29254.70541420812,4
35,35,"(2, 0, 0, 0, 0, 0)",29259.189555941637,0
