,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",24153.364716396445,11
1,1,"(4, 0, 2, 1, 0, 1)",24163.629109024292,35
2,2,"(3, 0, 2, 1, 0, 1)",24166.60757977602,23
3,3,"(3, 0, 0, 1, 0, 1)",24174.71301556158,15
4,4,"(4, 0, 0, 1, 0, 1)",24176.71067832229,27
5,5,"(2, 0, 1, 1, 0, 1)",24178.169618063057,7
6,6,"(3, 0, 1, 1, 0, 1)",24178.323078182715,19
7,7,"(4, 0, 1, 1, 0, 1)",24178.596873770508,31
8,8,"(2, 0, 0, 1, 0, 1)",24201.102040767866,3
9,9,"(2, 0, 2, 1, 0, 0)",24344.03272309756,10
10,10,"(2, 0, 2, 0, 0, 1)",24354.30689491414,9
11,11,"(3, 0, 1, 1, 0, 0)",24354.953521616168,18
12,12,"(4, 0, 1, 1, 0, 0)",24357.177138435323,30
13,13,"(4, 0, 1, 0, 0, 1)",24358.858209284077,29
14,14,"(4, 0, 2, 1, 0, 0)",24359.285164279023,34
15,15,"(3, 0, 1, 0, 0, 1)",24364.666876317133,17
16,16,"(3, 0, 2, 0, 0, 1)",24366.43655336104,21
17,17,"(4, 0, 2, 0, 0, 1)",24369.012906315194,33
18,18,"(3, 0, 2, 1, 0, 0)",24426.425123145054,22
19,19,"(2, 0, 2, 0, 0, 0)",24433.186725784,8
20,20,"(4, 0, 1, 0, 0, 0)",24437.629987956363,28
21,21,"(3, 0, 2, 0, 0, 0)",24440.94703877288,20
22,22,"(3, 0, 1, 0, 0, 0)",24441.859450905264,16
23,23,"(4, 0, 2, 0, 0, 0)",24446.128859566128,32
24,24,"(4, 0, 0, 1, 0, 0)",24600.60150964571,26
25,25,"(3, 0, 0, 1, 0, 0)",24602.497715165726,14
26,26,"(4, 0, 0, 0, 0, 1)",24616.04421140725,25
27,27,"(3, 0, 0, 0, 0, 1)",24617.965516513847,13
28,28,"(2, 0, 1, 1, 0, 0)",24619.723760406076,6
29,29,"(2, 0, 1, 0, 0, 1)",24635.043130172948,5
30,30,"(2, 0, 0, 1, 0, 0)",24653.465482517775,2
31,31,"(2, 0, 0, 0, 0, 1)",24669.37956656105,1
32,32,"(4, 0, 0, 0, 0, 0)",24710.624888245566,24
33,33,"(3, 0, 0, 0, 0, 0)",24713.03932093022,12
34,34,"(2, 0, 1, 0, 0, 0)",24729.0050426192,4
35,35,"(2, 0, 0, 0, 0, 0)",24763.71650614874,0
