,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 1, 1, 0, 1)",27463.4766304291,31
1,1,"(2, 0, 2, 1, 0, 1)",27463.8395028327,11
2,2,"(3, 0, 2, 1, 0, 1)",27464.14316651121,23
3,3,"(4, 0, 0, 1, 0, 1)",27466.56378963432,27
4,4,"(2, 0, 1, 1, 0, 1)",27466.592535428124,7
5,5,"(3, 0, 1, 1, 0, 1)",27467.38240840808,19
6,6,"(3, 0, 0, 1, 0, 1)",27467.530229390533,15
7,7,"(2, 0, 0, 1, 0, 1)",27470.10508172341,3
8,8,"(3, 0, 2, 1, 0, 0)",28302.02006592597,22
9,9,"(4, 0, 2, 1, 0, 0)",28308.95305729709,34
10,10,"(3, 0, 1, 1, 0, 0)",28312.853258750438,18
11,11,"(4, 0, 1, 1, 0, 0)",28330.58078667885,30
12,12,"(3, 0, 2, 0, 0, 1)",28458.97791157659,21
13,13,"(3, 0, 1, 0, 0, 1)",28461.741111182222,17
14,14,"(4, 0, 1, 0, 0, 1)",28462.959145468267,29
15,15,"(4, 0, 2, 0, 0, 1)",28465.858575923437,33
16,16,"(2, 0, 2, 0, 0, 1)",28488.346714465253,9
17,17,"(4, 0, 0, 1, 0, 0)",28592.604204382427,26
18,18,"(3, 0, 0, 1, 0, 0)",28597.125110816432,14
19,19,"(2, 0, 1, 1, 0, 0)",28607.275036766747,6
20,20,"(2, 0, 2, 1, 0, 0)",28610.22445528882,10
21,21,"(2, 0, 0, 1, 0, 0)",28637.491352820616,2
22,22,"(4, 0, 0, 0, 0, 1)",28790.89140902858,25
23,23,"(3, 0, 0, 0, 0, 1)",28800.634609314315,13
24,24,"(2, 0, 1, 0, 0, 1)",28815.79824775895,5
25,25,"(2, 0, 0, 0, 0, 1)",28853.328740559893,1
26,26,"(3, 0, 2, 0, 0, 0)",28878.642221004677,20
27,27,"(4, 0, 1, 0, 0, 0)",28879.275824512784,28
28,28,"(3, 0, 1, 0, 0, 0)",28880.77677854653,16
29,29,"(4, 0, 2, 0, 0, 0)",28886.197622708256,32
30,30,"(4, 0, 0, 0, 0, 0)",29240.911814838717,24
31,31,"(3, 0, 0, 0, 0, 0)",29258.861230452545,12
32,32,"(2, 0, 1, 0, 0, 0)",29279.19973111838,4
33,33,"(2, 0, 2, 0, 0, 0)",29281.190738700985,8
34,34,"(2, 0, 0, 0, 0, 0)",29323.2827387052,0
