,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",25195.005095067085,11
1,1,"(4, 0, 2, 1, 0, 1)",25197.74998576734,35
2,2,"(3, 0, 2, 1, 0, 1)",25198.397519194365,23
3,3,"(4, 0, 1, 1, 0, 1)",25212.152089496918,31
4,4,"(3, 0, 1, 1, 0, 1)",25212.869755900298,19
5,5,"(4, 0, 0, 1, 0, 1)",25213.781853450542,27
6,6,"(3, 0, 0, 1, 0, 1)",25215.273566367105,15
7,7,"(2, 0, 1, 1, 0, 1)",25218.758498488656,7
8,8,"(2, 0, 0, 1, 0, 1)",25228.726724973818,3
9,9,"(4, 0, 1, 1, 0, 0)",25361.70151775321,30
10,10,"(3, 0, 2, 1, 0, 0)",25366.586439332837,22
11,11,"(2, 0, 2, 1, 0, 0)",25366.63462723308,10
12,12,"(4, 0, 1, 0, 0, 1)",25371.095693789808,29
13,13,"(3, 0, 2, 0, 0, 1)",25374.117643682985,21
14,14,"(2, 0, 2, 0, 0, 1)",25376.00900045617,9
15,15,"(3, 0, 1, 1, 0, 0)",25378.644639556558,18
16,16,"(4, 0, 2, 1, 0, 0)",25382.043541121984,34
17,17,"(3, 0, 1, 0, 0, 1)",25385.70081778049,17
18,18,"(4, 0, 2, 0, 0, 1)",25390.02444388528,33
19,19,"(4, 0, 1, 0, 0, 0)",25456.630112642997,28
20,20,"(3, 0, 2, 0, 0, 0)",25463.27017454513,20
21,21,"(2, 0, 2, 0, 0, 0)",25466.341328548242,8
22,22,"(3, 0, 1, 0, 0, 0)",25478.200126467407,16
23,23,"(4, 0, 2, 0, 0, 0)",25479.068055094922,32
24,24,"(4, 0, 0, 1, 0, 0)",25580.487128044624,26
25,25,"(4, 0, 0, 0, 0, 1)",25590.27535914212,25
26,26,"(3, 0, 0, 1, 0, 0)",25618.83297457768,14
27,27,"(3, 0, 0, 0, 0, 1)",25630.573209756007,13
28,28,"(2, 0, 1, 1, 0, 0)",25654.437264313376,6
29,29,"(2, 0, 1, 0, 0, 1)",25668.325692666327,5
30,30,"(4, 0, 0, 0, 0, 0)",25678.809050880533,24
31,31,"(2, 0, 0, 1, 0, 0)",25689.582485248666,2
32,32,"(2, 0, 0, 0, 0, 1)",25705.07163967301,1
33,33,"(3, 0, 0, 0, 0, 0)",25724.679122495887,12
34,34,"(2, 0, 1, 0, 0, 0)",25770.395637676957,4
35,35,"(2, 0, 0, 0, 0, 0)",25814.52716613749,0
