,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",23600.431584034926,23
1,1,"(3, 0, 0, 1, 0, 1)",23601.303344795087,15
2,2,"(4, 0, 0, 1, 0, 1)",23603.020260448822,27
3,3,"(2, 0, 2, 1, 0, 1)",23603.722091522406,11
4,4,"(4, 0, 1, 1, 0, 1)",23604.685976267807,31
5,5,"(2, 0, 1, 1, 0, 1)",23610.41158314245,7
6,6,"(4, 0, 2, 1, 0, 1)",23615.47675427853,35
7,7,"(3, 0, 1, 1, 0, 1)",23616.59823730814,19
8,8,"(2, 0, 0, 1, 0, 1)",23631.044220921834,3
9,9,"(2, 0, 2, 1, 0, 0)",24047.21899967918,10
10,10,"(4, 0, 1, 1, 0, 0)",24053.467752062672,30
11,11,"(4, 0, 1, 0, 0, 1)",24060.606779939484,29
12,12,"(3, 0, 2, 0, 0, 1)",24061.342138438868,21
13,13,"(3, 0, 1, 1, 0, 0)",24064.682442730744,18
14,14,"(2, 0, 2, 0, 0, 1)",24064.895418988315,9
15,15,"(4, 0, 2, 1, 0, 0)",24068.79128710868,34
16,16,"(4, 0, 2, 0, 0, 1)",24082.12765896195,33
17,17,"(3, 0, 1, 0, 0, 1)",24082.495155180357,17
18,18,"(3, 0, 2, 1, 0, 0)",24132.29638708125,22
19,19,"(3, 0, 2, 0, 0, 0)",24155.412381914408,20
20,20,"(2, 0, 2, 0, 0, 0)",24158.418611732042,8
21,21,"(4, 0, 1, 0, 0, 0)",24160.72443282865,28
22,22,"(3, 0, 1, 0, 0, 0)",24177.490795221347,16
23,23,"(4, 0, 2, 0, 0, 0)",24181.062243384054,32
24,24,"(4, 0, 0, 1, 0, 0)",24395.711895994486,26
25,25,"(3, 0, 0, 1, 0, 0)",24406.21740828404,14
26,26,"(4, 0, 0, 0, 0, 1)",24420.171388962623,25
27,27,"(3, 0, 0, 0, 0, 1)",24429.33047086553,13
28,28,"(2, 0, 1, 1, 0, 0)",24485.719838339966,6
29,29,"(2, 0, 1, 0, 0, 1)",24508.750882577213,5
30,30,"(2, 0, 0, 1, 0, 0)",24526.62934609661,2
31,31,"(4, 0, 0, 0, 0, 0)",24530.160716043527,24
32,32,"(3, 0, 0, 0, 0, 0)",24535.689375185717,12
33,33,"(2, 0, 0, 0, 0, 1)",24551.612281960304,1
34,34,"(2, 0, 1, 0, 0, 0)",24610.493316540993,4
35,35,"(2, 0, 0, 0, 0, 0)",24657.717536566957,0
