,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 0, 1, 0, 1)",27883.978346829543,15
1,1,"(3, 0, 1, 1, 0, 1)",27886.116786303453,19
2,2,"(4, 0, 0, 1, 0, 1)",27886.25270397532,27
3,3,"(4, 0, 1, 1, 0, 1)",27887.375593437653,31
4,4,"(3, 0, 2, 1, 0, 1)",27893.9131420178,23
5,5,"(2, 0, 1, 1, 0, 1)",27905.787049512743,7
6,6,"(2, 0, 2, 1, 0, 1)",27911.04016809679,11
7,7,"(4, 0, 2, 1, 0, 1)",27932.250164519755,35
8,8,"(2, 0, 0, 1, 0, 1)",27940.30797737891,3
9,9,"(2, 0, 2, 1, 0, 0)",28740.890503292114,10
10,10,"(3, 0, 2, 1, 0, 0)",28741.139659237797,22
11,11,"(4, 0, 1, 1, 0, 0)",28755.269752092412,30
12,12,"(2, 0, 2, 0, 0, 1)",28808.142694765538,9
13,13,"(3, 0, 1, 1, 0, 0)",29076.16598964524,18
14,14,"(4, 0, 2, 1, 0, 0)",29078.082941495235,34
15,15,"(4, 0, 0, 1, 0, 0)",29079.190558877515,26
16,16,"(3, 0, 0, 1, 0, 0)",29085.75728889385,14
17,17,"(3, 0, 1, 0, 0, 1)",29167.864247913014,17
18,18,"(4, 0, 0, 0, 0, 1)",29168.905431098257,25
19,19,"(3, 0, 2, 0, 0, 1)",29169.845439860797,21
20,20,"(4, 0, 1, 0, 0, 1)",29169.858825709238,29
21,21,"(4, 0, 2, 0, 0, 1)",29171.22769029105,33
22,22,"(2, 0, 1, 1, 0, 0)",29173.288730510038,6
23,23,"(3, 0, 0, 0, 0, 1)",29174.102919451285,13
24,24,"(2, 0, 0, 1, 0, 0)",29209.738846639244,2
25,25,"(2, 0, 1, 0, 0, 1)",29247.958069218847,5
26,26,"(2, 0, 0, 0, 0, 1)",29285.122237079682,1
27,27,"(3, 0, 2, 0, 0, 0)",29396.63047334814,20
28,28,"(4, 0, 0, 0, 0, 0)",29398.414813527306,24
29,29,"(3, 0, 1, 0, 0, 0)",29398.662617548453,16
30,30,"(4, 0, 1, 0, 0, 0)",29400.35327955936,28
31,31,"(3, 0, 0, 0, 0, 0)",29400.421178600987,12
32,32,"(2, 0, 2, 0, 0, 0)",29402.491728662,8
33,33,"(4, 0, 2, 0, 0, 0)",29402.609660223778,32
34,34,"(2, 0, 1, 0, 0, 0)",29451.642252991747,4
35,35,"(2, 0, 0, 0, 0, 0)",29488.77500182332,0
