,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",22017.154423118598,11
1,1,"(3, 0, 2, 1, 0, 1)",22018.998883907832,23
2,2,"(3, 0, 0, 1, 0, 1)",22021.80712264204,15
3,3,"(4, 0, 0, 1, 0, 1)",22024.184747585663,27
4,4,"(2, 0, 1, 1, 0, 1)",22024.290464801066,7
5,5,"(4, 0, 1, 1, 0, 1)",22027.92564953868,31
6,6,"(3, 0, 1, 1, 0, 1)",22032.124647023502,19
7,7,"(2, 0, 0, 1, 0, 1)",22039.9684477843,3
8,8,"(4, 0, 2, 1, 0, 1)",22045.413983394483,35
9,9,"(2, 0, 2, 1, 0, 0)",22393.95715731123,10
10,10,"(3, 0, 1, 1, 0, 0)",22404.389330851714,18
11,11,"(4, 0, 2, 1, 0, 0)",22405.803355439737,34
12,12,"(4, 0, 1, 1, 0, 0)",22411.39402141816,30
13,13,"(2, 0, 2, 0, 0, 1)",22413.3142547451,9
14,14,"(4, 0, 1, 0, 0, 1)",22420.61434385433,29
15,15,"(3, 0, 1, 0, 0, 1)",22421.130690231454,17
16,16,"(4, 0, 2, 0, 0, 1)",22425.308771445416,33
17,17,"(3, 0, 2, 1, 0, 0)",22427.81081117604,22
18,18,"(3, 0, 2, 0, 0, 1)",22440.788148210668,21
19,19,"(2, 0, 2, 0, 0, 0)",22496.131557779707,8
20,20,"(3, 0, 1, 0, 0, 0)",22503.519896024547,16
21,21,"(4, 0, 2, 0, 0, 0)",22508.785582729448,32
22,22,"(4, 0, 1, 0, 0, 0)",22513.92892484096,28
23,23,"(3, 0, 2, 0, 0, 0)",22533.98914170848,20
24,24,"(4, 0, 0, 1, 0, 0)",22742.680573794507,26
25,25,"(3, 0, 0, 1, 0, 0)",22752.696325833407,14
26,26,"(4, 0, 0, 0, 0, 1)",22766.84403139533,25
27,27,"(3, 0, 0, 0, 0, 1)",22775.222535254645,13
28,28,"(2, 0, 1, 1, 0, 0)",22789.5225557664,6
29,29,"(2, 0, 1, 0, 0, 1)",22810.41788035731,5
30,30,"(2, 0, 0, 1, 0, 0)",22822.925054531763,2
31,31,"(2, 0, 0, 0, 0, 1)",22844.19165148618,1
32,32,"(4, 0, 0, 0, 0, 0)",22857.804813490347,24
33,33,"(3, 0, 0, 0, 0, 0)",22861.88285057995,12
34,34,"(2, 0, 1, 0, 0, 0)",22892.369726063574,4
35,35,"(2, 0, 0, 0, 0, 0)",22927.952313452748,0
