,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",25873.265784377163,23
1,1,"(2, 0, 1, 1, 0, 1)",25875.20339549758,7
2,2,"(3, 0, 0, 1, 0, 1)",25876.770643001513,15
3,3,"(3, 0, 1, 1, 0, 1)",25876.830172628746,19
4,4,"(4, 0, 0, 1, 0, 1)",25877.077975829707,27
5,5,"(4, 0, 2, 1, 0, 1)",25878.4646300192,35
6,6,"(2, 0, 2, 1, 0, 1)",25878.74331842312,11
7,7,"(4, 0, 1, 1, 0, 1)",25879.22986668143,31
8,8,"(2, 0, 0, 1, 0, 1)",25895.69825372904,3
9,9,"(2, 0, 2, 1, 0, 0)",26470.507606528183,10
10,10,"(3, 0, 2, 1, 0, 0)",26476.66789530931,22
11,11,"(3, 0, 2, 0, 0, 1)",26516.688637410698,21
12,12,"(2, 0, 2, 0, 0, 1)",26517.525551682797,9
13,13,"(4, 0, 2, 0, 0, 1)",26546.0875952323,33
14,14,"(2, 0, 2, 0, 0, 0)",26669.38847399039,8
15,15,"(3, 0, 2, 0, 0, 0)",26670.575430956258,20
16,16,"(3, 0, 0, 1, 0, 0)",26683.123395269384,14
17,17,"(4, 0, 2, 1, 0, 0)",26684.004882936504,34
18,18,"(3, 0, 1, 1, 0, 0)",26684.13037184313,18
19,19,"(4, 0, 0, 1, 0, 0)",26684.59335701273,26
20,20,"(4, 0, 1, 1, 0, 0)",26685.366946402733,30
21,21,"(2, 0, 1, 1, 0, 0)",26690.185423122115,6
22,22,"(2, 0, 0, 1, 0, 0)",26738.758015063573,2
23,23,"(3, 0, 0, 0, 0, 1)",26743.307514716078,13
24,24,"(3, 0, 1, 0, 0, 1)",26744.543682553594,17
25,25,"(4, 0, 0, 0, 0, 1)",26744.880700325168,25
26,26,"(4, 0, 1, 0, 0, 1)",26745.932690208785,29
27,27,"(2, 0, 1, 0, 0, 1)",26751.121431752144,5
28,28,"(2, 0, 0, 0, 0, 1)",26801.112770156007,1
29,29,"(4, 0, 2, 0, 0, 0)",26903.301971935678,32
30,30,"(3, 0, 0, 0, 0, 0)",26913.766221908838,12
31,31,"(3, 0, 1, 0, 0, 0)",26915.050861646367,16
32,32,"(4, 0, 0, 0, 0, 0)",26915.32590940473,24
33,33,"(4, 0, 1, 0, 0, 0)",26916.761569089747,28
34,34,"(2, 0, 1, 0, 0, 0)",26921.44772668346,4
35,35,"(2, 0, 0, 0, 0, 0)",26973.63077760541,0
