,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",26721.593051363867,23
1,1,"(2, 0, 2, 1, 0, 1)",26726.278611404516,11
2,2,"(4, 0, 1, 1, 0, 1)",26735.786791203525,31
3,3,"(4, 0, 2, 1, 0, 1)",26735.814410005718,35
4,4,"(3, 0, 1, 1, 0, 1)",26736.362997172,19
5,5,"(4, 0, 0, 1, 0, 1)",26747.340105435982,27
6,6,"(3, 0, 0, 1, 0, 1)",26749.092886463746,15
7,7,"(2, 0, 1, 1, 0, 1)",26768.533161713527,7
8,8,"(2, 0, 0, 1, 0, 1)",26781.21127038986,3
9,9,"(4, 0, 1, 1, 0, 0)",26964.644523116756,30
10,10,"(3, 0, 2, 1, 0, 0)",26973.42917372007,22
11,11,"(2, 0, 2, 1, 0, 0)",26977.880408643287,10
12,12,"(4, 0, 1, 0, 0, 1)",26982.28474887512,29
13,13,"(3, 0, 1, 1, 0, 0)",26986.43322576475,18
14,14,"(3, 0, 2, 0, 0, 1)",26990.161410179542,21
15,15,"(4, 0, 2, 1, 0, 0)",26995.033302780543,34
16,16,"(2, 0, 2, 0, 0, 1)",26996.20310392197,9
17,17,"(3, 0, 1, 0, 0, 1)",27004.919252714015,17
18,18,"(4, 0, 2, 0, 0, 1)",27008.49624767329,33
19,19,"(4, 0, 1, 0, 0, 0)",27092.137558825885,28
20,20,"(3, 0, 2, 0, 0, 0)",27097.423483906212,20
21,21,"(2, 0, 2, 0, 0, 0)",27103.012859494647,8
22,22,"(3, 0, 1, 0, 0, 0)",27112.02197067209,16
23,23,"(4, 0, 2, 0, 0, 0)",27115.16423230009,32
24,24,"(4, 0, 0, 1, 0, 0)",27378.390395164,26
25,25,"(4, 0, 0, 0, 0, 1)",27405.98136032001,25
26,26,"(3, 0, 0, 1, 0, 0)",27416.00409173879,14
27,27,"(3, 0, 0, 0, 0, 1)",27444.162616980142,13
28,28,"(4, 0, 0, 0, 0, 0)",27534.74374406153,24
29,29,"(3, 0, 0, 0, 0, 0)",27571.83530267294,12
30,30,"(2, 0, 1, 1, 0, 0)",27576.12029962791,6
31,31,"(2, 0, 0, 1, 0, 0)",27577.26744237064,2
32,32,"(2, 0, 1, 0, 0, 1)",27608.283542334662,5
33,33,"(2, 0, 0, 0, 0, 1)",27609.115484753023,1
34,34,"(2, 0, 1, 0, 0, 0)",27736.295434579297,4
35,35,"(2, 0, 0, 0, 0, 0)",27737.977045754946,0
