,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",29499.79113597393,23
1,1,"(3, 0, 0, 1, 0, 1)",29503.92821782249,15
2,2,"(4, 0, 0, 1, 0, 1)",29505.935898045864,27
3,3,"(3, 0, 1, 1, 0, 1)",29506.15755389229,19
4,4,"(4, 0, 2, 1, 0, 1)",29506.849682694225,35
5,5,"(4, 0, 1, 1, 0, 1)",29507.382774816426,31
6,6,"(2, 0, 1, 1, 0, 1)",29508.012718717397,7
7,7,"(2, 0, 2, 1, 0, 1)",29511.526775259386,11
8,8,"(2, 0, 0, 1, 0, 1)",29521.23929137947,3
9,9,"(2, 0, 2, 1, 0, 0)",30218.827789618437,10
10,10,"(3, 0, 2, 1, 0, 0)",30220.279634048922,22
11,11,"(3, 0, 1, 1, 0, 0)",30223.669325170096,18
12,12,"(4, 0, 2, 1, 0, 0)",30227.161163601188,34
13,13,"(4, 0, 1, 1, 0, 0)",30246.755140875703,30
14,14,"(4, 0, 1, 0, 0, 1)",30270.994203062633,29
15,15,"(3, 0, 1, 0, 0, 1)",30271.535696321665,17
16,16,"(2, 0, 2, 0, 0, 1)",30271.93752142543,9
17,17,"(4, 0, 2, 0, 0, 1)",30276.60119337421,33
18,18,"(3, 0, 2, 0, 0, 1)",30300.72319807561,21
19,19,"(3, 0, 1, 0, 0, 0)",30413.164914022105,16
20,20,"(4, 0, 1, 0, 0, 0)",30414.27386282515,28
21,21,"(4, 0, 2, 0, 0, 0)",30416.343439151537,32
22,22,"(2, 0, 2, 0, 0, 0)",30423.748569403397,8
23,23,"(3, 0, 2, 0, 0, 0)",30438.19957623135,20
24,24,"(4, 0, 0, 1, 0, 0)",30616.613774651567,26
25,25,"(3, 0, 0, 1, 0, 0)",30634.970343846864,14
26,26,"(2, 0, 1, 1, 0, 0)",30680.573967945133,6
27,27,"(4, 0, 0, 0, 0, 1)",30684.18758225704,25
28,28,"(3, 0, 0, 0, 0, 1)",30705.4316378342,13
29,29,"(2, 0, 0, 1, 0, 0)",30707.72740481072,2
30,30,"(2, 0, 1, 0, 0, 1)",30748.51684696722,5
31,31,"(2, 0, 0, 0, 0, 1)",30777.265082726866,1
32,32,"(4, 0, 0, 0, 0, 0)",30857.755628631134,24
33,33,"(3, 0, 0, 0, 0, 0)",30882.536991294728,12
34,34,"(2, 0, 1, 0, 0, 0)",30919.807017192863,4
35,35,"(2, 0, 0, 0, 0, 0)",30951.8674326689,0
