,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",25707.868228976167,11
1,1,"(3, 0, 2, 1, 0, 1)",25711.169350002452,23
2,2,"(2, 0, 1, 1, 0, 1)",25724.366285647968,7
3,3,"(3, 0, 0, 1, 0, 1)",25725.646704939194,15
4,4,"(3, 0, 1, 1, 0, 1)",25726.041513053988,19
5,5,"(4, 0, 0, 1, 0, 1)",25726.29269008834,27
6,6,"(4, 0, 1, 1, 0, 1)",25726.877182865104,31
7,7,"(4, 0, 2, 1, 0, 1)",25728.839783543383,35
8,8,"(2, 0, 0, 1, 0, 1)",25738.747629517162,3
9,9,"(2, 0, 2, 1, 0, 0)",26580.007409062746,10
10,10,"(4, 0, 1, 1, 0, 0)",26588.95270059811,30
11,11,"(3, 0, 1, 1, 0, 0)",26590.077916322032,18
12,12,"(4, 0, 2, 1, 0, 0)",26595.53559507181,34
13,13,"(3, 0, 2, 1, 0, 0)",26598.782683354697,22
14,14,"(2, 0, 2, 0, 0, 1)",26903.92251269231,9
15,15,"(4, 0, 1, 0, 0, 1)",26918.076434989747,29
16,16,"(3, 0, 2, 0, 0, 1)",26935.89053878945,21
17,17,"(4, 0, 0, 1, 0, 0)",26941.51411301322,26
18,18,"(3, 0, 0, 1, 0, 0)",26944.941511840865,14
19,19,"(2, 0, 1, 1, 0, 0)",26976.023095834746,6
20,20,"(2, 0, 0, 1, 0, 0)",27005.604889973907,2
21,21,"(3, 0, 1, 0, 0, 1)",27287.750635592398,17
22,22,"(3, 0, 0, 0, 0, 1)",27287.845371204858,13
23,23,"(4, 0, 2, 0, 0, 1)",27288.387985747828,33
24,24,"(4, 0, 0, 0, 0, 1)",27288.438917859967,25
25,25,"(2, 0, 1, 0, 0, 1)",27312.368228014733,5
26,26,"(2, 0, 0, 0, 0, 1)",27356.60676747777,1
27,27,"(3, 0, 0, 0, 0, 0)",27852.596798231734,12
28,28,"(3, 0, 1, 0, 0, 0)",27854.530587245048,16
29,29,"(4, 0, 0, 0, 0, 0)",27854.53675606285,24
30,30,"(2, 0, 2, 0, 0, 0)",27855.401039883778,8
31,31,"(4, 0, 1, 0, 0, 0)",27856.191813220357,28
32,32,"(3, 0, 2, 0, 0, 0)",27856.40697769929,20
33,33,"(4, 0, 2, 0, 0, 0)",27857.777882706152,32
34,34,"(2, 0, 1, 0, 0, 0)",27867.7002769135,4
35,35,"(2, 0, 0, 0, 0, 0)",27929.69167880704,0
