,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",27584.827293027807,23
1,1,"(4, 0, 2, 1, 0, 1)",27588.23169008439,35
2,2,"(4, 0, 0, 1, 0, 1)",27607.01734955057,27
3,3,"(3, 0, 1, 1, 0, 1)",27608.439181052003,19
4,4,"(3, 0, 0, 1, 0, 1)",27608.615570039332,15
5,5,"(4, 0, 1, 1, 0, 1)",27609.606030665414,31
6,6,"(2, 0, 2, 1, 0, 1)",27609.878744076126,11
7,7,"(2, 0, 1, 1, 0, 1)",27610.21514965689,7
8,8,"(2, 0, 0, 1, 0, 1)",27611.77423697301,3
9,9,"(4, 0, 2, 1, 0, 0)",27960.19443913369,34
10,10,"(3, 0, 1, 1, 0, 0)",27970.72108343354,18
11,11,"(4, 0, 1, 1, 0, 0)",27975.473166435448,30
12,12,"(4, 0, 2, 0, 0, 1)",27975.807032810797,33
13,13,"(3, 0, 2, 1, 0, 0)",27980.467708935597,22
14,14,"(3, 0, 1, 0, 0, 1)",27988.5638840158,17
15,15,"(2, 0, 2, 1, 0, 0)",27990.31136380565,10
16,16,"(2, 0, 2, 0, 0, 1)",27993.827718709854,9
17,17,"(4, 0, 1, 0, 0, 1)",27994.369017957448,29
18,18,"(3, 0, 2, 0, 0, 1)",27995.066878244907,21
19,19,"(4, 0, 2, 0, 0, 0)",28083.251962571274,32
20,20,"(3, 0, 1, 0, 0, 0)",28102.17212720828,16
21,21,"(4, 0, 1, 0, 0, 0)",28102.569645596333,28
22,22,"(3, 0, 2, 0, 0, 0)",28103.751608889233,20
23,23,"(2, 0, 2, 0, 0, 0)",28117.23697639273,8
24,24,"(4, 0, 0, 1, 0, 0)",28290.52142101522,26
25,25,"(3, 0, 0, 1, 0, 0)",28317.154406336344,14
26,26,"(4, 0, 0, 0, 0, 1)",28317.852725548644,25
27,27,"(2, 0, 1, 1, 0, 0)",28336.49006089089,6
28,28,"(3, 0, 0, 0, 0, 1)",28345.090449400253,13
29,29,"(2, 0, 0, 1, 0, 0)",28345.45358716504,2
30,30,"(2, 0, 1, 0, 0, 1)",28363.2275949894,5
31,31,"(2, 0, 0, 0, 0, 1)",28371.62805833144,1
32,32,"(4, 0, 0, 0, 0, 0)",28449.793561760664,24
33,33,"(3, 0, 0, 0, 0, 0)",28475.947030861582,12
34,34,"(2, 0, 1, 0, 0, 0)",28488.545828427435,4
35,35,"(2, 0, 0, 0, 0, 0)",28494.43221829777,0
