,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 0, 1, 0, 1)",27679.06027800764,27
1,1,"(2, 0, 1, 1, 0, 1)",27679.19918125686,7
2,2,"(3, 0, 1, 1, 0, 1)",27679.967048420916,19
3,3,"(4, 0, 1, 1, 0, 1)",27680.29493252639,31
4,4,"(3, 0, 0, 1, 0, 1)",27680.357669407782,15
5,5,"(3, 0, 2, 1, 0, 1)",27680.5023093579,23
6,6,"(2, 0, 2, 1, 0, 1)",27687.102914385625,11
7,7,"(4, 0, 2, 1, 0, 1)",27687.527905532534,35
8,8,"(2, 0, 0, 1, 0, 1)",27699.392802419054,3
9,9,"(2, 0, 2, 1, 0, 0)",28476.878134816034,10
10,10,"(3, 0, 0, 1, 0, 0)",28782.960796142037,14
11,11,"(3, 0, 1, 1, 0, 0)",28784.738726841817,18
12,12,"(4, 0, 0, 1, 0, 0)",28784.76301830585,26
13,13,"(4, 0, 1, 1, 0, 0)",28786.753065348086,30
14,14,"(3, 0, 2, 1, 0, 0)",28786.944388173502,22
15,15,"(4, 0, 2, 1, 0, 0)",28787.225063996302,34
16,16,"(2, 0, 1, 1, 0, 0)",28795.681640967858,6
17,17,"(2, 0, 0, 1, 0, 0)",28833.227621134032,2
18,18,"(3, 0, 2, 0, 0, 1)",28910.06557066331,21
19,19,"(3, 0, 0, 0, 0, 1)",28910.327191648783,13
20,20,"(4, 0, 0, 0, 0, 1)",28910.744045971904,25
21,21,"(3, 0, 1, 0, 0, 1)",28910.95568284456,17
22,22,"(2, 0, 2, 0, 0, 1)",28911.73549433616,9
23,23,"(4, 0, 1, 0, 0, 1)",28912.741020813068,29
24,24,"(4, 0, 2, 0, 0, 1)",28914.915724404225,33
25,25,"(2, 0, 1, 0, 0, 1)",28916.338077353947,5
26,26,"(2, 0, 0, 0, 0, 1)",28953.329438419238,1
27,27,"(3, 0, 2, 0, 0, 0)",29167.229537753345,20
28,28,"(4, 0, 0, 0, 0, 0)",29168.600798296626,24
29,29,"(4, 0, 2, 0, 0, 0)",29168.74672899326,32
30,30,"(4, 0, 1, 0, 0, 0)",29170.28184879364,28
31,31,"(3, 0, 1, 0, 0, 0)",29170.566397854902,16
32,32,"(2, 0, 1, 0, 0, 0)",29171.156742225612,4
33,33,"(2, 0, 2, 0, 0, 0)",29171.511455421663,8
34,34,"(3, 0, 0, 0, 0, 0)",29172.298042628765,12
35,35,"(2, 0, 0, 0, 0, 0)",29207.568068426757,0
