,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 1, 1, 0, 1)",28682.707540132404,31
1,1,"(3, 0, 0, 1, 0, 1)",28699.295761819794,15
2,2,"(4, 0, 0, 1, 0, 1)",28700.597494086305,27
3,3,"(3, 0, 1, 1, 0, 1)",28701.057086233486,19
4,4,"(2, 0, 1, 1, 0, 1)",28701.942176740908,7
5,5,"(2, 0, 0, 1, 0, 1)",28706.711592413812,3
6,6,"(2, 0, 2, 1, 0, 1)",28706.934459423082,11
7,7,"(3, 0, 2, 1, 0, 1)",28712.362232247582,23
8,8,"(4, 0, 2, 1, 0, 1)",28713.325945330038,35
9,9,"(3, 0, 0, 1, 0, 0)",30008.59732335386,14
10,10,"(4, 0, 0, 1, 0, 0)",30008.93746337649,26
11,11,"(3, 0, 1, 1, 0, 0)",30009.200461260072,18
12,12,"(2, 0, 2, 1, 0, 0)",30010.319212643535,10
13,13,"(4, 0, 1, 1, 0, 0)",30010.909505530228,30
14,14,"(4, 0, 2, 1, 0, 0)",30013.159314133758,34
15,15,"(3, 0, 2, 1, 0, 0)",30030.148738664317,22
16,16,"(2, 0, 1, 1, 0, 0)",30032.943853110777,6
17,17,"(2, 0, 0, 1, 0, 0)",30041.196219877973,2
18,18,"(4, 0, 2, 0, 0, 1)",30267.102430811166,33
19,19,"(3, 0, 0, 0, 0, 1)",30286.79427959584,13
20,20,"(4, 0, 0, 0, 0, 1)",30288.59399751632,25
21,21,"(3, 0, 1, 0, 0, 1)",30288.680550545843,17
22,22,"(4, 0, 1, 0, 0, 1)",30290.171922961894,29
23,23,"(2, 0, 2, 0, 0, 1)",30290.426596090834,9
24,24,"(2, 0, 1, 0, 0, 1)",30297.664137666234,5
25,25,"(3, 0, 2, 0, 0, 1)",30301.442175554643,21
26,26,"(2, 0, 0, 0, 0, 1)",30309.650865527983,1
27,27,"(4, 0, 2, 0, 0, 0)",30729.741360219923,32
28,28,"(3, 0, 2, 0, 0, 0)",30743.89110531688,20
29,29,"(3, 0, 0, 0, 0, 0)",30750.784807774,12
30,30,"(4, 0, 0, 0, 0, 0)",30752.74568901209,24
31,31,"(3, 0, 1, 0, 0, 0)",30752.769106943986,16
32,32,"(4, 0, 1, 0, 0, 0)",30754.074563887974,28
33,33,"(2, 0, 2, 0, 0, 0)",30754.54635617916,8
34,34,"(2, 0, 1, 0, 0, 0)",30754.867527987386,4
35,35,"(2, 0, 0, 0, 0, 0)",30767.81584331076,0
