,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 1, 1, 0, 1)",25446.21760726249,7
1,1,"(3, 0, 2, 1, 0, 1)",25450.80618217867,23
2,2,"(2, 0, 2, 1, 0, 1)",25478.867532787983,11
3,3,"(3, 0, 0, 1, 0, 1)",25483.829969801584,15
4,4,"(4, 0, 0, 1, 0, 1)",25485.32716003437,27
5,5,"(2, 0, 0, 1, 0, 1)",25487.64760661234,3
6,6,"(4, 0, 1, 1, 0, 1)",25487.83540578685,31
7,7,"(3, 0, 1, 1, 0, 1)",25491.15215273042,19
8,8,"(3, 0, 2, 1, 0, 0)",25785.944309354716,22
9,9,"(2, 0, 2, 1, 0, 0)",25788.948775439327,10
10,10,"(3, 0, 1, 1, 0, 0)",25790.350716816247,18
11,11,"(4, 0, 2, 1, 0, 0)",25795.774080778443,34
12,12,"(4, 0, 1, 1, 0, 0)",25797.86346419646,30
13,13,"(3, 0, 2, 0, 0, 1)",25803.23747470564,21
14,14,"(2, 0, 1, 0, 0, 1)",25805.45611505179,5
15,15,"(2, 0, 2, 0, 0, 1)",25807.46830440661,9
16,16,"(3, 0, 1, 0, 0, 1)",25808.880229184844,17
17,17,"(4, 0, 2, 0, 0, 1)",25809.985971368387,33
18,18,"(2, 0, 1, 1, 0, 0)",25810.498220997928,6
19,19,"(4, 0, 1, 0, 0, 1)",25811.10735100054,29
20,20,"(3, 0, 2, 0, 0, 0)",25897.82331369288,20
21,21,"(2, 0, 1, 0, 0, 0)",25903.462411518776,4
22,22,"(4, 0, 2, 0, 0, 0)",25903.846779057938,32
23,23,"(2, 0, 2, 0, 0, 0)",25905.28781666136,8
24,24,"(3, 0, 1, 0, 0, 0)",25906.048257069728,16
25,25,"(4, 0, 1, 0, 0, 0)",25907.557246896118,28
26,26,"(4, 0, 0, 1, 0, 0)",26273.76035461348,26
27,27,"(4, 0, 0, 0, 0, 1)",26300.128383490806,25
28,28,"(3, 0, 0, 1, 0, 0)",26309.737974212003,14
29,29,"(3, 0, 0, 0, 0, 1)",26334.388963848847,13
30,30,"(2, 0, 0, 1, 0, 0)",26369.070631140054,2
31,31,"(2, 0, 0, 0, 0, 1)",26393.594384660762,1
32,32,"(4, 0, 0, 0, 0, 0)",26407.495194457228,24
33,33,"(3, 0, 0, 0, 0, 0)",26436.078964514938,12
34,34,"(2, 0, 0, 0, 0, 0)",26493.088830708697,0
