,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",17495.426273827532,11
1,1,"(4, 0, 2, 1, 0, 1)",17502.926304726392,35
2,2,"(4, 0, 1, 1, 0, 1)",17503.49080263942,31
3,3,"(3, 0, 1, 1, 0, 1)",17504.267313650183,19
4,4,"(3, 0, 0, 1, 0, 1)",17504.513815664537,15
5,5,"(2, 0, 1, 1, 0, 1)",17505.935861907088,7
6,6,"(4, 0, 0, 1, 0, 1)",17506.1678846862,27
7,7,"(3, 0, 2, 1, 0, 1)",17509.30236348285,23
8,8,"(2, 0, 0, 1, 0, 1)",17516.665418015542,3
9,9,"(4, 0, 2, 1, 0, 0)",17889.107733191373,34
10,10,"(4, 0, 2, 0, 0, 1)",17916.863178425836,33
11,11,"(2, 0, 2, 1, 0, 0)",18084.733467524256,10
12,12,"(3, 0, 2, 1, 0, 0)",18085.69471054982,22
13,13,"(2, 0, 1, 1, 0, 0)",18086.814171730406,6
14,14,"(3, 0, 0, 1, 0, 0)",18087.407728469894,14
15,15,"(3, 0, 1, 1, 0, 0)",18088.846606515748,18
16,16,"(4, 0, 0, 1, 0, 0)",18089.269231156246,26
17,17,"(4, 0, 1, 1, 0, 0)",18090.778028882432,30
18,18,"(2, 0, 0, 1, 0, 0)",18098.823259417924,2
19,19,"(2, 0, 2, 0, 0, 1)",18123.157915156808,9
20,20,"(2, 0, 1, 0, 0, 1)",18124.30668440544,5
21,21,"(4, 0, 1, 0, 0, 1)",18124.41674127742,29
22,22,"(3, 0, 2, 0, 0, 1)",18124.622871858508,21
23,23,"(3, 0, 0, 0, 0, 1)",18125.3833485266,13
24,24,"(3, 0, 1, 0, 0, 1)",18126.195290273132,17
25,25,"(4, 0, 0, 0, 0, 1)",18126.985848618653,25
26,26,"(2, 0, 0, 0, 0, 1)",18135.00583773026,1
27,27,"(2, 0, 2, 0, 0, 0)",18253.21129542551,8
28,28,"(3, 0, 1, 0, 0, 0)",18253.408843319994,16
29,29,"(2, 0, 1, 0, 0, 0)",18253.92895951469,4
30,30,"(4, 0, 1, 0, 0, 0)",18254.952359576742,28
31,31,"(3, 0, 2, 0, 0, 0)",18254.960257923707,20
32,32,"(3, 0, 0, 0, 0, 0)",18255.69413983956,12
33,33,"(4, 0, 0, 0, 0, 0)",18256.010247421014,24
34,34,"(4, 0, 2, 0, 0, 0)",18256.951479951156,32
35,35,"(2, 0, 0, 0, 0, 0)",18261.44102942129,0
