,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",32296.358279715485,11
1,1,"(3, 0, 2, 1, 0, 1)",32299.977192356764,23
2,2,"(4, 0, 2, 1, 0, 1)",32300.93427881761,35
3,3,"(4, 0, 1, 1, 0, 1)",32308.32590641694,31
4,4,"(3, 0, 0, 1, 0, 1)",32315.574490944447,15
5,5,"(3, 0, 1, 1, 0, 1)",32316.4923904118,19
6,6,"(2, 0, 1, 1, 0, 1)",32316.86441700437,7
7,7,"(4, 0, 0, 1, 0, 1)",32317.18477120167,27
8,8,"(2, 0, 0, 1, 0, 1)",32317.958005221837,3
9,9,"(2, 0, 2, 1, 0, 0)",33080.01377393331,10
10,10,"(3, 0, 1, 1, 0, 0)",33081.586860587566,18
11,11,"(4, 0, 2, 1, 0, 0)",33084.632126656805,34
12,12,"(4, 0, 1, 1, 0, 0)",33084.82568496636,30
13,13,"(2, 0, 1, 1, 0, 0)",33087.86109213022,6
14,14,"(3, 0, 2, 1, 0, 0)",33091.58196611229,22
15,15,"(2, 0, 2, 0, 0, 1)",33214.40616342688,9
16,16,"(3, 0, 1, 0, 0, 1)",33214.8501142754,17
17,17,"(4, 0, 1, 0, 0, 1)",33216.758883959454,29
18,18,"(4, 0, 2, 0, 0, 1)",33217.028479598404,33
19,19,"(2, 0, 1, 0, 0, 1)",33223.968100065045,5
20,20,"(3, 0, 2, 0, 0, 1)",33230.87593328457,21
21,21,"(4, 0, 2, 0, 0, 0)",33599.67163446528,32
22,22,"(2, 0, 2, 0, 0, 0)",33600.809209356936,8
23,23,"(3, 0, 1, 0, 0, 0)",33601.7867218845,16
24,24,"(4, 0, 1, 0, 0, 0)",33603.39929833316,28
25,25,"(4, 0, 0, 1, 0, 0)",33605.582933778016,26
26,26,"(3, 0, 2, 0, 0, 0)",33617.067601452836,20
27,27,"(2, 0, 1, 0, 0, 0)",33618.879197574526,4
28,28,"(3, 0, 0, 1, 0, 0)",33635.305788664205,14
29,29,"(2, 0, 0, 1, 0, 0)",33732.22760041541,2
30,30,"(4, 0, 0, 0, 0, 1)",33774.00767103811,25
31,31,"(3, 0, 0, 0, 0, 1)",33801.5860220588,13
32,32,"(2, 0, 0, 0, 0, 1)",33911.67915916902,1
33,33,"(4, 0, 0, 0, 0, 0)",34181.408036188535,24
34,34,"(3, 0, 0, 0, 0, 0)",34202.969023783866,12
35,35,"(2, 0, 0, 0, 0, 0)",34311.523843915085,0
