,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",31098.31928552449,23
1,1,"(4, 0, 1, 1, 0, 1)",31100.529852534964,31
2,2,"(4, 0, 2, 1, 0, 1)",31102.880474980582,35
3,3,"(3, 0, 1, 1, 0, 1)",31108.310991538565,19
4,4,"(3, 0, 0, 1, 0, 1)",31110.872350790167,15
5,5,"(4, 0, 0, 1, 0, 1)",31112.86017630133,27
6,6,"(2, 0, 2, 1, 0, 1)",31116.356896823374,11
7,7,"(2, 0, 1, 1, 0, 1)",31119.338869710205,7
8,8,"(2, 0, 0, 1, 0, 1)",31152.175598241796,3
9,9,"(4, 0, 1, 1, 0, 0)",31972.089840197026,30
10,10,"(2, 0, 2, 1, 0, 0)",31989.14368141399,10
11,11,"(4, 0, 2, 1, 0, 0)",31993.136375185826,34
12,12,"(3, 0, 2, 1, 0, 0)",31993.17953856132,22
13,13,"(3, 0, 1, 1, 0, 0)",32021.199077734796,18
14,14,"(4, 0, 1, 0, 0, 1)",32142.932193307548,29
15,15,"(4, 0, 2, 0, 0, 1)",32150.16099100999,33
16,16,"(2, 0, 2, 0, 0, 1)",32158.542184691585,9
17,17,"(3, 0, 2, 0, 0, 1)",32159.30649162688,21
18,18,"(3, 0, 1, 0, 0, 1)",32195.334108747807,17
19,19,"(4, 0, 0, 1, 0, 0)",32290.059393207262,26
20,20,"(3, 0, 0, 1, 0, 0)",32319.589999534594,14
21,21,"(2, 0, 1, 1, 0, 0)",32428.412172177188,6
22,22,"(2, 0, 0, 1, 0, 0)",32480.01355063895,2
23,23,"(4, 0, 0, 0, 0, 1)",32513.715907788282,25
24,24,"(4, 0, 2, 0, 0, 0)",32527.262198463413,32
25,25,"(4, 0, 1, 0, 0, 0)",32531.886441558945,28
26,26,"(2, 0, 2, 0, 0, 0)",32554.274820577684,8
27,27,"(3, 0, 2, 0, 0, 0)",32556.21296505906,20
28,28,"(3, 0, 0, 0, 0, 1)",32567.815516866227,13
29,29,"(3, 0, 1, 0, 0, 0)",32595.307465556783,16
30,30,"(2, 0, 1, 0, 0, 1)",32738.393707876636,5
31,31,"(2, 0, 0, 0, 0, 1)",32793.26363599338,1
32,32,"(4, 0, 0, 0, 0, 0)",32954.51541255998,24
33,33,"(3, 0, 0, 0, 0, 0)",33040.246043737105,12
34,34,"(2, 0, 1, 0, 0, 0)",33274.5026565871,4
35,35,"(2, 0, 0, 0, 0, 0)",33332.167383148255,0
