,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",27091.858416146337,11
1,1,"(4, 0, 2, 1, 0, 1)",27096.40505433707,35
2,2,"(3, 0, 2, 1, 0, 1)",27106.880141166002,23
3,3,"(3, 0, 1, 1, 0, 1)",27114.65354062312,19
4,4,"(3, 0, 0, 1, 0, 1)",27119.801649349658,15
5,5,"(4, 0, 0, 1, 0, 1)",27120.70019928889,27
6,6,"(4, 0, 1, 1, 0, 1)",27123.22848034916,31
7,7,"(2, 0, 1, 1, 0, 1)",27123.53095262751,7
8,8,"(2, 0, 0, 1, 0, 1)",27132.49013993495,3
9,9,"(2, 0, 2, 1, 0, 0)",27368.830815170797,10
10,10,"(4, 0, 1, 1, 0, 0)",27371.81894975853,30
11,11,"(3, 0, 1, 1, 0, 0)",27372.394998240517,18
12,12,"(4, 0, 2, 1, 0, 0)",27375.59099959344,34
13,13,"(2, 0, 2, 0, 0, 1)",27380.59168511468,9
14,14,"(4, 0, 2, 0, 0, 1)",27383.62691069528,33
15,15,"(3, 0, 1, 0, 0, 1)",27383.70283754934,17
16,16,"(4, 0, 1, 0, 0, 1)",27386.67802107931,29
17,17,"(3, 0, 2, 1, 0, 0)",27409.59139244503,22
18,18,"(3, 0, 2, 0, 0, 1)",27421.436868580433,21
19,19,"(2, 0, 2, 0, 0, 0)",27447.045310640668,8
20,20,"(4, 0, 1, 0, 0, 0)",27449.623816416934,28
21,21,"(3, 0, 1, 0, 0, 0)",27450.018643602667,16
22,22,"(4, 0, 2, 0, 0, 0)",27451.20656668481,32
23,23,"(3, 0, 2, 0, 0, 0)",27495.713377785287,20
24,24,"(4, 0, 0, 1, 0, 0)",27785.004425454277,26
25,25,"(3, 0, 0, 1, 0, 0)",27790.999407531363,14
26,26,"(4, 0, 0, 0, 0, 1)",27799.74869449915,25
27,27,"(3, 0, 0, 0, 0, 1)",27805.124374870487,13
28,28,"(2, 0, 1, 1, 0, 0)",27861.766010258696,6
29,29,"(2, 0, 0, 1, 0, 0)",27867.449754669655,2
30,30,"(4, 0, 0, 0, 0, 0)",27868.63993652621,24
31,31,"(3, 0, 0, 0, 0, 0)",27872.069416747177,12
32,32,"(2, 0, 1, 0, 0, 1)",27873.53494487164,5
33,33,"(2, 0, 0, 0, 0, 1)",27880.43077046752,1
34,34,"(2, 0, 1, 0, 0, 0)",27931.59560849455,4
35,35,"(2, 0, 0, 0, 0, 0)",27942.21602301856,0
