,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 1, 1, 0, 1)",23709.63530378362,7
1,1,"(3, 0, 2, 1, 0, 1)",23712.958130247407,23
2,2,"(4, 0, 0, 1, 0, 1)",23713.119697300386,27
3,3,"(3, 0, 0, 1, 0, 1)",23713.445038877217,15
4,4,"(4, 0, 2, 1, 0, 1)",23715.432486600595,35
5,5,"(4, 0, 1, 1, 0, 1)",23717.358302354532,31
6,6,"(3, 0, 1, 1, 0, 1)",23729.675828934767,19
7,7,"(2, 0, 0, 1, 0, 1)",23743.01071920448,3
8,8,"(2, 0, 1, 1, 0, 0)",24813.638526518534,6
9,9,"(2, 0, 2, 1, 0, 0)",24814.532365229785,10
10,10,"(3, 0, 1, 1, 0, 0)",24814.998241018082,18
11,11,"(4, 0, 0, 1, 0, 0)",24816.40789659303,26
12,12,"(4, 0, 1, 1, 0, 0)",24816.641911826257,30
13,13,"(3, 0, 0, 1, 0, 0)",24816.860988844994,14
14,14,"(3, 0, 2, 1, 0, 0)",24817.23561329397,22
15,15,"(4, 0, 2, 1, 0, 0)",24818.99822707345,34
16,16,"(2, 0, 0, 1, 0, 0)",24863.200189662002,2
17,17,"(2, 0, 1, 0, 0, 1)",24903.82378144937,5
18,18,"(2, 0, 2, 0, 0, 1)",24905.797150399234,9
19,19,"(3, 0, 1, 0, 0, 1)",24905.812618612057,17
20,20,"(4, 0, 0, 0, 0, 1)",24907.260316584594,25
21,21,"(4, 0, 1, 0, 0, 1)",24907.65237168641,29
22,22,"(3, 0, 2, 0, 0, 1)",24907.814269445014,21
23,23,"(3, 0, 0, 0, 0, 1)",24908.869290543058,13
24,24,"(4, 0, 2, 0, 0, 1)",24909.802942509126,33
25,25,"(2, 0, 0, 0, 0, 1)",24949.39262815072,1
26,26,"(2, 0, 1, 0, 0, 0)",25113.91571102321,4
27,27,"(3, 0, 1, 0, 0, 0)",25115.672236202267,16
28,28,"(2, 0, 2, 0, 0, 0)",25116.184162548925,8
29,29,"(4, 0, 0, 0, 0, 0)",25116.93308951451,24
30,30,"(4, 0, 1, 0, 0, 0)",25117.567894472504,28
31,31,"(3, 0, 2, 0, 0, 0)",25117.85762798594,20
32,32,"(3, 0, 0, 0, 0, 0)",25119.25299548337,12
33,33,"(4, 0, 2, 0, 0, 0)",25119.665986347056,32
34,34,"(2, 0, 0, 0, 0, 0)",25156.24890227185,0
