,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 0, 1, 0, 1)",31567.76128664476,15
1,1,"(2, 0, 1, 1, 0, 1)",31567.80270133788,7
2,2,"(4, 0, 0, 1, 0, 1)",31568.81231423893,27
3,3,"(3, 0, 1, 1, 0, 1)",31569.21322728918,19
4,4,"(4, 0, 1, 1, 0, 1)",31570.19416647334,31
5,5,"(3, 0, 2, 1, 0, 1)",31571.356439597203,23
6,6,"(4, 0, 2, 1, 0, 1)",31571.963730799132,35
7,7,"(2, 0, 2, 1, 0, 1)",31577.329450654237,11
8,8,"(2, 0, 0, 1, 0, 1)",31586.238855806743,3
9,9,"(2, 0, 2, 1, 0, 0)",32872.77426633924,10
10,10,"(4, 0, 2, 1, 0, 0)",32877.71858443074,34
11,11,"(4, 0, 1, 1, 0, 0)",32949.902072348574,30
12,12,"(3, 0, 2, 1, 0, 0)",33117.557044474284,22
13,13,"(3, 0, 0, 1, 0, 0)",33207.81445658471,14
14,14,"(3, 0, 1, 1, 0, 0)",33207.95954397268,18
15,15,"(4, 0, 0, 1, 0, 0)",33208.51134926012,26
16,16,"(2, 0, 1, 1, 0, 0)",33234.053469864026,6
17,17,"(2, 0, 0, 1, 0, 0)",33269.00283698665,2
18,18,"(3, 0, 0, 0, 0, 1)",33525.6557607337,13
19,19,"(4, 0, 0, 0, 0, 1)",33527.6441979422,25
20,20,"(3, 0, 1, 0, 0, 1)",33527.64657410109,17
21,21,"(3, 0, 2, 0, 0, 1)",33528.52038402043,21
22,22,"(4, 0, 1, 0, 0, 1)",33529.652547251346,29
23,23,"(4, 0, 2, 0, 0, 1)",33529.96365932598,33
24,24,"(2, 0, 2, 0, 0, 1)",33530.28227976141,9
25,25,"(2, 0, 1, 0, 0, 1)",33541.61167126886,5
26,26,"(2, 0, 0, 0, 0, 1)",33585.42285255829,1
27,27,"(4, 0, 2, 0, 0, 0)",34032.73581644249,32
28,28,"(3, 0, 2, 0, 0, 0)",34045.68010135066,20
29,29,"(4, 0, 0, 0, 0, 0)",34046.866511474436,24
30,30,"(3, 0, 0, 0, 0, 0)",34047.10178886018,12
31,31,"(3, 0, 1, 0, 0, 0)",34047.73247014886,16
32,32,"(4, 0, 1, 0, 0, 0)",34050.39414964025,28
33,33,"(2, 0, 2, 0, 0, 0)",34052.459425852074,8
34,34,"(2, 0, 1, 0, 0, 0)",34056.144541983354,4
35,35,"(2, 0, 0, 0, 0, 0)",34118.18526970053,0
