,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 0, 1, 0, 1)",26106.882612396847,27
1,1,"(3, 0, 0, 1, 0, 1)",26106.951687627938,15
2,2,"(2, 0, 2, 1, 0, 1)",26107.298406593884,11
3,3,"(3, 0, 1, 1, 0, 1)",26107.370264256333,19
4,4,"(4, 0, 1, 1, 0, 1)",26109.190854039967,31
5,5,"(3, 0, 2, 1, 0, 1)",26109.29527126644,23
6,6,"(4, 0, 2, 1, 0, 1)",26110.73158804392,35
7,7,"(2, 0, 1, 1, 0, 1)",26114.96379576636,7
8,8,"(2, 0, 0, 1, 0, 1)",26130.255621687378,3
9,9,"(2, 0, 2, 1, 0, 0)",26814.745816056293,10
10,10,"(3, 0, 2, 1, 0, 0)",26823.36772309368,22
11,11,"(4, 0, 2, 1, 0, 0)",26835.353593052987,34
12,12,"(3, 0, 1, 1, 0, 0)",26837.664171298922,18
13,13,"(2, 0, 2, 0, 0, 1)",26889.200777784976,9
14,14,"(3, 0, 2, 0, 0, 1)",26908.177864487938,21
15,15,"(4, 0, 0, 1, 0, 0)",27087.399366615864,26
16,16,"(3, 0, 0, 1, 0, 0)",27088.303313122033,14
17,17,"(4, 0, 1, 1, 0, 0)",27089.806154738017,30
18,18,"(2, 0, 2, 0, 0, 0)",27110.0717780731,8
19,19,"(3, 0, 2, 0, 0, 0)",27110.57186300691,20
20,20,"(2, 0, 1, 1, 0, 0)",27116.938478373584,6
21,21,"(2, 0, 0, 1, 0, 0)",27154.420248487928,2
22,22,"(3, 0, 0, 0, 0, 1)",27178.863385422548,13
23,23,"(3, 0, 1, 0, 0, 1)",27179.286533366645,17
24,24,"(4, 0, 0, 0, 0, 1)",27179.837830362583,25
25,25,"(4, 0, 1, 0, 0, 1)",27181.980535369315,29
26,26,"(4, 0, 2, 0, 0, 1)",27182.974353011494,33
27,27,"(2, 0, 1, 0, 0, 1)",27206.594050015483,5
28,28,"(2, 0, 0, 0, 0, 1)",27251.95744544385,1
29,29,"(3, 0, 0, 0, 0, 0)",27421.7830741674,12
30,30,"(3, 0, 1, 0, 0, 0)",27423.60780656726,16
31,31,"(4, 0, 0, 0, 0, 0)",27423.646272315094,24
32,32,"(4, 0, 1, 0, 0, 0)",27425.630721589554,28
33,33,"(4, 0, 2, 0, 0, 0)",27427.024843585317,32
34,34,"(2, 0, 1, 0, 0, 0)",27443.913236675307,4
35,35,"(2, 0, 0, 0, 0, 0)",27505.74251621223,0
