,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",28506.057777948263,23
1,1,"(2, 0, 2, 1, 0, 1)",28512.901953692883,11
2,2,"(2, 0, 0, 1, 0, 1)",28515.87671617746,3
3,3,"(3, 0, 0, 1, 0, 1)",28517.235112425653,15
4,4,"(4, 0, 0, 1, 0, 1)",28518.647925062938,27
5,5,"(4, 0, 1, 1, 0, 1)",28522.965025779766,31
6,6,"(4, 0, 2, 1, 0, 1)",28526.414872604437,35
7,7,"(3, 0, 1, 1, 0, 1)",28531.440514613107,19
8,8,"(2, 0, 1, 1, 0, 1)",28543.481897338545,7
9,9,"(3, 0, 2, 1, 0, 0)",29873.095927954284,22
10,10,"(4, 0, 2, 1, 0, 0)",29880.06049549413,34
11,11,"(2, 0, 2, 1, 0, 0)",29882.150088492304,10
12,12,"(3, 0, 1, 1, 0, 0)",29903.178801919617,18
13,13,"(2, 0, 1, 1, 0, 0)",29921.075463142617,6
14,14,"(4, 0, 1, 1, 0, 0)",29962.85337190992,30
15,15,"(3, 0, 2, 0, 0, 1)",30127.7121173192,21
16,16,"(4, 0, 0, 1, 0, 0)",30270.717761736065,26
17,17,"(3, 0, 0, 1, 0, 0)",30277.658168623595,14
18,18,"(2, 0, 0, 1, 0, 0)",30286.546140876748,2
19,19,"(2, 0, 0, 0, 0, 1)",30538.387278201182,1
20,20,"(2, 0, 1, 0, 0, 1)",30540.372652744518,5
21,21,"(3, 0, 0, 0, 0, 1)",30540.379526478726,13
22,22,"(4, 0, 0, 0, 0, 1)",30541.495256296632,25
23,23,"(2, 0, 2, 0, 0, 1)",30542.36505708893,9
24,24,"(3, 0, 1, 0, 0, 1)",30542.378049111056,17
25,25,"(4, 0, 1, 0, 0, 1)",30543.330205376427,29
26,26,"(4, 0, 2, 0, 0, 1)",30544.96476845254,33
27,27,"(4, 0, 2, 0, 0, 0)",30679.903396137706,32
28,28,"(2, 0, 1, 0, 0, 0)",30914.66768274062,4
29,29,"(3, 0, 2, 0, 0, 0)",30918.300482883416,20
30,30,"(3, 0, 0, 0, 0, 0)",30968.08608770832,12
31,31,"(3, 0, 1, 0, 0, 0)",30968.921001641513,16
32,32,"(2, 0, 2, 0, 0, 0)",30969.00986211453,8
33,33,"(4, 0, 0, 0, 0, 0)",30969.90422381857,24
34,34,"(4, 0, 1, 0, 0, 0)",30972.084390339805,28
35,35,"(2, 0, 0, 0, 0, 0)",30976.361319125026,0
