,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 1, 1, 0, 1)",27424.91717764411,7
1,1,"(2, 0, 2, 1, 0, 1)",27440.855270174507,11
2,2,"(3, 0, 0, 1, 0, 1)",27449.1216512877,15
3,3,"(4, 0, 0, 1, 0, 1)",27450.06069929417,27
4,4,"(3, 0, 1, 1, 0, 1)",27451.371010013107,19
5,5,"(2, 0, 0, 1, 0, 1)",27453.63102771609,3
6,6,"(4, 0, 1, 1, 0, 1)",27460.571221452792,31
7,7,"(2, 0, 1, 1, 0, 0)",28016.719621834687,6
8,8,"(3, 0, 1, 1, 0, 0)",28017.255857723096,18
9,9,"(2, 0, 2, 1, 0, 0)",28019.284566484515,10
10,10,"(4, 0, 2, 1, 0, 0)",28022.100969235962,34
11,11,"(3, 0, 2, 1, 0, 0)",28026.79977863574,22
12,12,"(4, 0, 2, 0, 0, 1)",28036.87667703175,33
13,13,"(2, 0, 1, 0, 0, 1)",28038.879974668427,5
14,14,"(2, 0, 2, 0, 0, 1)",28039.066175355678,9
15,15,"(3, 0, 1, 0, 0, 1)",28039.330746304746,17
16,16,"(3, 0, 2, 0, 0, 1)",28043.559908703468,21
17,17,"(4, 0, 1, 0, 0, 1)",28043.74403279622,29
18,18,"(4, 0, 1, 1, 0, 0)",28044.13329880972,30
19,19,"(3, 0, 1, 0, 0, 0)",28131.10659679977,16
20,20,"(2, 0, 1, 0, 0, 0)",28131.254962374238,4
21,21,"(2, 0, 2, 0, 0, 0)",28131.258599344546,8
22,22,"(4, 0, 2, 0, 0, 0)",28131.51442934597,32
23,23,"(4, 0, 1, 0, 0, 0)",28137.725632577545,28
24,24,"(3, 0, 2, 0, 0, 0)",28139.423482455382,20
25,25,"(4, 0, 0, 1, 0, 0)",28466.355848970717,26
26,26,"(3, 0, 0, 1, 0, 0)",28475.370825742026,14
27,27,"(4, 0, 0, 0, 0, 1)",28489.62280716393,25
28,28,"(3, 0, 0, 0, 0, 1)",28496.086724818608,13
29,29,"(2, 0, 0, 1, 0, 0)",28542.255531273753,2
30,30,"(2, 0, 0, 0, 0, 1)",28556.936419516358,1
31,31,"(4, 0, 0, 0, 0, 0)",28583.174269344785,24
32,32,"(3, 0, 0, 0, 0, 0)",28584.845172915,12
33,33,"(2, 0, 0, 0, 0, 0)",28630.922875308417,0
