,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",22341.486665476,23
1,1,"(2, 0, 2, 1, 0, 1)",22343.197114880182,11
2,2,"(4, 0, 2, 1, 0, 1)",22343.958091335462,35
3,3,"(3, 0, 0, 1, 0, 1)",22359.443974383576,15
4,4,"(3, 0, 1, 1, 0, 1)",22359.905974940742,19
5,5,"(2, 0, 1, 1, 0, 1)",22361.589656188637,7
6,6,"(4, 0, 1, 1, 0, 1)",22361.621916362466,31
7,7,"(4, 0, 0, 1, 0, 1)",22413.568482179053,27
8,8,"(2, 0, 0, 1, 0, 1)",22414.923802440277,3
9,9,"(3, 0, 2, 1, 0, 0)",22779.12803234086,22
10,10,"(2, 0, 2, 1, 0, 0)",22788.100042662285,10
11,11,"(3, 0, 2, 0, 0, 1)",22827.486344314184,21
12,12,"(2, 0, 2, 0, 0, 1)",22836.505611374858,9
13,13,"(4, 0, 2, 0, 0, 1)",22897.036097570737,33
14,14,"(4, 0, 2, 1, 0, 0)",22907.78648534369,34
15,15,"(3, 0, 0, 1, 0, 0)",22910.206552594456,14
16,16,"(3, 0, 1, 1, 0, 0)",22912.137845920777,18
17,17,"(4, 0, 0, 1, 0, 0)",22912.168813112214,26
18,18,"(4, 0, 1, 1, 0, 0)",22913.668576337757,30
19,19,"(2, 0, 1, 1, 0, 0)",22934.15032606617,6
20,20,"(3, 0, 0, 0, 0, 1)",22958.809628938037,13
21,21,"(3, 0, 1, 0, 0, 1)",22960.67304654656,17
22,22,"(4, 0, 0, 0, 0, 1)",22960.72842300554,25
23,23,"(4, 0, 1, 0, 0, 1)",22962.10507597006,29
24,24,"(2, 0, 1, 0, 0, 1)",22985.343596965122,5
25,25,"(2, 0, 0, 1, 0, 0)",23017.745154701344,2
26,26,"(3, 0, 2, 0, 0, 0)",23037.112988952616,20
27,27,"(2, 0, 2, 0, 0, 0)",23046.076019052984,8
28,28,"(2, 0, 0, 0, 0, 1)",23074.814927279556,1
29,29,"(3, 0, 0, 0, 0, 0)",23161.197471981617,12
30,30,"(3, 0, 1, 0, 0, 0)",23162.549847483682,16
31,31,"(4, 0, 0, 0, 0, 0)",23162.72235658814,24
32,32,"(4, 0, 1, 0, 0, 0)",23163.9688759993,28
33,33,"(4, 0, 2, 0, 0, 0)",23164.25045150352,32
34,34,"(2, 0, 1, 0, 0, 0)",23194.154850877847,4
35,35,"(2, 0, 0, 0, 0, 0)",23302.114510957417,0
