,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 0, 1, 0, 1)",27386.937458146997,15
1,1,"(4, 0, 0, 1, 0, 1)",27388.71905260424,27
2,2,"(3, 0, 2, 1, 0, 1)",27388.840254596544,23
3,3,"(4, 0, 1, 1, 0, 1)",27390.292318376512,31
4,4,"(2, 0, 2, 1, 0, 1)",27399.772829363443,11
5,5,"(2, 0, 1, 1, 0, 1)",27400.806126862,7
6,6,"(3, 0, 1, 1, 0, 1)",27401.022538543588,19
7,7,"(4, 0, 2, 1, 0, 1)",27403.595250000577,35
8,8,"(2, 0, 0, 1, 0, 1)",27409.34322449284,3
9,9,"(2, 0, 2, 1, 0, 0)",27811.29014992905,10
10,10,"(3, 0, 1, 1, 0, 0)",27818.05210987892,18
11,11,"(4, 0, 2, 1, 0, 0)",27820.051140964384,34
12,12,"(3, 0, 2, 1, 0, 0)",27827.88677354477,22
13,13,"(4, 0, 1, 1, 0, 0)",27840.29658602677,30
14,14,"(2, 0, 2, 0, 0, 1)",27842.490745955864,9
15,15,"(3, 0, 1, 0, 0, 1)",27844.606900773262,17
16,16,"(4, 0, 2, 0, 0, 1)",27849.61679237972,33
17,17,"(4, 0, 1, 0, 0, 1)",27850.46197546892,29
18,18,"(3, 0, 2, 0, 0, 1)",27855.24166614132,21
19,19,"(2, 0, 2, 0, 0, 0)",27953.285545787025,8
20,20,"(3, 0, 1, 0, 0, 0)",27955.533465983823,16
21,21,"(4, 0, 2, 0, 0, 0)",27958.73397467824,32
22,22,"(3, 0, 2, 0, 0, 0)",27968.83364337589,20
23,23,"(4, 0, 0, 1, 0, 0)",28181.7722828873,26
24,24,"(3, 0, 0, 1, 0, 0)",28187.82163729017,14
25,25,"(4, 0, 0, 0, 0, 1)",28218.298180802623,25
26,26,"(3, 0, 0, 0, 0, 1)",28222.016721069365,13
27,27,"(2, 0, 0, 1, 0, 0)",28282.431639708906,2
28,28,"(2, 0, 1, 1, 0, 0)",28292.310419377704,6
29,29,"(2, 0, 0, 0, 0, 1)",28319.769465334157,1
30,30,"(2, 0, 1, 0, 0, 1)",28330.863352991684,5
31,31,"(3, 0, 0, 0, 0, 0)",28333.52439843316,12
32,32,"(4, 0, 0, 0, 0, 0)",28334.31219714061,24
33,33,"(4, 0, 1, 0, 0, 0)",28336.92233394984,28
34,34,"(2, 0, 0, 0, 0, 0)",28435.516845845505,0
35,35,"(2, 0, 1, 0, 0, 0)",28445.19242141959,4
