,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",26757.692751552422,23
1,1,"(4, 0, 1, 1, 0, 1)",26759.55689643165,31
2,2,"(4, 0, 0, 1, 0, 1)",26763.013819165102,27
3,3,"(3, 0, 1, 1, 0, 1)",26764.1375529177,19
4,4,"(3, 0, 0, 1, 0, 1)",26767.266920579186,15
5,5,"(2, 0, 2, 1, 0, 1)",26769.64808035741,11
6,6,"(4, 0, 2, 1, 0, 1)",26780.426562984667,35
7,7,"(2, 0, 0, 1, 0, 1)",26783.30150587396,3
8,8,"(2, 0, 1, 1, 0, 1)",26789.90589189594,7
9,9,"(4, 0, 2, 1, 0, 0)",27124.8780677004,34
10,10,"(4, 0, 2, 0, 0, 1)",27131.470422349325,33
11,11,"(2, 0, 2, 1, 0, 0)",27134.648499018487,10
12,12,"(4, 0, 1, 1, 0, 0)",27136.172087361538,30
13,13,"(4, 0, 1, 0, 0, 1)",27136.726618378998,29
14,14,"(3, 0, 1, 1, 0, 0)",27137.98743691713,18
15,15,"(2, 0, 2, 0, 0, 1)",27140.419614570277,9
16,16,"(3, 0, 1, 0, 0, 1)",27142.384980561183,17
17,17,"(3, 0, 2, 1, 0, 0)",27142.528224788148,22
18,18,"(3, 0, 2, 0, 0, 1)",27148.52282397852,21
19,19,"(4, 0, 2, 0, 0, 0)",27167.073403028862,32
20,20,"(4, 0, 1, 0, 0, 0)",27178.07811333787,28
21,21,"(2, 0, 2, 0, 0, 0)",27181.10284633338,8
22,22,"(3, 0, 1, 0, 0, 0)",27183.317377187584,16
23,23,"(3, 0, 2, 0, 0, 0)",27193.189545949823,20
24,24,"(4, 0, 0, 1, 0, 0)",27478.915753614325,26
25,25,"(4, 0, 0, 0, 0, 1)",27487.853992525568,25
26,26,"(3, 0, 0, 1, 0, 0)",27527.512855723257,14
27,27,"(3, 0, 0, 0, 0, 1)",27536.702370318653,13
28,28,"(4, 0, 0, 0, 0, 0)",27540.85838007745,24
29,29,"(3, 0, 0, 0, 0, 0)",27589.429165491783,12
30,30,"(2, 0, 0, 1, 0, 0)",27616.640937939625,2
31,31,"(2, 0, 0, 0, 0, 1)",27626.478074661776,1
32,32,"(2, 0, 1, 1, 0, 0)",27627.439427540005,6
33,33,"(2, 0, 1, 0, 0, 1)",27636.568128522875,5
34,34,"(2, 0, 0, 0, 0, 0)",27677.04568488289,0
35,35,"(2, 0, 1, 0, 0, 0)",27684.730742267642,4
