,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",27430.12589469168,23
1,1,"(2, 0, 2, 1, 0, 1)",27438.897353681718,11
2,2,"(4, 0, 2, 1, 0, 1)",27452.828634457765,35
3,3,"(3, 0, 0, 1, 0, 1)",27454.956348620268,15
4,4,"(2, 0, 1, 1, 0, 1)",27455.246893507592,7
5,5,"(4, 0, 0, 1, 0, 1)",27456.911395152125,27
6,6,"(4, 0, 1, 1, 0, 1)",27458.621983170837,31
7,7,"(3, 0, 1, 1, 0, 1)",27460.38286506297,19
8,8,"(2, 0, 0, 1, 0, 1)",27463.884707304667,3
9,9,"(2, 0, 2, 1, 0, 0)",27744.466942789484,10
10,10,"(4, 0, 2, 1, 0, 0)",27746.538443558922,34
11,11,"(4, 0, 1, 1, 0, 0)",27748.55464069357,30
12,12,"(3, 0, 1, 1, 0, 0)",27749.897919347684,18
13,13,"(2, 0, 2, 0, 0, 1)",27767.965161623346,9
14,14,"(4, 0, 1, 0, 0, 1)",27769.501273734808,29
15,15,"(4, 0, 2, 0, 0, 1)",27771.52299682002,33
16,16,"(3, 0, 1, 0, 0, 1)",27773.863315796534,17
17,17,"(3, 0, 2, 1, 0, 0)",27798.074845642892,22
18,18,"(3, 0, 2, 0, 0, 1)",27819.85019365314,21
19,19,"(3, 0, 2, 0, 0, 0)",27878.140607545727,20
20,20,"(2, 0, 2, 0, 0, 0)",27878.98458814624,8
21,21,"(4, 0, 2, 0, 0, 0)",27879.22397144063,32
22,22,"(4, 0, 1, 0, 0, 0)",27879.30098529284,28
23,23,"(3, 0, 1, 0, 0, 0)",27886.39876780148,16
24,24,"(4, 0, 0, 1, 0, 0)",28122.802519336095,26
25,25,"(3, 0, 0, 1, 0, 0)",28144.581044129904,14
26,26,"(4, 0, 0, 0, 0, 1)",28152.585722974927,25
27,27,"(3, 0, 0, 0, 0, 1)",28174.646532749488,13
28,28,"(2, 0, 1, 1, 0, 0)",28206.889820247907,6
29,29,"(2, 0, 0, 1, 0, 0)",28223.90188672033,2
30,30,"(2, 0, 1, 0, 0, 1)",28242.0442892976,5
31,31,"(2, 0, 0, 0, 0, 1)",28259.68722104,1
32,32,"(4, 0, 0, 0, 0, 0)",28273.789016803745,24
33,33,"(3, 0, 0, 0, 0, 0)",28294.107881157222,12
34,34,"(2, 0, 1, 0, 0, 0)",28371.05233254041,4
35,35,"(2, 0, 0, 0, 0, 0)",28393.305171193522,0
