,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 1, 1, 0, 1)",27471.994103934678,7
1,1,"(3, 0, 2, 1, 0, 1)",27473.718242631134,23
2,2,"(3, 0, 0, 1, 0, 1)",27474.731693700465,15
3,3,"(4, 0, 0, 1, 0, 1)",27475.254104827392,27
4,4,"(4, 0, 1, 1, 0, 1)",27478.4828834954,31
5,5,"(2, 0, 2, 1, 0, 1)",27478.49631638146,11
6,6,"(3, 0, 1, 1, 0, 1)",27478.91399316676,19
7,7,"(4, 0, 2, 1, 0, 1)",27481.302354901913,35
8,8,"(2, 0, 0, 1, 0, 1)",27484.891447410577,3
9,9,"(2, 0, 2, 1, 0, 0)",27940.426298370625,10
10,10,"(3, 0, 1, 1, 0, 0)",27948.83663290937,18
11,11,"(4, 0, 2, 1, 0, 0)",27953.62978661188,34
12,12,"(4, 0, 1, 1, 0, 0)",27954.480318166992,30
13,13,"(2, 0, 2, 0, 0, 1)",27965.50278165926,9
14,14,"(4, 0, 1, 0, 0, 1)",27971.05958990125,29
15,15,"(3, 0, 1, 0, 0, 1)",27975.01970922227,17
16,16,"(4, 0, 2, 0, 0, 1)",27981.378386756816,33
17,17,"(3, 0, 2, 0, 0, 1)",28102.75119497958,21
18,18,"(2, 0, 2, 0, 0, 0)",28128.533279670733,8
19,19,"(4, 0, 1, 0, 0, 0)",28133.57040650836,28
20,20,"(3, 0, 1, 0, 0, 0)",28138.573140169497,16
21,21,"(4, 0, 2, 0, 0, 0)",28143.234243677445,32
22,22,"(4, 0, 0, 1, 0, 0)",28254.068804483475,26
23,23,"(3, 0, 0, 1, 0, 0)",28260.211334675794,14
24,24,"(3, 0, 2, 1, 0, 0)",28282.63510596449,22
25,25,"(2, 0, 1, 1, 0, 0)",28287.39900694797,6
26,26,"(4, 0, 0, 0, 0, 1)",28294.939653893667,25
27,27,"(3, 0, 0, 0, 0, 1)",28301.729531952482,13
28,28,"(2, 0, 0, 1, 0, 0)",28315.758367895938,2
29,29,"(2, 0, 1, 0, 0, 1)",28330.789207195343,5
30,30,"(2, 0, 0, 0, 0, 1)",28361.81782768938,1
31,31,"(4, 0, 0, 0, 0, 0)",28482.876286579063,24
32,32,"(3, 0, 0, 0, 0, 0)",28490.887323178817,12
33,33,"(3, 0, 2, 0, 0, 0)",28518.08177305513,20
34,34,"(2, 0, 1, 0, 0, 0)",28522.52768421405,4
35,35,"(2, 0, 0, 0, 0, 0)",28561.021455440758,0
