,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",28898.379135792133,23
1,1,"(2, 0, 2, 1, 0, 1)",28900.734303516227,11
2,2,"(2, 0, 1, 1, 0, 1)",28901.14980857233,7
3,3,"(3, 0, 0, 1, 0, 1)",28903.2419423747,15
4,4,"(3, 0, 1, 1, 0, 1)",28903.668266249795,19
5,5,"(4, 0, 0, 1, 0, 1)",28904.79659628995,27
6,6,"(4, 0, 1, 1, 0, 1)",28906.132374123838,31
7,7,"(4, 0, 2, 1, 0, 1)",28906.533302624117,35
8,8,"(2, 0, 0, 1, 0, 1)",28925.549585502842,3
9,9,"(3, 0, 2, 1, 0, 0)",29652.525190373388,22
10,10,"(2, 0, 2, 1, 0, 0)",29659.279837617152,10
11,11,"(4, 0, 2, 1, 0, 0)",29807.779853666427,34
12,12,"(3, 0, 2, 0, 0, 1)",29808.444763745054,21
13,13,"(2, 0, 2, 0, 0, 1)",29811.321202027782,9
14,14,"(4, 0, 2, 0, 0, 1)",29861.354063967534,33
15,15,"(3, 0, 1, 1, 0, 0)",29866.658910620063,18
16,16,"(4, 0, 1, 1, 0, 0)",29868.19650784692,30
17,17,"(4, 0, 0, 1, 0, 0)",29879.1085833808,26
18,18,"(3, 0, 0, 1, 0, 0)",29891.215891791064,14
19,19,"(2, 0, 1, 1, 0, 0)",29904.193630148246,6
20,20,"(2, 0, 0, 1, 0, 0)",29943.199935038283,2
21,21,"(4, 0, 1, 0, 0, 1)",30066.334318415782,29
22,22,"(3, 0, 1, 0, 0, 1)",30066.60303271397,17
23,23,"(4, 0, 0, 0, 0, 1)",30077.529518549625,25
24,24,"(3, 0, 0, 0, 0, 1)",30095.09369697342,13
25,25,"(2, 0, 1, 0, 0, 1)",30111.738692180654,5
26,26,"(2, 0, 0, 0, 0, 1)",30160.39941517489,1
27,27,"(3, 0, 2, 0, 0, 0)",30297.323227004916,20
28,28,"(4, 0, 2, 0, 0, 0)",30575.639681137047,32
29,29,"(3, 0, 1, 0, 0, 0)",30587.64617040252,16
30,30,"(4, 0, 0, 0, 0, 0)",30594.589871153858,24
31,31,"(3, 0, 0, 0, 0, 0)",30616.316643358547,12
32,32,"(4, 0, 1, 0, 0, 0)",30620.315665452163,28
33,33,"(2, 0, 1, 0, 0, 0)",30638.324930860283,4
34,34,"(2, 0, 2, 0, 0, 0)",30639.90366527426,8
35,35,"(2, 0, 0, 0, 0, 0)",30713.044292668754,0
