,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 0, 1, 0, 1)",24674.00152014438,27
1,1,"(3, 0, 0, 1, 0, 1)",24674.633464639057,15
2,2,"(3, 0, 1, 1, 0, 1)",24674.96805869461,19
3,3,"(4, 0, 1, 1, 0, 1)",24677.68825004496,31
4,4,"(2, 0, 2, 1, 0, 1)",24678.264078105465,11
5,5,"(4, 0, 2, 1, 0, 1)",24679.976850957748,35
6,6,"(3, 0, 2, 1, 0, 1)",24680.714544414543,23
7,7,"(2, 0, 1, 1, 0, 1)",24683.6288639702,7
8,8,"(2, 0, 0, 1, 0, 1)",24701.617993662843,3
9,9,"(2, 0, 2, 1, 0, 0)",24971.129488818322,10
10,10,"(3, 0, 2, 1, 0, 0)",24981.696859672407,22
11,11,"(3, 0, 1, 1, 0, 0)",24981.786454696783,18
12,12,"(2, 0, 2, 0, 0, 1)",24982.18251119791,9
13,13,"(4, 0, 1, 1, 0, 0)",24983.894249073022,30
14,14,"(3, 0, 2, 0, 0, 1)",24986.814242695495,21
15,15,"(4, 0, 2, 0, 0, 1)",24988.118232558067,33
16,16,"(4, 0, 2, 1, 0, 0)",24988.24485736972,34
17,17,"(4, 0, 1, 0, 0, 1)",24988.36914648362,29
18,18,"(3, 0, 1, 0, 0, 1)",24990.43274040873,17
19,19,"(2, 0, 2, 0, 0, 0)",25052.06312237784,8
20,20,"(3, 0, 2, 0, 0, 0)",25052.199912624677,20
21,21,"(4, 0, 2, 0, 0, 0)",25054.176207378536,32
22,22,"(3, 0, 1, 0, 0, 0)",25056.15305940769,16
23,23,"(4, 0, 1, 0, 0, 0)",25058.476811395143,28
24,24,"(4, 0, 0, 1, 0, 0)",25279.49042188201,26
25,25,"(3, 0, 0, 1, 0, 0)",25289.68365328601,14
26,26,"(4, 0, 0, 0, 0, 1)",25297.706494650225,25
27,27,"(3, 0, 0, 0, 0, 1)",25307.54792166249,13
28,28,"(2, 0, 1, 1, 0, 0)",25321.163665622596,6
29,29,"(2, 0, 1, 0, 0, 1)",25337.89273727048,5
30,30,"(2, 0, 0, 1, 0, 0)",25355.09806230534,2
31,31,"(2, 0, 0, 0, 0, 1)",25371.700146412768,1
32,32,"(4, 0, 0, 0, 0, 0)",25384.668773414334,24
33,33,"(3, 0, 0, 0, 0, 0)",25394.1375982868,12
34,34,"(2, 0, 1, 0, 0, 0)",25421.276425000742,4
35,35,"(2, 0, 0, 0, 0, 0)",25454.504839020425,0
