,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 2, 1, 0, 1)",32579.287534771654,35
1,1,"(2, 0, 1, 1, 0, 1)",32591.820942491166,7
2,2,"(3, 0, 2, 1, 0, 1)",32593.094884500435,23
3,3,"(2, 0, 2, 1, 0, 1)",32593.741981089723,11
4,4,"(3, 0, 0, 1, 0, 1)",32594.398592863345,15
5,5,"(4, 0, 0, 1, 0, 1)",32594.934820936905,27
6,6,"(4, 0, 1, 1, 0, 1)",32595.766163064258,31
7,7,"(3, 0, 1, 1, 0, 1)",32597.299405118312,19
8,8,"(2, 0, 0, 1, 0, 1)",32604.524568406665,3
9,9,"(3, 0, 1, 1, 0, 0)",32999.26120268438,18
10,10,"(4, 0, 2, 1, 0, 0)",33002.25084776188,34
11,11,"(2, 0, 2, 1, 0, 0)",33011.60506480505,10
12,12,"(4, 0, 1, 1, 0, 0)",33024.00450448737,30
13,13,"(2, 0, 2, 0, 0, 1)",33036.85696370747,9
14,14,"(3, 0, 1, 0, 0, 1)",33039.02810350014,17
15,15,"(4, 0, 2, 0, 0, 1)",33041.195575842416,33
16,16,"(4, 0, 1, 0, 0, 1)",33045.66137346126,29
17,17,"(3, 0, 2, 0, 0, 1)",33125.474355604114,21
18,18,"(3, 0, 2, 1, 0, 0)",33148.46404158333,22
19,19,"(3, 0, 1, 0, 0, 0)",33275.2519786733,16
20,20,"(4, 0, 2, 0, 0, 0)",33279.1869293025,32
21,21,"(2, 0, 2, 0, 0, 0)",33283.02758296026,8
22,22,"(4, 0, 0, 1, 0, 0)",33318.092674710795,26
23,23,"(3, 0, 0, 1, 0, 0)",33321.188158874254,14
24,24,"(2, 0, 1, 1, 0, 0)",33333.1388484164,6
25,25,"(2, 0, 0, 1, 0, 0)",33368.694312717795,2
26,26,"(4, 0, 0, 0, 0, 1)",33390.988770603515,25
27,27,"(3, 0, 0, 0, 0, 1)",33395.51086205326,13
28,28,"(2, 0, 1, 0, 0, 1)",33408.67175058708,5
29,29,"(3, 0, 2, 0, 0, 0)",33414.12883678422,20
30,30,"(2, 0, 0, 0, 0, 1)",33447.76222824422,1
31,31,"(4, 0, 0, 0, 0, 0)",33692.911829782955,24
32,32,"(3, 0, 0, 0, 0, 0)",33698.902614551684,12
33,33,"(4, 0, 1, 0, 0, 0)",33702.886197475345,28
34,34,"(2, 0, 1, 0, 0, 0)",33710.202008378896,4
35,35,"(2, 0, 0, 0, 0, 0)",33753.10998587458,0
