,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",23120.60946426876,11
1,1,"(3, 0, 2, 1, 0, 1)",23121.304175886864,23
2,2,"(3, 0, 0, 1, 0, 1)",23122.74239845353,15
3,3,"(2, 0, 1, 1, 0, 1)",23124.50512469577,7
4,4,"(4, 0, 0, 1, 0, 1)",23124.627718359294,27
5,5,"(3, 0, 1, 1, 0, 1)",23124.639023289386,19
6,6,"(4, 0, 1, 1, 0, 1)",23126.65810693457,31
7,7,"(4, 0, 2, 1, 0, 1)",23127.75016666733,35
8,8,"(2, 0, 0, 1, 0, 1)",23151.137852441265,3
9,9,"(3, 0, 2, 1, 0, 0)",23960.31458993,22
10,10,"(4, 0, 2, 1, 0, 0)",24147.116388333598,34
11,11,"(2, 0, 1, 1, 0, 0)",24151.739155360894,6
12,12,"(2, 0, 2, 1, 0, 0)",24151.895413489125,10
13,13,"(4, 0, 0, 1, 0, 0)",24151.902231390228,26
14,14,"(3, 0, 1, 1, 0, 0)",24152.36476960574,18
15,15,"(3, 0, 0, 1, 0, 0)",24153.260561894753,14
16,16,"(4, 0, 1, 1, 0, 0)",24154.206770184082,30
17,17,"(2, 0, 0, 1, 0, 0)",24159.07166501209,2
18,18,"(2, 0, 2, 0, 0, 1)",24277.331707937017,9
19,19,"(4, 0, 0, 0, 0, 1)",24277.602781637164,25
20,20,"(3, 0, 1, 0, 0, 1)",24278.84833979147,17
21,21,"(3, 0, 2, 0, 0, 1)",24278.914505561803,21
22,22,"(2, 0, 1, 0, 0, 1)",24280.152403548524,5
23,23,"(4, 0, 1, 0, 0, 1)",24280.353042006085,29
24,24,"(3, 0, 0, 0, 0, 1)",24281.089225476073,13
25,25,"(4, 0, 2, 0, 0, 1)",24282.73644950872,33
26,26,"(2, 0, 0, 0, 0, 1)",24282.75504744633,1
27,27,"(2, 0, 2, 0, 0, 0)",24557.526809468713,8
28,28,"(4, 0, 0, 0, 0, 0)",24558.244547469953,24
29,29,"(3, 0, 2, 0, 0, 0)",24559.056507174628,20
30,30,"(3, 0, 1, 0, 0, 0)",24559.148258348832,16
31,31,"(4, 0, 1, 0, 0, 0)",24560.358332474018,28
32,32,"(4, 0, 2, 0, 0, 0)",24562.737508111484,32
33,33,"(2, 0, 1, 0, 0, 0)",24563.53099508268,4
34,34,"(3, 0, 0, 0, 0, 0)",24564.181820201735,12
35,35,"(2, 0, 0, 0, 0, 0)",24564.577868146538,0
