,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",25491.40542763296,11
1,1,"(3, 0, 2, 1, 0, 1)",25498.084052705897,23
2,2,"(2, 0, 1, 1, 0, 1)",25500.16261938433,7
3,3,"(3, 0, 0, 1, 0, 1)",25501.974574372973,15
4,4,"(4, 0, 0, 1, 0, 1)",25503.174153643216,27
5,5,"(4, 0, 2, 1, 0, 1)",25503.237271985992,35
6,6,"(3, 0, 1, 1, 0, 1)",25505.47128694236,19
7,7,"(4, 0, 1, 1, 0, 1)",25505.747500910747,31
8,8,"(2, 0, 0, 1, 0, 1)",25518.797344460352,3
9,9,"(3, 0, 2, 1, 0, 0)",26084.151984604054,22
10,10,"(2, 0, 2, 1, 0, 0)",26086.44130534429,10
11,11,"(3, 0, 1, 1, 0, 0)",26098.490429467176,18
12,12,"(4, 0, 2, 1, 0, 0)",26098.769666779164,34
13,13,"(4, 0, 1, 1, 0, 0)",26107.946577560444,30
14,14,"(3, 0, 2, 0, 0, 1)",26145.74039475044,21
15,15,"(2, 0, 2, 0, 0, 1)",26152.62043942683,9
16,16,"(3, 0, 1, 0, 0, 1)",26157.08601284703,17
17,17,"(4, 0, 1, 0, 0, 1)",26158.699341854564,29
18,18,"(4, 0, 2, 0, 0, 1)",26159.462374455255,33
19,19,"(3, 0, 0, 1, 0, 0)",26354.262939384284,14
20,20,"(4, 0, 0, 1, 0, 0)",26354.597315216244,26
21,21,"(2, 0, 1, 1, 0, 0)",26363.41695258353,6
22,22,"(3, 0, 2, 0, 0, 0)",26373.8901761043,20
23,23,"(4, 0, 1, 0, 0, 0)",26376.79428494733,28
24,24,"(3, 0, 1, 0, 0, 0)",26384.78046701628,16
25,25,"(4, 0, 2, 0, 0, 0)",26388.835606346733,32
26,26,"(2, 0, 2, 0, 0, 0)",26400.17130620362,8
27,27,"(2, 0, 0, 1, 0, 0)",26408.07575047537,2
28,28,"(4, 0, 0, 0, 0, 1)",26435.897307209638,25
29,29,"(3, 0, 0, 0, 0, 1)",26436.160000906064,13
30,30,"(2, 0, 1, 0, 0, 1)",26447.596700538492,5
31,31,"(2, 0, 0, 0, 0, 1)",26497.542068214403,1
32,32,"(4, 0, 0, 0, 0, 0)",26692.572923992106,24
33,33,"(3, 0, 0, 0, 0, 0)",26694.6654210212,12
34,34,"(2, 0, 1, 0, 0, 0)",26710.18788109564,4
35,35,"(2, 0, 0, 0, 0, 0)",26766.081953618057,0
