,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 1, 1, 0, 1)",33166.91637812365,19
1,1,"(4, 0, 0, 1, 0, 1)",33167.92739319386,27
2,2,"(4, 0, 1, 1, 0, 1)",33168.95143851713,31
3,3,"(3, 0, 0, 1, 0, 1)",33170.077003086204,15
4,4,"(4, 0, 2, 1, 0, 1)",33175.382831490715,35
5,5,"(2, 0, 2, 1, 0, 1)",33179.490805792375,11
6,6,"(3, 0, 2, 1, 0, 1)",33182.59128539549,23
7,7,"(2, 0, 1, 1, 0, 1)",33195.754021986664,7
8,8,"(2, 0, 0, 1, 0, 1)",33252.19650817817,3
9,9,"(2, 0, 2, 1, 0, 0)",33987.948480716135,10
10,10,"(2, 0, 2, 0, 0, 1)",34197.221691256585,9
11,11,"(4, 0, 2, 1, 0, 0)",34206.00961874533,34
12,12,"(3, 0, 1, 1, 0, 0)",34218.335294807825,18
13,13,"(3, 0, 2, 1, 0, 0)",34220.08902930348,22
14,14,"(4, 0, 1, 1, 0, 0)",34220.12937317249,30
15,15,"(4, 0, 0, 1, 0, 0)",34231.16858845744,26
16,16,"(3, 0, 0, 1, 0, 0)",34264.35810887585,14
17,17,"(2, 0, 1, 1, 0, 0)",34381.62770077987,6
18,18,"(4, 0, 2, 0, 0, 1)",34462.519952059025,33
19,19,"(3, 0, 1, 0, 0, 1)",34464.15304364522,17
20,20,"(3, 0, 2, 0, 0, 1)",34465.71180314162,21
21,21,"(4, 0, 1, 0, 0, 1)",34465.891285269616,29
22,22,"(4, 0, 0, 0, 0, 1)",34469.68870049786,25
23,23,"(2, 0, 0, 1, 0, 0)",34475.59099835674,2
24,24,"(3, 0, 0, 0, 0, 1)",34501.518335983514,13
25,25,"(2, 0, 1, 0, 0, 1)",34646.653251140684,5
26,26,"(2, 0, 2, 0, 0, 0)",34703.468734717215,8
27,27,"(2, 0, 0, 0, 0, 1)",34770.13522499529,1
28,28,"(4, 0, 0, 0, 0, 0)",34990.628513502976,24
29,29,"(3, 0, 1, 0, 0, 0)",34990.63505420654,16
30,30,"(3, 0, 2, 0, 0, 0)",34991.08917338407,20
31,31,"(4, 0, 1, 0, 0, 0)",34991.78519832319,28
32,32,"(4, 0, 2, 0, 0, 0)",34993.945341576735,32
33,33,"(3, 0, 0, 0, 0, 0)",35012.714389270426,12
34,34,"(2, 0, 1, 0, 0, 0)",35187.21509579222,4
35,35,"(2, 0, 0, 0, 0, 0)",35361.614112051335,0
