,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 1, 1, 0, 1)",18560.48500016221,7
1,1,"(2, 0, 2, 1, 0, 1)",18560.75022730989,11
2,2,"(4, 0, 0, 1, 0, 1)",18561.949583640147,27
3,3,"(3, 0, 0, 1, 0, 1)",18562.476446052984,15
4,4,"(4, 0, 1, 1, 0, 1)",18563.92929307313,31
5,5,"(4, 0, 2, 1, 0, 1)",18565.06185667965,35
6,6,"(3, 0, 2, 1, 0, 1)",18566.28433114307,23
7,7,"(3, 0, 1, 1, 0, 1)",18570.303483715164,19
8,8,"(2, 0, 0, 1, 0, 1)",18572.310618497682,3
9,9,"(2, 0, 2, 1, 0, 0)",19280.24561335656,10
10,10,"(4, 0, 1, 1, 0, 0)",19284.10686095757,30
11,11,"(4, 0, 2, 1, 0, 0)",19286.915683161576,34
12,12,"(3, 0, 1, 1, 0, 0)",19290.15361918407,18
13,13,"(3, 0, 2, 1, 0, 0)",19317.50755715864,22
14,14,"(4, 0, 2, 0, 0, 1)",19362.260753685245,33
15,15,"(3, 0, 2, 0, 0, 1)",19369.42175778329,21
16,16,"(3, 0, 1, 0, 0, 1)",19376.00777042625,17
17,17,"(4, 0, 1, 0, 0, 1)",19378.82073049804,29
18,18,"(2, 0, 2, 0, 0, 1)",19379.449312460343,9
19,19,"(4, 0, 0, 1, 0, 0)",19522.600564124907,26
20,20,"(3, 0, 0, 1, 0, 0)",19523.480902305317,14
21,21,"(2, 0, 1, 1, 0, 0)",19532.936916907758,6
22,22,"(2, 0, 0, 1, 0, 0)",19569.77352548057,2
23,23,"(4, 0, 0, 0, 0, 1)",19643.89282884387,25
24,24,"(3, 0, 0, 0, 0, 1)",19646.67090449083,13
25,25,"(2, 0, 1, 0, 0, 1)",19659.532448022364,5
26,26,"(4, 0, 2, 0, 0, 0)",19669.084128281847,32
27,27,"(3, 0, 2, 0, 0, 0)",19681.274424481657,20
28,28,"(3, 0, 1, 0, 0, 0)",19692.877371871684,16
29,29,"(4, 0, 1, 0, 0, 0)",19694.49112297432,28
30,30,"(2, 0, 0, 0, 0, 1)",19702.85059813054,1
31,31,"(2, 0, 2, 0, 0, 0)",19717.02807546519,8
32,32,"(4, 0, 0, 0, 0, 0)",19994.563313236264,24
33,33,"(3, 0, 0, 0, 0, 0)",20001.342292030284,12
34,34,"(2, 0, 1, 0, 0, 0)",20019.886004126318,4
35,35,"(2, 0, 0, 0, 0, 0)",20075.593742140387,0
