,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",26242.097941541037,11
1,1,"(3, 0, 0, 1, 0, 1)",26243.14054129476,15
2,2,"(4, 0, 0, 1, 0, 1)",26244.05605237019,27
3,3,"(3, 0, 2, 1, 0, 1)",26244.928644700893,23
4,4,"(4, 0, 1, 1, 0, 1)",26245.510404652658,31
5,5,"(2, 0, 1, 1, 0, 1)",26247.300804045342,7
6,6,"(3, 0, 1, 1, 0, 1)",26252.895892914483,19
7,7,"(4, 0, 2, 1, 0, 1)",26254.040677438526,35
8,8,"(2, 0, 0, 1, 0, 1)",26257.62516288532,3
9,9,"(4, 0, 1, 1, 0, 0)",26641.247881565443,30
10,10,"(3, 0, 2, 1, 0, 0)",26644.340413764883,22
11,11,"(2, 0, 2, 1, 0, 0)",26645.273952960804,10
12,12,"(4, 0, 1, 0, 0, 1)",26662.505529430804,29
13,13,"(3, 0, 1, 1, 0, 0)",26663.537155083886,18
14,14,"(2, 0, 2, 0, 0, 1)",26667.423794594808,9
15,15,"(4, 0, 2, 1, 0, 0)",26667.674778016073,34
16,16,"(3, 0, 2, 0, 0, 1)",26670.623630857597,21
17,17,"(3, 0, 1, 0, 0, 1)",26685.958944295216,17
18,18,"(4, 0, 2, 0, 0, 1)",26690.55852796706,33
19,19,"(4, 0, 1, 0, 0, 0)",26805.61791349409,28
20,20,"(3, 0, 2, 0, 0, 0)",26810.626968037956,20
21,21,"(2, 0, 2, 0, 0, 0)",26810.92378074913,8
22,22,"(3, 0, 1, 0, 0, 0)",26832.36729992596,16
23,23,"(4, 0, 2, 0, 0, 0)",26836.634183700724,32
24,24,"(4, 0, 0, 1, 0, 0)",27029.359322583576,26
25,25,"(4, 0, 0, 0, 0, 1)",27060.600514867125,25
26,26,"(3, 0, 0, 1, 0, 0)",27071.468135245334,14
27,27,"(3, 0, 0, 0, 0, 1)",27104.507746345054,13
28,28,"(2, 0, 1, 1, 0, 0)",27171.864279032954,6
29,29,"(2, 0, 1, 0, 0, 1)",27213.52582434587,5
30,30,"(2, 0, 0, 1, 0, 0)",27214.71343995976,2
31,31,"(4, 0, 0, 0, 0, 0)",27222.756201568413,24
32,32,"(2, 0, 0, 0, 0, 1)",27258.266303215485,1
33,33,"(3, 0, 0, 0, 0, 0)",27269.804654722026,12
34,34,"(2, 0, 1, 0, 0, 0)",27395.59757481939,4
35,35,"(2, 0, 0, 0, 0, 0)",27444.65183958968,0
