,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",31510.481914414027,11
1,1,"(3, 0, 2, 1, 0, 1)",31510.804222559913,23
2,2,"(3, 0, 1, 1, 0, 1)",31522.93045170196,19
3,3,"(4, 0, 2, 1, 0, 1)",31525.921793672882,35
4,4,"(4, 0, 1, 1, 0, 1)",31526.97112773817,31
5,5,"(3, 0, 0, 1, 0, 1)",31527.296643604146,15
6,6,"(4, 0, 0, 1, 0, 1)",31529.509093353197,27
7,7,"(2, 0, 1, 1, 0, 1)",31530.967602016703,7
8,8,"(2, 0, 0, 1, 0, 1)",31536.57706484014,3
9,9,"(2, 0, 2, 1, 0, 0)",32013.110769209477,10
10,10,"(3, 0, 1, 1, 0, 0)",32015.014164355933,18
11,11,"(4, 0, 2, 1, 0, 0)",32022.86959215965,34
12,12,"(4, 0, 1, 1, 0, 0)",32030.476047824286,30
13,13,"(2, 0, 2, 0, 0, 1)",32053.376616871716,9
14,14,"(3, 0, 1, 0, 0, 1)",32055.733183854976,17
15,15,"(4, 0, 1, 0, 0, 1)",32057.199551933372,29
16,16,"(3, 0, 2, 1, 0, 0)",32058.262383840123,22
17,17,"(4, 0, 2, 0, 0, 1)",32058.34262469957,33
18,18,"(3, 0, 2, 0, 0, 1)",32103.462960783618,21
19,19,"(2, 0, 2, 0, 0, 0)",32188.851703227832,8
20,20,"(4, 0, 2, 0, 0, 0)",32189.58619552833,32
21,21,"(3, 0, 1, 0, 0, 0)",32190.461300693598,16
22,22,"(4, 0, 1, 0, 0, 0)",32192.14887711266,28
23,23,"(3, 0, 2, 0, 0, 0)",32251.485489544164,20
24,24,"(4, 0, 0, 1, 0, 0)",32448.6217383131,26
25,25,"(3, 0, 0, 1, 0, 0)",32467.02017771614,14
26,26,"(4, 0, 0, 0, 0, 1)",32498.177652850216,25
27,27,"(3, 0, 0, 0, 0, 1)",32513.76362703102,13
28,28,"(2, 0, 1, 1, 0, 0)",32536.485092420295,6
29,29,"(2, 0, 0, 1, 0, 0)",32539.82900750189,2
30,30,"(2, 0, 1, 0, 0, 1)",32579.428393699567,5
31,31,"(2, 0, 0, 0, 0, 1)",32584.93883016016,1
32,32,"(4, 0, 0, 0, 0, 0)",32644.892463809414,24
33,33,"(3, 0, 0, 0, 0, 0)",32654.943507980253,12
34,34,"(2, 0, 1, 0, 0, 0)",32709.239772400586,4
35,35,"(2, 0, 0, 0, 0, 0)",32720.441620855734,0
