,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 1, 0, 1)",23967.46093388411,23
1,1,"(3, 0, 0, 1, 0, 1)",23971.6579139576,15
2,2,"(4, 0, 0, 1, 0, 1)",23973.599534064902,27
3,3,"(2, 0, 2, 1, 0, 1)",23973.653846343383,11
4,4,"(3, 0, 1, 1, 0, 1)",23974.190466587446,19
5,5,"(4, 0, 1, 1, 0, 1)",23975.476153925567,31
6,6,"(2, 0, 1, 1, 0, 1)",23976.717925933553,7
7,7,"(4, 0, 2, 1, 0, 1)",23978.73354765147,35
8,8,"(2, 0, 0, 1, 0, 1)",24015.050158743823,3
9,9,"(2, 0, 2, 1, 0, 0)",24879.112157677402,10
10,10,"(4, 0, 2, 1, 0, 0)",24884.372054166743,34
11,11,"(3, 0, 2, 1, 0, 0)",24889.640815919414,22
12,12,"(4, 0, 2, 0, 0, 1)",25018.31185760039,33
13,13,"(3, 0, 2, 0, 0, 1)",25019.31731758936,21
14,14,"(2, 0, 2, 0, 0, 1)",25019.723645884438,9
15,15,"(2, 0, 1, 1, 0, 0)",25035.187856136294,6
16,16,"(3, 0, 1, 1, 0, 0)",25035.41608013165,18
17,17,"(4, 0, 0, 1, 0, 0)",25036.438263083175,26
18,18,"(4, 0, 1, 1, 0, 0)",25037.41587783951,30
19,19,"(3, 0, 0, 1, 0, 0)",25040.5382999228,14
20,20,"(2, 0, 0, 1, 0, 0)",25056.03323588143,2
21,21,"(4, 0, 0, 0, 0, 1)",25190.139444863187,25
22,22,"(3, 0, 1, 0, 0, 1)",25190.92230194621,17
23,23,"(2, 0, 1, 0, 0, 1)",25192.285006392383,5
24,24,"(4, 0, 1, 0, 0, 1)",25192.397568830624,29
25,25,"(3, 0, 0, 0, 0, 1)",25197.645862372432,13
26,26,"(3, 0, 2, 0, 0, 0)",25201.76391060448,20
27,27,"(2, 0, 0, 0, 0, 1)",25209.813486087518,1
28,28,"(4, 0, 2, 0, 0, 0)",25367.037156495957,32
29,29,"(2, 0, 2, 0, 0, 0)",25388.21263817073,8
30,30,"(4, 0, 0, 0, 0, 0)",25555.79942486496,24
31,31,"(4, 0, 1, 0, 0, 0)",25556.779925386913,28
32,32,"(3, 0, 1, 0, 0, 0)",25559.221629957417,16
33,33,"(2, 0, 1, 0, 0, 0)",25562.093792606818,4
34,34,"(3, 0, 0, 0, 0, 0)",25567.967033722456,12
35,35,"(2, 0, 0, 0, 0, 0)",25580.7097164023,0
