,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 1, 1, 0, 1)",26753.636147039048,31
1,1,"(2, 0, 2, 1, 0, 1)",26754.941142519805,11
2,2,"(3, 0, 1, 1, 0, 1)",26755.611584153634,19
3,3,"(4, 0, 0, 1, 0, 1)",26756.24483592541,27
4,4,"(2, 0, 0, 1, 0, 1)",26758.62417412412,3
5,5,"(2, 0, 1, 1, 0, 1)",26759.694116968993,7
6,6,"(3, 0, 0, 1, 0, 1)",26760.053742215387,15
7,7,"(3, 0, 2, 1, 0, 1)",26765.569587720387,23
8,8,"(4, 0, 2, 1, 0, 1)",26766.749363845225,35
9,9,"(3, 0, 1, 1, 0, 0)",27177.316850877647,18
10,10,"(4, 0, 1, 1, 0, 0)",27177.68917562352,30
11,11,"(4, 0, 2, 1, 0, 0)",27183.21073042408,34
12,12,"(4, 0, 1, 0, 0, 1)",27216.88962228776,29
13,13,"(3, 0, 1, 0, 0, 1)",27219.58119421914,17
14,14,"(4, 0, 2, 0, 0, 1)",27219.83590678321,33
15,15,"(2, 0, 2, 1, 0, 0)",27251.639681927696,10
16,16,"(2, 0, 2, 0, 0, 1)",27255.889805974453,9
17,17,"(3, 0, 2, 0, 0, 1)",27386.22372904749,21
18,18,"(4, 0, 2, 0, 0, 0)",27391.716826538548,32
19,19,"(4, 0, 1, 0, 0, 0)",27393.587704139736,28
20,20,"(3, 0, 1, 0, 0, 0)",27397.655733376047,16
21,21,"(3, 0, 2, 0, 0, 0)",27432.206636826893,20
22,22,"(4, 0, 0, 1, 0, 0)",27646.890797425967,26
23,23,"(3, 0, 0, 1, 0, 0)",27674.55439403665,14
24,24,"(2, 0, 1, 1, 0, 0)",27689.76196740237,6
25,25,"(3, 0, 2, 1, 0, 0)",27691.15249953253,22
26,26,"(2, 0, 0, 1, 0, 0)",27703.4508276358,2
27,27,"(4, 0, 0, 0, 0, 1)",27708.79913122799,25
28,28,"(3, 0, 0, 0, 0, 1)",27743.88536484926,13
29,29,"(2, 0, 1, 0, 0, 1)",27761.050076443487,5
30,30,"(2, 0, 0, 0, 0, 1)",27776.84030923342,1
31,31,"(4, 0, 0, 0, 0, 0)",27908.992099698862,24
32,32,"(3, 0, 0, 0, 0, 0)",27956.83656535207,12
33,33,"(2, 0, 1, 0, 0, 0)",27975.335483946958,4
34,34,"(2, 0, 2, 0, 0, 0)",27975.477860016348,8
35,35,"(2, 0, 0, 0, 0, 0)",27993.849661688022,0
