,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 2, 1, 0, 1)",25535.174200271034,35
1,1,"(2, 0, 2, 1, 0, 1)",25537.520083392264,11
2,2,"(3, 0, 2, 1, 0, 1)",25540.28759465853,23
3,3,"(4, 0, 0, 1, 0, 1)",25542.904950574462,27
4,4,"(3, 0, 0, 1, 0, 1)",25544.575779265117,15
5,5,"(3, 0, 1, 1, 0, 1)",25545.301205273634,19
6,6,"(4, 0, 1, 1, 0, 1)",25546.146959289195,31
7,7,"(2, 0, 1, 1, 0, 1)",25549.85194362833,7
8,8,"(2, 0, 0, 1, 0, 1)",25553.43095390406,3
9,9,"(2, 0, 2, 1, 0, 0)",25901.479286113805,10
10,10,"(3, 0, 1, 1, 0, 0)",25906.01373994962,18
11,11,"(4, 0, 2, 1, 0, 0)",25917.25854034554,34
12,12,"(2, 0, 2, 0, 0, 1)",25918.140879866183,9
13,13,"(3, 0, 1, 0, 0, 1)",25920.281237349478,17
14,14,"(4, 0, 1, 0, 0, 1)",25921.02438435585,29
15,15,"(4, 0, 2, 0, 0, 1)",25925.646982027465,33
16,16,"(4, 0, 1, 1, 0, 0)",25927.837148416165,30
17,17,"(3, 0, 2, 1, 0, 0)",25963.15330483445,22
18,18,"(3, 0, 2, 0, 0, 1)",25979.33548030809,21
19,19,"(4, 0, 2, 0, 0, 0)",25986.145604896392,32
20,20,"(2, 0, 2, 0, 0, 0)",25999.460573657303,8
21,21,"(3, 0, 1, 0, 0, 0)",26001.010327569693,16
22,22,"(4, 0, 1, 0, 0, 0)",26001.68036758574,28
23,23,"(3, 0, 2, 0, 0, 0)",26001.762870543465,20
24,24,"(4, 0, 0, 1, 0, 0)",26275.853555136906,26
25,25,"(4, 0, 0, 0, 0, 1)",26298.545644273287,25
26,26,"(3, 0, 0, 1, 0, 0)",26305.263234863847,14
27,27,"(3, 0, 0, 0, 0, 1)",26328.313315336913,13
28,28,"(2, 0, 1, 1, 0, 0)",26357.782679529893,6
29,29,"(2, 0, 0, 1, 0, 0)",26368.597097073656,2
30,30,"(2, 0, 1, 0, 0, 1)",26379.78060894481,5
31,31,"(2, 0, 0, 0, 0, 1)",26390.63808660365,1
32,32,"(4, 0, 0, 0, 0, 0)",26393.06499016896,24
33,33,"(3, 0, 0, 0, 0, 0)",26425.26269622836,12
34,34,"(2, 0, 1, 0, 0, 0)",26473.41688551605,4
35,35,"(2, 0, 0, 0, 0, 0)",26483.505845744312,0
