,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 2, 1, 0, 1)",24817.94396259444,35
1,1,"(4, 0, 0, 1, 0, 1)",24819.78899026704,27
2,2,"(3, 0, 1, 1, 0, 1)",24820.320267963594,19
3,3,"(3, 0, 0, 1, 0, 1)",24820.54963587482,15
4,4,"(4, 0, 1, 1, 0, 1)",24821.874751619376,31
5,5,"(3, 0, 2, 1, 0, 1)",24822.748004370453,23
6,6,"(2, 0, 2, 1, 0, 1)",24826.58469976893,11
7,7,"(2, 0, 1, 1, 0, 1)",24827.769535765394,7
8,8,"(2, 0, 0, 1, 0, 1)",24846.980526519008,3
9,9,"(3, 0, 1, 1, 0, 0)",25241.060677658625,18
10,10,"(4, 0, 2, 1, 0, 0)",25244.99588129768,34
11,11,"(4, 0, 2, 0, 0, 1)",25256.058646656318,33
12,12,"(2, 0, 2, 1, 0, 0)",25257.347019686837,10
13,13,"(3, 0, 1, 0, 0, 1)",25264.015800362653,17
14,14,"(4, 0, 1, 1, 0, 0)",25264.309200104894,30
15,15,"(4, 0, 1, 0, 0, 1)",25267.9646310846,29
16,16,"(2, 0, 2, 0, 0, 1)",25284.253769408657,9
17,17,"(3, 0, 2, 0, 0, 1)",25311.99506987277,21
18,18,"(3, 0, 2, 1, 0, 0)",25326.09127577713,22
19,19,"(4, 0, 2, 0, 0, 0)",25391.927972062007,32
20,20,"(3, 0, 1, 0, 0, 0)",25406.145356007422,16
21,21,"(4, 0, 1, 0, 0, 0)",25408.335299351984,28
22,22,"(3, 0, 2, 0, 0, 0)",25425.951032261826,20
23,23,"(4, 0, 0, 1, 0, 0)",25541.499696887004,26
24,24,"(3, 0, 0, 1, 0, 0)",25552.494015548247,14
25,25,"(2, 0, 1, 1, 0, 0)",25570.785821351412,6
26,26,"(4, 0, 0, 0, 0, 1)",25583.41640164958,25
27,27,"(3, 0, 0, 0, 0, 1)",25594.85426538209,13
28,28,"(2, 0, 0, 1, 0, 0)",25600.033942632363,2
29,29,"(2, 0, 1, 0, 0, 1)",25612.066468197016,5
30,30,"(2, 0, 0, 0, 0, 1)",25640.211351862523,1
31,31,"(4, 0, 0, 0, 0, 0)",25759.60490681696,24
32,32,"(3, 0, 0, 0, 0, 0)",25772.399318568507,12
33,33,"(2, 0, 1, 0, 0, 0)",25787.481622223262,4
34,34,"(2, 0, 2, 0, 0, 0)",25791.621410002026,8
35,35,"(2, 0, 0, 0, 0, 0)",25813.48175033017,0
