,Unnamed: 0,parameters,aic,type
0,0,"(3, 0, 2, 0, 0, 0)",12.0,20
1,1,"(4, 0, 0, 1, 0, 1)",25868.386662817276,27
2,2,"(3, 0, 1, 1, 0, 1)",25868.648841553262,19
3,3,"(3, 0, 0, 1, 0, 1)",25869.41360320983,15
4,4,"(2, 0, 1, 1, 0, 1)",25871.97223613844,7
5,5,"(2, 0, 2, 1, 0, 1)",25874.0160801435,11
6,6,"(2, 0, 0, 1, 0, 1)",25874.25867104397,3
7,7,"(4, 0, 1, 1, 0, 1)",25876.685262228053,31
8,8,"(3, 0, 2, 1, 0, 1)",25893.577928466206,23
9,9,"(4, 0, 2, 1, 0, 0)",27004.133246012534,34
10,10,"(3, 0, 2, 1, 0, 0)",27005.22974917371,22
11,11,"(3, 0, 1, 1, 0, 0)",27006.936815806308,18
12,12,"(2, 0, 2, 1, 0, 0)",27008.355325811157,10
13,13,"(4, 0, 1, 1, 0, 0)",27009.666090930856,30
14,14,"(2, 0, 1, 1, 0, 0)",27035.117415076147,6
15,15,"(3, 0, 1, 0, 0, 1)",27192.45622507541,17
16,16,"(2, 0, 2, 0, 0, 1)",27193.858655581782,9
17,17,"(3, 0, 2, 0, 0, 1)",27195.1040522123,21
18,18,"(2, 0, 1, 0, 0, 1)",27195.797377668725,5
19,19,"(4, 0, 2, 0, 0, 1)",27199.091133163063,33
20,20,"(4, 0, 1, 0, 0, 1)",27207.937205807466,29
21,21,"(4, 0, 0, 1, 0, 0)",27444.256262491686,26
22,22,"(3, 0, 0, 1, 0, 0)",27453.5716286059,14
23,23,"(2, 0, 0, 1, 0, 0)",27516.546125727677,2
24,24,"(3, 0, 0, 0, 0, 1)",27635.552354395928,13
25,25,"(4, 0, 0, 0, 0, 1)",27635.732017908507,25
26,26,"(2, 0, 0, 0, 0, 1)",27674.305194093453,1
27,27,"(4, 0, 1, 0, 0, 0)",28044.857114209677,28
28,28,"(4, 0, 2, 0, 0, 0)",28047.055824388182,32
29,29,"(2, 0, 2, 0, 0, 0)",28051.389027552133,8
30,30,"(3, 0, 0, 0, 0, 0)",28051.601035238607,12
31,31,"(3, 0, 1, 0, 0, 0)",28051.62451519769,16
32,32,"(4, 0, 0, 0, 0, 0)",28052.424228415613,24
33,33,"(2, 0, 0, 0, 0, 0)",28066.013208333632,0
34,34,"(2, 0, 1, 0, 0, 0)",28067.49389488905,4
