,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",27602.97851072868,11
1,1,"(3, 0, 2, 1, 0, 1)",27605.28796138609,23
2,2,"(3, 0, 1, 1, 0, 1)",27609.21382686088,19
3,3,"(4, 0, 1, 1, 0, 1)",27611.436696683573,31
4,4,"(4, 0, 2, 1, 0, 1)",27623.4956080973,35
5,5,"(4, 0, 0, 1, 0, 1)",27624.37333029479,27
6,6,"(3, 0, 0, 1, 0, 1)",27639.1857745769,15
7,7,"(2, 0, 1, 1, 0, 1)",27654.365576890385,7
8,8,"(2, 0, 0, 1, 0, 1)",27662.846619259653,3
9,9,"(4, 0, 1, 1, 0, 0)",27962.31888964391,30
10,10,"(2, 0, 2, 1, 0, 0)",27981.674547298477,10
11,11,"(3, 0, 2, 1, 0, 0)",27982.664982055245,22
12,12,"(4, 0, 1, 0, 0, 1)",27983.643036984733,29
13,13,"(3, 0, 1, 1, 0, 0)",27996.493237577863,18
14,14,"(4, 0, 2, 1, 0, 0)",28003.701667548306,34
15,15,"(2, 0, 2, 0, 0, 1)",28004.348752181933,9
16,16,"(3, 0, 2, 0, 0, 1)",28005.06895210456,21
17,17,"(3, 0, 1, 0, 0, 1)",28019.94685245321,17
18,18,"(4, 0, 2, 0, 0, 1)",28025.473164948973,33
19,19,"(4, 0, 1, 0, 0, 0)",28084.959628148576,28
20,20,"(2, 0, 2, 0, 0, 0)",28110.383279958663,8
21,21,"(3, 0, 2, 0, 0, 0)",28111.366288341193,20
22,22,"(3, 0, 1, 0, 0, 0)",28128.88090957073,16
23,23,"(4, 0, 2, 0, 0, 0)",28132.325016915816,32
24,24,"(4, 0, 0, 1, 0, 0)",28332.698462473763,26
25,25,"(4, 0, 0, 0, 0, 1)",28354.06800565792,25
26,26,"(4, 0, 0, 0, 0, 0)",28444.628329110317,24
27,27,"(3, 0, 0, 1, 0, 0)",28462.452804656903,14
28,28,"(3, 0, 0, 0, 0, 1)",28491.25305923236,13
29,29,"(3, 0, 0, 0, 0, 0)",28599.845699529193,12
30,30,"(2, 0, 1, 1, 0, 0)",28660.84878766848,6
31,31,"(2, 0, 0, 1, 0, 0)",28670.81749199,2
32,32,"(2, 0, 1, 0, 0, 1)",28704.99972128961,5
33,33,"(2, 0, 0, 0, 0, 1)",28715.000755636276,1
34,34,"(2, 0, 1, 0, 0, 0)",28842.563184251183,4
35,35,"(2, 0, 0, 0, 0, 0)",28855.589743659893,0
