,Unnamed: 0,parameters,aic,type
0,0,"(4, 0, 2, 1, 0, 1)",25402.6631496708,35
1,1,"(2, 0, 1, 1, 0, 1)",25413.53231250304,7
2,2,"(3, 0, 0, 1, 0, 1)",25414.61394149649,15
3,3,"(4, 0, 0, 1, 0, 1)",25414.713832625028,27
4,4,"(3, 0, 2, 1, 0, 1)",25416.744566936253,23
5,5,"(4, 0, 1, 1, 0, 1)",25417.658484041956,31
6,6,"(2, 0, 2, 1, 0, 1)",25418.840694421968,11
7,7,"(2, 0, 0, 1, 0, 1)",25419.359625399906,3
8,8,"(3, 0, 1, 1, 0, 1)",25422.060381984742,19
9,9,"(3, 0, 1, 1, 0, 0)",25804.878486144415,18
10,10,"(4, 0, 2, 1, 0, 0)",25808.342317306022,34
11,11,"(4, 0, 1, 1, 0, 0)",25819.211169363574,30
12,12,"(3, 0, 1, 0, 0, 1)",25835.78537475845,17
13,13,"(4, 0, 1, 0, 0, 1)",25837.08385030392,29
14,14,"(4, 0, 2, 0, 0, 1)",25840.784906369838,33
15,15,"(3, 0, 2, 0, 0, 1)",25857.35379370676,21
16,16,"(2, 0, 2, 1, 0, 0)",25858.990075658457,10
17,17,"(3, 0, 2, 1, 0, 0)",25915.92740586944,22
18,18,"(4, 0, 1, 0, 0, 0)",25968.56839158019,28
19,19,"(3, 0, 1, 0, 0, 0)",25969.72582482758,16
20,20,"(4, 0, 2, 0, 0, 0)",25975.5889116332,32
21,21,"(3, 0, 2, 0, 0, 0)",25987.733796568307,20
22,22,"(4, 0, 0, 1, 0, 0)",26162.391373255643,26
23,23,"(3, 0, 0, 1, 0, 0)",26181.536909868897,14
24,24,"(2, 0, 1, 1, 0, 0)",26201.921617054108,6
25,25,"(4, 0, 0, 0, 0, 1)",26211.761540458927,25
26,26,"(3, 0, 0, 0, 0, 1)",26235.60096177037,13
27,27,"(2, 0, 0, 1, 0, 0)",26238.964454640143,2
28,28,"(2, 0, 1, 0, 0, 1)",26259.467424332383,5
29,29,"(2, 0, 2, 0, 0, 1)",26263.17828120981,9
30,30,"(2, 0, 0, 0, 0, 1)",26300.72634802874,1
31,31,"(4, 0, 0, 0, 0, 0)",26372.57142464057,24
32,32,"(3, 0, 0, 0, 0, 0)",26405.283165190296,12
33,33,"(2, 0, 2, 0, 0, 0)",26434.414959635586,8
34,34,"(2, 0, 1, 0, 0, 0)",26436.16504429745,4
35,35,"(2, 0, 0, 0, 0, 0)",26487.141374156967,0
