,Unnamed: 0,parameters,aic,type
0,0,"(2, 0, 2, 1, 0, 1)",23730.781520086995,11
1,1,"(3, 0, 2, 1, 0, 1)",23739.323735534515,23
2,2,"(2, 0, 1, 1, 0, 1)",23745.09293886165,7
3,3,"(3, 0, 0, 1, 0, 1)",23746.537686937845,15
4,4,"(4, 0, 0, 1, 0, 1)",23747.79007918029,27
5,5,"(4, 0, 1, 1, 0, 1)",23750.519003073037,31
6,6,"(3, 0, 1, 1, 0, 1)",23753.547571856987,19
7,7,"(4, 0, 2, 1, 0, 1)",23754.765970384284,35
8,8,"(2, 0, 0, 1, 0, 1)",23762.135357471645,3
9,9,"(2, 0, 2, 1, 0, 0)",23917.255493137323,10
10,10,"(3, 0, 1, 0, 0, 1)",23924.51369741015,17
11,11,"(3, 0, 1, 1, 0, 0)",23924.79265575292,18
12,12,"(2, 0, 2, 0, 0, 1)",23927.10740384704,9
13,13,"(4, 0, 2, 0, 0, 1)",23929.8871320412,33
14,14,"(4, 0, 2, 1, 0, 0)",23932.7507443726,34
15,15,"(3, 0, 1, 0, 0, 0)",23954.63089330869,16
16,16,"(4, 0, 2, 0, 0, 0)",23958.36504670097,32
17,17,"(2, 0, 2, 0, 0, 0)",23967.243836426558,8
18,18,"(3, 0, 0, 1, 0, 0)",24135.651576283453,14
19,19,"(4, 0, 0, 1, 0, 0)",24136.852169555106,26
20,20,"(4, 0, 1, 1, 0, 0)",24139.65016676154,30
21,21,"(2, 0, 1, 1, 0, 0)",24140.76429149368,6
22,22,"(3, 0, 0, 0, 0, 1)",24141.46795109934,13
23,23,"(4, 0, 0, 0, 0, 1)",24142.644400947866,25
24,24,"(3, 0, 2, 1, 0, 0)",24143.93155946804,22
25,25,"(4, 0, 1, 0, 0, 1)",24145.465207533278,29
26,26,"(2, 0, 1, 0, 0, 1)",24146.38243809999,5
27,27,"(3, 0, 2, 0, 0, 1)",24149.630508045157,21
28,28,"(2, 0, 0, 1, 0, 0)",24166.234799643462,2
29,29,"(2, 0, 0, 0, 0, 1)",24171.3744145044,1
30,30,"(3, 0, 0, 0, 0, 0)",24176.0143017824,12
31,31,"(4, 0, 0, 0, 0, 0)",24177.068570913605,24
32,32,"(2, 0, 1, 0, 0, 0)",24179.98106505151,4
33,33,"(4, 0, 1, 0, 0, 0)",24180.00486802123,28
34,34,"(3, 0, 2, 0, 0, 0)",24183.659955989926,20
35,35,"(2, 0, 0, 0, 0, 0)",24202.240753913848,0
