sno,avg_PrecpHour,avg_no_PrecpHour,percentage
92,35.879185259344005,34.715663239538266,0.033515765254934965
93,46.95028794813116,43.61491504329003,0.07647321796982985
94,33.583003432494266,34.77724657287159,-0.03433978414233943
95,38.73628575514872,39.65782521645021,-0.023237266700122383
96,39.90552226353929,37.82212085137087,0.0550842037747047
97,31.111314359267734,30.33670021645021,0.025533895818948854
98,41.327096920289875,36.100892316017315,0.14476663231822076
100,34.87149003623187,33.31186868686869,0.04681878894347252
102,43.13920003813887,41.44734018759016,0.04081950356503874
103,45.715148979786434,42.56472637085137,0.07401486812076628
104,43.78491287662088,40.488047619047606,0.08142811154031203
105,36.86481371567505,36.12321392496392,0.02052972895079596
107,33.0181033085431,30.536369588744606,0.08127140695576442
108,41.646554276315804,39.58697817460317,0.05202660563351479
109,36.08108445366133,35.81460389610389,0.007440555766873429
110,42.256150004767356,40.14955068542568,0.05246881430497236
111,35.77850710335621,27.41106277056275,0.30525793190986433
112,40.210769230769216,39.19864180351519,0.025820471850207454
113,28.80667977688788,26.05897276334778,0.10544187748662065
114,35.95441452991452,36.243691483734445,-0.007981442893303084
115,36.61270475781845,35.787580447330456,0.023056163623644547
116,27.886840913424862,27.692813672438668,0.007006411240158697
117,28.937023504273508,29.010027800485705,-0.002516519346836847
118,39.22491666666665,39.877628934144376,-0.016367880561696423
119,31.248429037948135,31.36411796536796,-0.003688575828836247
120,33.11684091342486,31.80285624098123,0.04131656171027884
121,29.204653175057175,25.9660734126984,0.12472350789761635
122,40.39855072463767,36.566378066378086,0.10480044403914258
123,33.199822649572646,34.01608339744977,-0.023996317810601315
124,37.991862612612636,35.585740618393224,0.06761477918983531
125,41.4137668049199,41.494873917748926,-0.001954629696906517
126,34.32533466819226,31.570396284271308,0.08726334503737265
127,36.25378408657512,36.8167388167388,-0.015290727757444025
128,47.68521727212051,43.767848665223674,0.08950333924019056
129,38.24649599542336,35.30775613275612,0.08323213323490923
130,37.694957213005324,39.45731908369411,-0.04466501809082838
131,33.16598636536995,29.223323773448776,0.13491492694281865
132,34.61962218726165,30.951713744588744,0.11850421184882404
133,42.672008547008524,41.49811808243772,0.028287799997070266
134,32.263946581196564,31.5927450650381,0.021245431974230247
135,28.237628205128203,28.48415884245791,-0.00865500851519729
136,39.61532264957264,39.21511075112405,0.01020555318556935
137,41.125010683760685,40.70111992378158,0.010414719810484219
138,43.120576730549196,41.127557539682535,0.04845945906084181
139,35.38893962147217,36.594829365079356,-0.03295246253444506
140,31.757688787185355,29.76089213564214,0.06709465033650039
141,38.54954138062549,36.49152922077923,0.056396983184644894
142,33.05359351163236,29.91887914862912,0.10477379006849825
143,20.086148336193737,17.603322510822522,0.14104302320455547
144,30.859956855453856,31.743452200577195,-0.02783236490917251
145,42.13911136536994,41.35885642135643,0.018865486416365575
146,49.55100281273836,47.554411435786434,0.041985408223335054
147,40.40267412757439,40.584678391053394,-0.004484556012130994
148,27.136931623931602,25.62332706194448,0.059071351598017637
149,45.70335042735046,43.696042222676375,0.04593798665894677
150,37.87438894450801,33.44454707792207,0.13245333704968132
151,38.384196700991616,38.193572510822506,0.004991001826684194
152,50.894087290236435,47.918470418470434,0.062097492799332604
154,35.570552059496556,33.93625721500721,0.04815778104624433
155,31.377329090388997,28.451261904761907,0.10284490000555485
156,42.01653258485888,40.568867424242434,0.03568414038966675
157,40.44866549866516,36.96611489898989,0.09420926730307884
158,39.5788797911899,38.523680375180376,0.027390929571966715
159,30.902043883485867,29.16949422799422,0.05939594433656317
161,40.36139957264957,39.31934524095758,0.02650233174805044
162,38.98869207665904,37.015975649350665,0.05329364936901191
163,43.974388944508,41.73949512987012,0.053543863136919376
164,35.348126068376075,34.8277176252074,0.014942364261964112
165,34.849329059829046,40.54454331065215,-0.1404680824047368
166,36.027988653699474,35.71083279220778,0.008881222774532894
167,33.32099983314264,33.05873015873016,0.007933446722037095
169,32.746143926392065,32.97058243145745,-0.006807235071808978
170,42.173364797864224,40.40609668109669,0.04373765995551653
171,41.59748128813883,38.08515873015873,0.09222286778074458
172,28.306322582951932,25.439245310245294,0.11270292171568326
173,45.40687571510297,41.9925173160173,0.08130873349151005
174,35.031708829365094,30.768378900390026,0.13856205888445508
175,38.335011322463764,35.13760010822508,0.09099685819152538
176,42.49665057684973,36.32711056998559,0.16983294046957795
177,41.358397692601066,41.88767135642137,-0.01263554756521856
178,42.21897192028985,40.084265512265524,0.05325547021364586
179,45.63730084382151,42.662725108225104,0.06972305983855034
180,31.479071319603346,30.206394300144318,0.04213270232829304
181,25.537115036231878,24.063062590187595,0.06125789020078309
182,33.26046696224255,30.83152272727271,0.07878119600045791
183,39.22150636441647,37.81164610389611,0.03728640262437792
184,42.843100328947365,40.09516594516593,0.06853530392016594
186,32.16224113272312,28.88105375180374,0.11361037616968714
187,36.35746281464533,30.36917081529582,0.19718325652583937
188,31.518399361174687,33.11853625541126,-0.048315447334274106
189,43.77913461538461,43.28023810239396,0.011527120340935906
191,44.84887393162392,33.95374026231638,0.32088169330197547
192,39.89361806350114,38.90883748196247,0.025309946152855218
193,43.496611842105274,44.25629094516594,-0.017165448952826023
194,39.61255720823799,33.12842712842715,0.1957270731470036
195,36.679460693173155,34.74443867243869,0.05569299993525113
196,33.337708690884824,33.236863275613274,0.003034143578330478
197,42.48770749904651,38.0290708874459,0.11724284889306852
201,38.03991633295197,38.023921897546884,0.00042064139117946927
202,37.80632905982906,37.68698059676374,0.0031668353679564967
203,40.89587504767354,39.28990800865798,0.04087479763662636
204,37.53861965811967,37.37956218492783,0.004255198934779894
205,42.123705425247906,40.21918127705629,0.04735362798839667
206,40.19798913043479,39.49664754689758,0.017756990202888852
207,37.50391220919146,39.302293290043295,-0.045757662729249145
208,40.27027018974066,38.466975468975455,0.04687903581656952
209,39.046117521367535,39.413152845567524,-0.009312508584079605
210,45.468048364797866,41.45368722943724,0.09683966381909521
211,48.69809544241038,42.33757215007217,0.15023353889524732
212,40.254791189931346,35.925757575757586,0.12049943846124923
213,44.586175213675205,41.61014028475712,0.07152186723120185
214,38.87038889683445,33.45431313131313,0.16189469334678674
215,37.528046338672766,31.847338744588733,0.17837307034168617
216,31.58621746281464,32.814751262626274,-0.03743846144007946
217,27.85606168954997,28.440927128427106,-0.020564218467145297
218,36.10593726163235,36.56723214285714,-0.012614979428102408
219,33.07249022692603,32.34197474747476,0.02258722558393898
220,37.29003849637679,37.2950725108225,-0.00013497800397764578
221,44.212999380244085,39.03282828282828,0.1327131884956111
222,34.17556373951183,34.48698935786437,-0.009030235000247128
223,42.165598290598275,41.19606204868039,0.023534682532816095
224,29.58816027841342,32.35799963924963,-0.08559983286100438
225,47.12311093630815,45.840277777777764,0.02798484696688014
226,37.46447296910753,36.95103841991342,0.013894996491287219
227,40.237712147215895,36.11882215007214,0.11403721804741983
228,41.495516065980155,37.79623971861471,0.09787418999630136
229,33.91831428571428,33.872924914467255,0.0013399897222232545
230,44.39698345728451,42.01713437950938,0.05663996635943174
231,34.072630625476734,29.570616883116873,0.15224618952505695
232,36.56205555555556,31.991216168562097,0.14287795008822596
233,32.77855769230771,32.90080984067068,-0.0037157793061935985
234,46.29588034188035,41.851288820498,0.10619963319278879
235,34.689156536041175,30.921261183261215,0.12185451720254074
236,47.63551709401711,46.05268631835412,0.03436999884699799
237,46.12288288288288,42.10621036959188,0.09539382618464629
238,29.935330377574374,27.96787987012986,0.07034678769289848
241,44.502282012776526,41.054767676767675,0.08397354390485935
242,37.207799145299134,36.85649138836126,0.009531774287359558
243,34.99357861365368,36.279124639249645,-0.03543486890544092
244,37.29789569031276,32.25775487012983,0.15624586523378964
245,29.99618099256295,26.053161435786432,0.151345147363207
246,28.77350427350428,29.410103748407096,-0.021645604529269825
247,46.0257686165141,40.40440602453101,0.13912746517224256
248,38.17028139302059,32.22081753554502,0.18464658294012265
249,40.57322666380626,36.95163528138527,0.09800896103359728
250,37.99852152459954,32.57843614718615,0.16637033628397557
251,49.99089995709379,47.91272997835499,0.04337406738621722
252,36.40090949180018,34.95409541847042,0.041391832802665805
253,50.10552564102566,47.641267341492174,0.051725288537555106
254,33.984042735042756,33.2670236549574,0.021553448469638147
255,45.25491621376811,40.62277453102453,0.11402819566659358
256,43.49109422673531,38.78997889610389,0.12119406775711349
257,40.297903437261596,38.65496825396828,0.04250256196044491
258,37.80046243325707,38.04162157287157,-0.006339349629261844
259,33.85551201372997,30.10337463924963,0.12464175260896493
260,42.33249046529368,37.8667391774892,0.11793334691092847
261,41.29182458524026,37.99719606782106,0.0867071483784918
262,38.645371257627765,39.53717586580086,-0.02255610292450088
263,37.92288461538461,36.08449525338012,0.050946794436103005
265,38.05078846153847,37.53765743590361,0.013669766860413128
266,35.125235626430204,31.09985894660895,0.1294339208011157
267,38.755598779557594,35.26170652958153,0.09908460462754375
268,44.84151887871853,39.93542929292929,0.12285055332203176
269,36.49405773264682,34.45519606782108,0.05917428711804401
270,50.66095512820511,48.66730404414416,0.0409648967251728
271,38.6833650362319,36.05614592352093,0.07286466829493063
272,36.017274742562904,36.40660155122656,-0.01069385199593114
273,51.55524145299143,49.28692650853953,0.04602264951657901
274,50.07296362509533,45.88057972582972,0.09137600100779454
275,41.24175081045005,35.212034271284274,0.17124022124683272
276,45.29749737795575,40.28005176767677,0.12456403083139271
277,39.56291130339434,38.31483459595961,0.03257424234232084
278,36.0138943316171,34.300893939393944,0.04994040083182231
279,39.91607336956522,34.15203300865802,0.16877590740925819
280,46.05005863844395,44.35165151515152,0.038294112288292576
281,31.30424902269258,28.19238257575758,0.11037968992414536
282,44.63418943077803,38.17517045454545,0.16919424063667837
283,40.80517307692309,40.83931556706978,-0.0008360201358081173
284,38.376808137871876,36.92772294372295,0.03924111964220764
285,45.79808471586575,43.41977813852812,0.054774728920764744
286,26.7866627336003,26.204496933621932,0.022216255532515588
287,38.69502645881005,35.385326479076504,0.09353311977185187
288,36.33582725495803,34.441055916305935,0.05501490265735521
289,43.855746686689535,40.22656565656563,0.09021851532412788
290,42.30520022883296,39.21365782828283,0.07883840916060524
291,37.19529462242565,33.9078282828283,0.09695301958522066
292,39.14819317315026,36.324675324675326,0.07773002300056132
293,38.548400553012975,36.97939213564215,0.042429264700069365
294,38.84168525934402,34.05730122655123,0.1404804215391811
295,45.1796111031655,41.73527326839825,0.08252822049628898
296,43.90704149980933,41.67954365079365,0.05344343181102149
297,43.60148383867278,41.84814664502165,0.04189760680500072
298,41.38996555587339,39.647622294372304,0.04394571882683611
299,30.81521894069412,31.395344516594534,-0.018478076441995377
300,33.996542953852014,29.098963203463203,0.16830770622803246
301,41.31302905701755,38.91122673160173,0.06172517618071393
302,28.135577564835998,27.765151515151533,0.013341402062305404
303,45.34905665999235,46.573805555555566,-0.026296946984550675
304,41.269456879290594,40.759247655122664,0.012517631053570405
305,42.63009829059829,38.0618653574892,0.1200212572400956
307,34.98679621948894,29.899546897546927,0.17014469615121117
308,41.41466819221966,38.80103066378068,0.06736000265267984
309,33.70653186975592,33.71638023088023,-0.0002920942597299515
310,35.76025624523264,32.998477272727264,0.08369413381350004
312,40.732800104881775,33.27559415584414,0.22410436652497576
314,34.28366001620899,30.929465367965363,0.10844657702094243
315,39.36748963100684,36.835085858585835,0.06874977248982661
316,33.73178096395878,31.373290223665208,0.07517511626863202
317,39.65182291666665,38.41312608225108,0.03224670733028194
318,33.00887633485889,32.96307341269841,0.0013895221961565782
319,37.18825538710906,34.37658495670995,0.08179027771198961
320,31.896420671243302,27.126769480519474,0.175828205203316
321,41.618881936498866,40.715711940836954,0.022182345650108914
322,39.6705757770786,38.49073015873015,0.03065272114825917
323,35.817068554538544,36.109222582972585,-0.008090842381408872
324,42.144044145690316,41.558390512265525,0.014092307863846196
325,46.35842748855836,40.84776334776336,0.13490736552401075
326,42.487818220823826,37.52395851370852,0.13228507608817103
327,37.48247127669718,35.88627362914863,0.04447933669691573
328,35.73442672578185,33.652026695526715,0.06188037496511155
329,35.02057637299772,32.56656764069263,0.07535361906665147
330,40.453814870259485,38.20332714904143,0.05890816034002225
331,34.94470835717009,32.15253625541123,0.08684142611887877
332,32.87632758867276,32.37783802308804,0.015396011470230222
333,42.348815670289866,38.65453697691198,0.0955716710714825
334,35.112481884057985,30.491673340548342,0.1515432915701879
335,35.24232932875668,34.1272316017316,0.03267471970883513
336,34.20247580568268,32.827792207792214,0.04187560312277605
337,45.921876430205955,40.37462193362194,0.1373945867704719
338,41.52780296529369,38.7467922077922,0.0717739611214116
339,34.84834942315028,33.99689339826839,0.025045112649182803
340,33.582268425819976,31.776678932178942,0.056821214623929334
341,45.99057553871092,44.53734000721501,0.03262959869764316
342,43.62172435897436,41.057705753648634,0.062449144643155666
343,50.022249237223484,47.20274242424244,0.05973184328233016
344,39.32899063215103,33.83340909090909,0.16243061780961887
345,33.315399980930586,31.059617965367973,0.07262748750090389
347,39.48101580377572,36.96514177489178,0.06806071634203298
348,38.107201444508014,35.9275779220779,0.06066714341716616
349,40.044124833142625,37.243543831168836,0.07519641564372305
350,37.86840186403509,34.20375829725832,0.10714154669577708
351,40.551433304729194,39.731985569985554,0.020624384182870284
352,31.69604285850496,31.260658369408347,0.013927553410797
353,43.0163852736461,40.80617334054832,0.05416366574372059
354,32.48406786327231,29.933321428571453,0.08521428003863812
355,40.33085931540809,40.04452669552666,0.007150355953973948
356,43.09423996472161,39.348737373737364,0.0951873640927578
357,44.41468750000001,39.99813203463206,0.11041904310791091
358,49.813087814645314,42.65257467532465,0.1678799742765156
359,37.90369243421053,35.22897727272727,0.07592372440382773
360,32.4630567076659,31.890758658008647,0.017945576516209115
361,36.921408119658125,36.31089507545703,0.016813494763276843
362,31.01477092868039,28.358462842712843,0.09366897284597106
363,32.87413710907701,29.373507936507924,0.11917640821572437
364,45.27996424485125,41.27623268398269,0.09699847346829725
365,38.96648504273504,40.78422377036699,-0.04456965364515992
366,38.12687476163232,35.255562770562754,0.08144280690555364
367,39.78130769230769,40.095713024853154,-0.00784137028191965
368,34.534826923076935,34.88695870701193,-0.010093507631097072
369,33.787759939931355,33.16022456709957,0.01892434026078357
370,39.64636703852024,37.17191035353537,0.066567918125562
371,36.457708452517174,35.65763257575757,0.022437717228135656
372,41.17473731884057,38.40610750360752,0.07208826916325711
373,33.54350483886345,29.33617550505047,0.14341778576722283
374,29.33746424485125,29.725469336219334,-0.013052950887988617
375,33.25486830186879,34.08417117604617,-0.024331026560510907
376,30.56037709763539,29.669365440115442,0.030031368864910913
377,40.998349303966464,39.26562806637806,0.044128193611452135
379,40.081150481502654,38.109170274170275,0.051745556073388266
380,35.03255208333333,34.705865079365076,0.009413020053561205
381,31.81329841247142,30.874754509379514,0.03039842479741117
384,35.11300247902364,32.5328751803752,0.07930830842165625
385,38.56291118421054,35.94715007215007,0.07276685653272469
386,39.556823393402,37.250336760461764,0.06191854446235195
388,45.48572082379861,42.293397366522356,0.07548042143815004
389,41.75045099160947,38.66389087301587,0.07983056151101837
390,42.918348290598296,42.69549352624366,0.005219632002090668
391,43.59820699847446,41.14447095959595,0.059637078364383145
392,32.59010023360031,28.28664628427129,0.15213729850052762
393,42.923908119658115,43.28306077837353,-0.008297764812761756
394,43.79956283371475,38.95606619769121,0.1243322827167442
395,44.54579853165524,42.06857485569984,0.05888537190652552
396,38.58563906369183,36.860827020201995,0.046792548700671614
397,41.09984398836767,40.01780988455991,0.027038813641454152
398,35.69305128205129,34.68762212177315,0.028985243114921976
399,38.96766435450039,35.02473106060606,0.11257569079036084
400,34.84091533180777,31.523915584415565,0.10522169235321853
401,44.523828065408075,40.7853392857143,0.09166256417543739
402,31.76295540141115,32.354313852813846,-0.01827757664999173
403,34.603061832570575,33.375035533910555,0.036794756290589974
404,43.73862509534704,42.064941558441554,0.039788086584649315
