sno,avg_TEMP,avg_no_TEMP,percentage
1,31.182707124981388,31.133288152610433,0.0015873354632093678
2,32.240153130561,31.927670682730927,0.009787198412788904
3,34.419955819833135,33.16139558232931,0.03795257151886786
4,33.88614578685826,36.039181726907636,-0.05974153232346767
5,30.802626283994115,30.916059236947785,-0.003669062479286026
6,27.10883052046954,25.72414658634538,0.05382817771918473
7,30.38523429206602,30.05647590361446,0.010938021792901749
8,31.35158602440038,29.099889558232935,0.07737817910482053
9,36.08177465550751,39.3448795180723,-0.0829359475116945
10,41.920512463012244,41.64243473895581,0.006677748930859235
11,35.70041205762139,40.6335341365462,-0.1214051936104645
12,30.297203097996398,30.036792168674687,0.008669731703017656
13,43.819065658702456,47.36264558232931,-0.07481803180667208
14,44.339406272477106,42.58375473484849,0.041228199546055416
16,32.42483919624402,34.5162248995984,-0.060591380124502256
17,34.74117622952956,33.27325284090909,0.044117219186206966
18,26.097694892683286,24.834280303030308,0.0508738153164364
19,32.23615587034674,31.78370481927711,0.014235315034615413
21,30.708202236503322,30.346434659090924,0.011921254719918874
22,33.78796917388476,34.161591365461845,-0.010936908283342582
23,46.30827914196581,47.745416666666685,-0.030100010116870673
24,31.128368013207428,29.083347537878794,0.0703158559263219
25,43.1353180305338,42.90983935742973,0.005254707929010923
26,36.65530637009801,35.94067269076305,0.01988370349892265
27,36.45114907766845,37.55182565789473,-0.02931086733981157
29,36.138939771280796,35.81626082251081,0.009009286323020546
30,32.6058182882301,34.392766064257025,-0.0519570822738805
31,36.722534301809766,35.40324297188755,0.037264702868316825
32,33.974204878792996,31.482128514056217,0.07915844583456644
33,31.534179173269354,31.80216365461846,-0.008426611606037334
34,33.29167477796542,32.87298295454545,0.012736654413105996
35,32.803530330393706,30.692902462121218,0.06876599144956264
36,31.67380387903403,30.60231425702812,0.035013352683280534
37,33.03596039731683,30.845634469696975,0.07100926809502486
38,30.59468335396133,30.916504329004333,-0.01040935843257955
39,35.963178056633886,35.40166666666668,0.01586115691259003
40,43.890034321040815,44.12333835341365,-0.005287542626628695
41,42.84619451089845,46.23917763157895,-0.07337896767357877
42,35.12147758042429,34.13126004016064,0.029012041720654556
43,46.29463675723216,45.01830321285142,0.028351436044714906
44,45.09526819209974,46.31313596491227,-0.026296378930919566
45,34.57608102304138,35.00996485943777,-0.012393152582083395
46,29.133203603813715,29.095657894736842,0.0012904231006807749
48,41.10241033723529,43.53218201754387,-0.055815526989420286
49,32.01206526895283,32.5040110441767,-0.0151349251806264
50,33.111607140170335,35.19220942982456,-0.059121104453617006
51,32.979669423856755,31.665449810606052,0.04150326684481574
52,37.64281862745097,36.88754734848483,0.02047496603205755
53,33.673289721257994,32.87259943181818,0.024357376759953045
54,38.920993649902265,39.09481425702812,-0.0044461295041095285
55,34.18080677127311,32.4615340909091,0.0529633835403207
