sno,avg_td,avg_no_td,percentage
1,30.4548521793752,32.445507629107986,-0.0613538081292616
2,31.373107302663236,33.596205985915475,-0.06617112313766108
3,34.2866319840004,33.92092136150235,0.0107812703139928
4,34.65598580573908,33.77841549295772,0.025980209550217608
5,30.518978601807543,31.372303403755865,-0.02719994101058459
6,26.205201885711762,27.903095657276996,-0.06084965598153733
7,29.778090072086776,31.270539906103288,-0.04772702481306438
8,31.370120384610516,30.002561619718314,0.04558140008929816
9,37.53668419786842,35.40713028169012,0.060144775903500404
10,41.7166757645376,42.11971244131455,-0.009568837330940968
11,36.59290271132377,36.99999999999999,-0.011002629423681794
12,31.083042976760083,28.750401995305168,0.08113420403081065
13,44.68764485392777,44.34889084507045,0.007638387395994495
14,43.591402061023786,44.578840962441326,-0.022150394225132056
16,33.15840108478267,32.345454812206555,0.025133245993787127
17,34.082397194058395,35.00057805164319,-0.026233305525126538
18,25.59300120566569,26.210387323943667,-0.02355501697275507
19,32.965285617769176,30.67774647887323,0.07456672674674127
21,30.584275334801653,30.703934859154934,-0.0038972048664831812
22,34.678999985759866,32.42508802816899,0.06951135971112268
23,47.20984729025849,45.47748532863849,0.038092738617829476
24,30.31193529910634,31.309911971830978,-0.03187414495519821
25,43.72936901122757,41.9492928403756,0.04243399710277528
26,37.25132055992252,35.179882629107965,0.05888132011846561
27,37.54144175938582,35.105357981220685,0.06939350339251053
29,37.769534355142916,33.070234741784034,0.14210058229255162
30,33.3253650303157,32.373359741784036,0.029407058647141906
31,35.83611706823876,37.52447769953053,-0.04499358111819622
32,34.49068538612946,31.600997652582144,0.09144292738211068
33,32.107125223095615,30.67404049295774,0.04671978999528567
34,33.18967916160351,33.21321009389673,-0.0007084811202137795
35,32.90708940912888,31.31175469483568,0.05095002595163791
36,31.600025157590938,31.17844190140845,0.01352162681880015
37,32.951377836953526,31.8286795774648,0.03527316478072226
38,31.60828388838259,28.970407863849758,0.09105415556901644
39,36.57751900268349,34.57241197183098,0.05799731394171267
40,43.80903210519986,44.170152582159616,-0.008175667409978837
41,44.131722306080846,42.380798122065734,0.04131409179629126
42,35.62146307213743,33.65539025821597,0.058417769006303695
43,47.029264013885744,44.24490610328639,0.062930586949365
44,46.35196211013642,43.51689553990611,0.06514864020183797
45,34.35110263822435,35.22894659624413,-0.024918257366042588
46,30.231413674653812,27.164172535211254,0.11291494837424851
48,40.735361391167295,43.05423415492959,-0.05385934297235174
49,31.22450151578442,33.697259389671366,-0.07338157223091193
50,33.10033658958002,34.24517018779343,-0.03343051273903383
51,33.633991773942455,31.00403169014084,0.0848263900026244
52,37.52347056878307,37.386563967136134,0.0036619198749390167
53,32.23318116946407,35.732772887323954,-0.0979378714575311
54,39.5849481816916,37.84430751173708,0.045994781894600094
55,34.201740232842226,33.07819248826292,0.03396641896252257
56,34.76891673628516,31.711602112676054,0.0964099704816557
57,33.31673512221211,31.625093896713615,0.053490472819569514
59,36.90660894660895,40.02899941314555,-0.07800321048023014
60,33.791500041138214,34.44253227699531,-0.01890198521471457
61,22.332443276752485,19.771913145539905,0.12950340780705774
62,37.640802938533206,36.276082746478885,0.03762038480262279
63,29.223809278562566,31.910305164319244,-0.0841889750637861
64,33.803253398648124,34.316901408450676,-0.014967785223058153
65,39.05433860851623,37.02187500000001,0.05489899170466713
66,36.75950599351916,38.20767312206573,-0.03790252088683774
67,34.7385997981064,34.43792840375588,0.00873082116976944
68,39.07065064808486,36.747881455399046,0.06320824767830384
70,29.573000161388347,31.312001173708932,-0.05553784322736723
71,36.64548749556973,41.30860622065724,-0.11288492040081509
72,38.28310422520949,38.460481220657265,-0.004611928655549506
73,38.667898201944276,36.42338321596244,0.061622913299228754
74,35.80930704285969,35.63086854460093,0.005007974982013238
75,36.67401635401637,37.501869131455386,-0.022074973770964283
76,41.05691632015645,40.00231514084509,0.026363503602183824
77,32.374855953013835,33.34529636150235,-0.029102767537819884
78,28.130139521784248,28.713042840375582,-0.020300994284439617
79,22.012446209864283,36.27230046948356,-0.3931334399817379
80,28.64017440223035,24.694577464788726,0.15977584322175734
81,35.13473551302501,38.93632629107986,-0.0976360930827154
82,36.88192461108579,36.918133802816904,-0.0009807969147223707
83,32.60440674761398,34.996552230046944,-0.06835374715510245
84,41.71492404464445,38.929970657276975,0.07153751570698644
85,36.271978438836996,38.49447183098591,-0.05773539125064522
86,35.91366066681854,31.263095657276992,0.14875574257020355
87,26.42410203222704,23.456408450704224,0.1265195218509131
88,31.630689761018687,32.03645539906104,-0.012665746974437328
89,43.8145938314853,40.919829812206565,0.07074232792667215
90,40.286641698944344,37.01516431924883,0.0883820844743423
91,34.86353805125188,34.740243544600936,0.0035490397899097196
92,34.13648062707273,37.251170774647875,-0.08361321490853434
93,45.42525353788514,44.724093309859136,0.015677460986591733
94,35.71412465032532,31.567147887323944,0.13137001726616634
95,39.49657522910815,38.74987969483567,0.019269622000194178
96,39.7794949415838,37.04808978873238,0.0737259375160047
97,30.37273533423204,31.276475938967142,-0.028895218454235694
98,38.94739042207793,37.82134389671361,0.02977277931845696
100,33.33239387926888,35.29636150234743,-0.05564221181687343
102,43.11976387464875,40.67164612676057,0.060192246467186815
103,43.2447617069821,45.440140845070445,-0.04831365170221532
104,40.385820976051235,44.94145833333333,-0.10136825831268481
105,35.801498933571295,37.65509096244132,-0.04922553581715874
107,32.045264043948265,31.074380868544594,0.03124384616095308
108,40.23563222291841,41.10459213615023,-0.0211402149510102
109,37.03162906477048,34.000111502347416,0.08916198884270606
110,40.73656810112401,41.837479460093896,-0.026313998194369657
111,30.123858090617947,33.439128521126726,-0.09914344593084125
112,38.530123990983924,40.85719907407408,-0.05695630478416231
113,27.036088065808467,27.88534624413145,-0.030455357121545963
114,37.554517543859625,34.66121212121211,0.08347386734570826
115,35.87519339700258,36.70127347417839,-0.022508212903211876
116,28.758475592390052,26.05305457746478,0.1038427569742778
117,28.634524399472685,29.30984006734008,-0.02304057839673776
118,39.17824315252415,39.92712752525252,-0.018756279731236013
119,30.87946381895396,32.074301643192484,-0.037252185177104886
120,34.4379538571808,28.829113849765253,0.19455471426018942
121,28.731515942634356,25.254856220657278,0.13766301782123533
122,36.552338864838866,41.55692488262911,-0.12042724604683572
123,35.65470329639032,31.590122053872058,0.12866620887335453
124,35.148238279016574,38.18521254208755,-0.07953273167521684
125,42.62745184457356,39.379850352112676,0.08246860928679611
126,32.43924523271564,33.59827464788734,-0.034496694467749243
127,37.42899705070759,35.00073356807512,0.06937750255747047
128,46.42734073188019,44.12421361502348,0.052196445628495965
129,36.457277980304305,37.07570422535209,-0.016680094362844514
130,38.66107626230981,38.586745892018804,0.0019263187027746393
131,30.32380416793245,32.379160798122065,-0.06347776098968017
132,31.148061979443543,35.35604753521126,-0.11901741990749853
133,43.23820407349543,40.93171296296296,0.05634973333804762
134,31.80361403712203,32.04503787878787,-0.007533891599037614
135,29.004643416577164,27.726136363636375,0.04611198026918701
