sno,avg_PRES,avg_no_PRES,percentage
88,31.226000533484445,33.25465732087227,-0.06100368943253367
89,44.47829896667113,40.74187499999998,0.09170967135585086
90,40.85088570779114,37.034986111111124,0.10303499467319051
91,35.70020593324661,33.853636968085105,0.054545659803179235
92,34.417280925337984,36.25978472222224,-0.050813975069053795
93,44.82067993570402,46.1163551401869,-0.028095785118841574
94,34.947496499008075,32.26694314641744,0.08307428876752009
95,40.096340923996515,38.19446064814816,0.04979466246083954
96,40.10124102389264,37.34922237076649,0.07368342574329406
97,31.454469212035,30.02924441786283,0.04746122727364988
98,37.94746330904866,40.13505841121496,-0.05450584074782422
100,33.18655303030302,34.97562056737589,-0.0511518454297751
102,42.7601931296487,41.615960648148146,0.0274950394915723
103,43.31661970479513,44.89124074074076,-0.035076353648577044
104,40.73801470138761,45.48695093457944,-0.10440216667900813
105,35.77295863517119,37.29770833333333,-0.040880519643064925
107,33.19212167792039,29.9158587962963,0.10951592277303121
108,41.701446775723085,39.528534688995194,0.054970721880384626
109,38.072053516127,33.60182624113474,0.13303524763543628
110,40.900813984621195,41.390741978609604,-0.011836656473604662
111,29.812470415060158,32.96914671985814,-0.09574637559232417
112,38.76364400742266,40.778693078324224,-0.04941426315530092
113,26.94857877787597,28.397862149532703,-0.05103494636410797
114,37.23348694703263,34.82057657657657,0.06929553177126882
115,35.96035234911834,36.425634259259255,-0.012773474494068517
116,29.49098293117524,25.85434684684684,0.14065859431184652
117,29.151718557488046,28.768866120218597,0.013307873715620037
118,39.57075351292924,39.53594489981785,0.0008804295230477154
119,31.353630671705613,31.26189393939395,0.002934458561260199
120,35.391354152692685,28.879715277777777,0.22547448312017995
121,29.67839571623232,25.06798980496454,0.18391605976936853
122,36.24407114624506,40.6938502673797,-0.10934770467520971
123,35.49630269262762,31.483452702702714,0.1274590188000703
124,36.92143961289192,36.74909193840581,0.0046898485212907865
125,43.077791813859186,39.53005092592594,0.08974794630498299
126,32.35759221362722,34.196409657320864,-0.053772236972251364
127,37.45432249651357,35.557040998217474,0.0533588129110971
128,45.95524343008293,44.63713395638629,0.029529437866340734
129,37.20241892610314,36.10204991087343,0.03047940540623689
130,38.993843308888195,38.20681481481483,0.020599165303049425
131,29.506239454036937,32.789561051693404,-0.10013313665529845
132,30.812745187525344,37.63189252336446,-0.18120660106597947
133,43.150421045000485,40.868806306306304,0.055827780278038454
134,32.13613445586564,31.686344594594576,0.01419506942267462
135,29.169338987278635,27.431445810564668,0.063354049535539
136,41.11133075579948,37.455214025500915,0.09761302465951316
137,41.062983561607595,40.73557604735884,0.008037385156113012
138,42.27156893758786,41.48628894080997,0.018928663344611903
139,36.87535190195115,35.02863194444443,0.052720299223664446
140,32.26376169155898,28.826428240740743,0.11924243344030444
141,37.036954414861945,38.56757788161995,-0.03968679265926748
142,31.39099010691919,31.360856697819322,0.0009608605208148945
143,18.951107216489113,18.257768691588772,0.037974986791225865
144,32.542708850841066,28.08036993769469,0.1589131098716828
145,42.45618227280176,40.85185185185185,0.03927191420276309
146,47.48417505131902,49.619558558558545,-0.04303511698354693
147,41.03591622483731,40.025023923445,0.025256507112296104
148,28.27604067939531,24.221898648648637,0.1673750720186776
149,43.743005066252465,45.78082877959927,-0.04451259987357182
150,35.25477480425009,36.2067484423676,-0.026292712797251597
151,39.55223113910054,34.8771222741433,0.13404514363913592
152,49.63172981594035,49.021630781499205,0.01244550670214342
154,35.79115185999394,33.733169856459334,0.06100766729873551
155,27.859578354097803,31.98535204991087,-0.12898947272411102
156,41.32271532063581,41.15883467023175,0.003981664002809763
157,36.32102776429436,41.106876114082,-0.11642452071779184
158,41.69020777954988,36.05675802139037,0.1562383882327277
159,31.129051267827005,28.705113636363624,0.08444271157292123
161,40.68292118302001,38.857520491803264,0.04697676712547315
162,38.929403617162976,36.850090868794325,0.056426258371304855
163,43.359353518219066,41.23782320872272,0.05144622447112077
164,35.798718281593686,34.26268214936249,0.044831170120748304
165,41.30054282221062,33.60420081967214,0.22902916346199767
166,37.273265848935004,32.065397196261685,0.16241397606265964
167,35.61881875296347,31.02352073365232,0.14812303409285418
169,35.36688415761153,29.89221990740741,0.18314679428835187
170,42.39820978665371,39.939839572192525,0.06155182997211597
171,39.49608846812153,40.34058411214953,-0.02093414516954555
172,26.512538747089447,27.49071261682242,-0.035581975751854414
173,43.81322015182484,43.33920434397163,0.01093734449047726
174,30.407802405927413,34.92723182624114,-0.1293955800103872
175,36.30631766696087,36.98636524822695,-0.018386439886754775
176,38.99901218044008,39.43766179078011,-0.011122606930073583
177,45.79787113668693,37.96052631578948,0.20646038349677853
178,41.191157248157246,40.983839712918666,0.005058519081930506
179,43.64621589311417,45.139922118380085,-0.03309058046995854
180,31.53518643721733,29.987745098039213,0.05160245740781954
181,24.550395681554217,25.290735981308423,-0.029273181306442294
182,32.9920359522425,30.745833333333348,0.07305713898064738
183,38.61975437478576,38.29208564814815,0.008557087478818245
184,42.76670640424073,39.84174910873439,0.07341437966299298
186,31.351596135357518,29.297956018518512,0.07009499623594734
187,31.81418215716676,36.79092289719625,-0.135270886080674
188,35.51333880770723,29.590001993620422,0.20018034521808656
189,43.972751042076005,43.03389928698752,0.021816562538927844
191,35.48456592045551,43.62042557932264,-0.18651490788580863
192,42.06148717341221,36.38798796791442,0.15591681547494388
193,44.42095299918313,42.5082632398754,0.044995716444926635
194,36.55144121335999,35.723847517730505,0.0231664211201981
195,37.39300415306533,33.57361111111111,0.11376175858217988
196,34.56282457488693,31.868315508021382,0.08455134900956189
197,39.69543025384968,41.226678348909665,-0.03714216513153754
201,40.27637417269569,35.546303475935815,0.13306786456605943
202,38.3661411018986,37.38099477639294,0.026354203022114473
203,41.8092524482404,37.9363425925926,0.10208970056074981
204,38.966187997451215,35.75475900900903,0.08981822497063989
205,41.65308461008399,39.648173676012455,0.050567548216843165
206,39.125473814803094,41.698271028037375,-0.061700333126626906
207,42.707350112073804,34.704984051036696,0.23058261744967043
208,38.89305286634173,39.80378472222223,-0.02288053415614125
209,38.543155211380466,40.0251616575592,-0.03702686971905941
210,42.124278424982094,44.661334670231724,-0.05680654785582714
211,43.07259523149109,47.78241978609628,-0.09856814652102756
212,38.09923028916166,37.77941176470587,0.008465418319577174
213,42.46017145135567,43.78673648648649,-0.030296047195484083
214,34.85209139811837,39.018757788161984,-0.10678623888195009
215,35.42846376641477,33.39672453703701,0.06083648194674186
216,35.17694900954627,28.991087344028514,0.21337115066130483
217,28.79169507816534,27.47716131907308,0.04784095939997214
218,36.34783376123236,36.36245716510904,-0.0004021566477282815
219,34.44610972924027,30.587141203703716,0.12616309905645193
220,36.6190956881903,38.09358796296294,-0.03870709884840043
221,40.95928568650007,42.77355919003115,-0.04241577128222521
222,36.8204744816587,31.62528590425531,0.16427325252115288
223,42.00728521810774,41.293829690346065,0.017277533547063333
224,31.58854368722789,30.60057814992025,0.03228584546564248
225,46.50307170364936,46.26849688473521,0.005069860373863689
226,37.967569699666385,36.33098484848484,0.04504653143884699
227,37.32862328471595,38.83244206773619,-0.03872583600065882
228,38.88779575046263,41.229793613707166,-0.05680353108694488
229,34.044389952153104,33.596343073593076,0.013336179999667746
230,42.080075728682694,44.28913101604277,-0.04987804539583066
231,31.764390358619405,31.5730274822695,0.006060960623981026
232,34.23416236464365,34.27520495495493,-0.001197442593420433
233,34.758975606825274,31.710763990713595,0.09612545497183037
234,43.92968608586493,44.188101351351335,-0.0058480735216857845
235,32.41250894697943,33.4007437694704,-0.029587210072676853
236,47.19032218817589,46.62751359359727,0.012070311093231928
237,44.597021866391174,42.56649752475248,0.047702405875840334
238,29.153982184545676,28.59080882352941,0.01969770650744198
241,42.566621146824914,42.92804517133957,-0.008419298457968346
242,37.34044550588801,36.84781280547409,0.01336938783896383
243,37.59423003146688,33.98326355661881,0.10625720124943014
244,34.26723946478068,34.98877659574466,-0.02062195941574402
245,27.069989664142703,28.79810283687943,-0.06000788255133495
246,33.83054659871021,23.85305258467023,0.41829002718303093
247,41.64450501947773,46.744801401869125,-0.109109381780098
248,31.824412996466858,43.51862928348908,-0.26871747753918795
249,38.912560507311184,38.32238425925924,0.015400300880531763
250,33.90499579984828,36.42962987588651,-0.06930166692990031
251,48.97096245527824,48.805602073365236,0.0033881434689491613
252,35.408238563426295,36.22395249221185,-0.022518634016012864
253,49.87681475736975,47.713164414414415,0.04534703094020075
254,34.35034051309783,33.19304970063539,0.03486545595839847
255,41.99156992397847,44.9168847352025,-0.06512728628598302
256,41.16657809841045,40.78076801801803,0.009460588879099978
257,39.93107117970158,38.81726851851853,0.028693483691457834
258,38.73279104994858,36.973379629629626,0.04758589660840749
259,32.91884086457318,30.690647163120552,0.07260171770278394
260,36.703827163704176,43.548135026737974,-0.15716649768885588
261,39.241859110081194,40.32423676012458,-0.026841863281432628
262,39.42523023189901,38.30387071651089,0.029275357670439088
263,38.71507163679097,35.05041666666664,0.10455382042888678
265,39.03333258231194,37.060608962609976,0.053229660141100886
266,30.122252338410807,36.14282085561498,-0.1665771617897623
267,37.13029836231377,36.257877725856694,0.024061547205089913
268,40.28677959033506,44.373883689839566,-0.09210607140164172
269,36.16851391489264,34.564788324420675,0.04639766850066039
270,50.53828032592355,48.65502252252249,0.03870633915603049
271,36.86052294792586,37.74607491134753,-0.023460769510512663
272,37.28914882133273,33.36989875389406,0.11744866522800929
273,50.741764554382904,50.03427927927931,0.01414001131413487
274,44.77638671227913,51.22799465240643,-0.12593910778477524
275,38.97301485713008,36.90435648148149,0.05605458468532397
276,41.964798102517925,44.38928348909657,-0.054618709652616414
277,39.62308268680409,38.03528472222222,0.04174539447194388
278,35.52585604327024,34.63043894830661,0.0258563599583658
279,35.1436123920363,38.725971479500906,-0.0925053381646185
280,44.739482563903636,45.50360446570975,-0.016792557661710835
281,29.52663265898638,29.776041666666664,-0.008376163980166992
282,40.50482137300016,43.03357866043613,-0.058762421489264485
283,40.02321016582552,41.29291880498535,-0.03074882270144916
284,38.734389627832094,36.3279301801802,0.0662426798255852
285,44.98345481375488,43.99189814814817,0.02253952903481286
286,27.120156436600958,25.76373217468805,0.052648593484663865
287,36.324693021167214,37.59530141843974,-0.033796999873216
288,37.366807822444805,32.899539351851836,0.13578513737887696
289,40.324906206680694,43.81947916666666,-0.07974930388137239
290,41.30942954390609,39.94299202127659,0.03420969370300648
291,35.617287398096096,34.9758566978193,0.01833924200395026
292,38.141664443814655,36.306464174454824,0.05054747993474603
293,37.797580452831305,37.61053240740741,0.004973288955278223
294,35.94110442699865,36.67572251773049,-0.0200300918509976
295,43.09462977704794,44.01212227414327,-0.02084635890494992
296,42.67874640870466,42.82990264797508,-0.0035292221071057477
297,43.53308055344395,41.637247685185216,0.04553213705653472
298,41.286243040960514,39.48054629629633,0.04573636674408364
299,31.512319549404506,30.663256944444452,0.0276899028207728
300,30.095117338801533,34.849042056074765,-0.13641478895241382
301,39.67456898120189,40.42549867021277,-0.018575644425239915
302,30.264578107338043,25.388962765957448,0.1920368069513268
303,47.90584223239257,43.894204545454535,0.09139333377789763
304,41.9012742234558,40.00723182624114,0.047342500611910386
305,39.24790639037206,41.51264037433157,-0.05455528637874496
307,31.26479942928277,34.985774922118395,-0.10635681219349473
308,40.12018282263306,39.757223520249234,0.009129392604565684
309,35.162805643300665,32.12182845744682,0.0946701147440085
310,35.08850668153172,33.41135638297872,0.050197013234919714
312,35.315531331099365,40.62759345794392,-0.1307501054017238
314,31.220090632306707,33.89384308510638,-0.0788860810527141
315,38.38194641954109,37.04081775700936,0.03620677792076942
316,33.696154422353345,31.136334219858153,0.08221328125590932
317,40.03342980033983,37.75298842592594,0.06040426121201713
318,32.96655150860242,33.00429144385027,-0.0011434856982782237
319,35.6216876964587,35.76411790780141,-0.003982489144843249
320,28.73362106068941,31.018820093457958,-0.07367137195687563
321,42.534266124103794,39.476893518518516,0.0774471426975649
322,40.264031681144616,37.702386968085094,0.0679438337744489
323,37.26134841323301,34.56084884751773,0.07813753584669939
324,43.8625376417087,40.034433811802245,0.09562028147823885
325,46.96538708981499,39.49810606060608,0.1890541540840232
326,39.03554386937407,42.005502336448565,-0.07070403404026043
327,36.79861609205685,36.433268518518524,0.01002785608852583
328,35.5089569107013,33.655398936170215,0.05507461011074288
329,34.060031435637846,33.328014705882346,0.02196400644369316
330,38.282037583628494,39.943566586921854,-0.04159691147453444
331,33.71247670560998,33.1760039893617,0.01617050433259844
332,33.658414382387605,31.36494212962962,0.07312215795837242
333,39.54540597613769,42.61778816199377,-0.07209154483047557
334,31.824261561609124,34.863411214953274,-0.08717304324026182
335,34.91126503898325,33.941814641744536,0.02856212631738328
336,34.64727528916812,32.06986111111111,0.08036873527849568
337,42.21629658264285,44.97400700934577,-0.06131787247976056
338,40.435167047330125,39.00045950155764,0.03678693954144776
339,36.359867968446935,32.654872408293436,0.11345919573130937
340,32.3868218912025,33.24506619937694,-0.025815689553071973
341,45.70785989140971,44.66034909909911,0.023455051593668223
342,41.8736616665533,42.84905510018214,-0.02276347591209058
343,48.1165264880605,49.60024922118381,-0.029913614476147102
344,35.47455996152119,37.4137810283688,-0.05183173187914932
345,32.47198030787462,31.686386574074096,0.024792783865210322
347,38.70243775991592,37.47147222222222,0.03285073856702333
348,37.324254511775905,36.530425531914894,0.021730625042062017
349,39.51344057933531,37.69988835725678,0.04810497593236083
350,36.1196376959583,35.366721183800614,0.02128884123141604
351,41.045844382089456,39.0076111111111,0.05225219419801314
352,31.678723412183828,31.208685185185175,0.015061135200331395
353,42.078216706539095,41.55318287037037,0.012635225508636095
354,31.834296861693076,30.346812943262417,0.049016149445799025
355,40.250582067696925,39.98422118380062,0.006661649921149869
356,39.94499195810121,42.37412655971481,-0.05732589197302729
357,41.73800892197233,42.92618380062304,-0.027679490079280413
358,44.630334571882074,47.50892825311941,-0.06059058343519519
359,36.314136359468456,36.91782710280373,-0.016352282642588777
360,33.84349151646769,30.311183510638312,0.11653480981993465
361,37.98818677838572,35.059522522522514,0.08353405993997229
362,28.599610815483903,30.787101851851872,-0.07105219084583599
363,30.441885812091204,32.52763239875389,-0.06412229949888965
364,43.010674336895455,43.50896028037384,-0.011452490251833357
365,42.47378608358466,36.89921448087432,0.1510756172221435
366,36.50343504649854,36.69947638146167,-0.0053418019626612955
367,39.834270419964184,40.062135701275054,-0.0056877966519297924
368,36.972092261700375,32.16015540540538,0.1496241792253969
369,33.335722954837195,33.76862149532712,-0.012819550260582211
370,39.64238220870786,36.764238425925925,0.07828650629009856
371,36.991092038188064,34.89015277777778,0.06021582289397182
372,40.47940650665536,38.77134027777781,0.04405486672991143
373,29.9785602576609,32.75009751773049,-0.08462683992220524
374,31.081132761636198,27.84303475935828,0.11629831411209825
375,35.03162901681127,32.18897972972972,0.08831125779535287
376,32.30489018635511,27.65355718085105,0.1682001695147168
377,41.018650559754704,39.03004010695188,0.050950766316241125
379,38.68251868584987,39.96237928348911,-0.03202663656635756
380,35.43039049919485,34.225296345811074,0.035210627285956884
381,30.436024258604373,32.283894830659534,-0.05723815486786513
384,33.85945183180813,33.604516843971616,0.007586330998901024
385,37.17478980155487,37.152453271028044,0.0006012128018541143
386,39.092147932441435,37.48959441489361,0.04274662189759978
388,43.27796543048307,45.14214953271029,-0.04129586476329446
389,39.79663931169386,40.93331386292834,-0.027768935470038218
390,42.589916485256644,43.05469262295083,-0.010795016974443168
391,42.394205247042244,42.01188862928348,0.00910020068681881
392,30.28153599075295,30.33619937694705,-0.0018019194004783585
393,43.88914216536069,42.23764037433157,0.03910023799607804
394,40.55621560831126,42.99308021806852,-0.05668039129546078
395,43.061514748623225,43.66516744548288,-0.013824582205331771
396,37.79234707872007,37.526820409982136,0.007075650583690371
397,40.554284430363396,40.495544258373215,0.0014505342023656076
398,36.86232122280471,33.29057657657659,0.10728996050916148
399,37.75232872564801,35.812474537037055,0.05416699665935601
400,33.12462204569071,32.934431464174445,0.005774825101297056
401,41.535021184636356,43.62282579787236,-0.047860370690103994
402,34.16275822681431,29.770581550802156,0.14753412419966014
403,33.74156806431977,34.17762700534761,-0.01275860787408119
404,43.54214051252206,42.23085526315788,0.031050407129882242
