sno,avg_HUMD,avg_no_HUMD,percentage
1,31.411085157632563,28.166853448275855,0.11517906021395845
2,32.36048435690723,29.831293103448278,0.08478315856735673
3,34.29772263004963,32.35632183908046,0.0600006638771999
4,34.77886554259247,28.812327586206898,0.2070828168440611
5,30.880966048371246,30.141278735632184,0.024540674575449364
6,26.912135959450307,25.621408045977013,0.05037693132075775
7,30.647304652509245,26.145833333333332,0.1721678273469672
8,30.943303434489106,30.045804597701146,0.02987102022412239
9,37.09838653295754,32.62571839080459,0.13709025770949915
10,42.224567925105404,37.297729885057464,0.13209485014855482
11,37.195191278320316,31.005747126436788,0.1996224805241397
12,30.497130584868145,27.035560344827584,0.12803767319373596
13,44.876584027004014,40.65089080459771,0.10395081482269439
14,44.65101536071118,43.029545676058866,0.037682705201195696
16,33.02943033798693,30.801020114942528,0.07234858503804334
17,35.238636712296426,33.33701865142655,0.057042235262645645
18,26.683163205097944,24.684011164274317,0.08098975598086919
19,32.58834217080686,26.508520114942524,0.22935350708005828
21,31.396266127763347,29.624729753677126,0.05979924167464622
22,34.14902304952917,30.313002873563224,0.1265470198372013
23,47.33802488112803,43.27641708177667,0.09385268174295476
24,31.151864920147883,30.04531765018608,0.036829275125169064
25,43.37310202966945,39.49718390804597,0.09813150554346015
26,36.97847565598305,30.542500000000004,0.210721966308686
27,37.261881046073114,34.03205946450809,0.09490526381259401
29,36.179075382688445,34.61524038461539,0.04517764374007051
30,33.1655522492408,30.675258620689654,0.08118248192605312
31,36.61228493478401,34.33425287356322,0.06634867138684207
32,33.58763986476152,31.707097701149426,0.05930981704276019
33,31.954952437132693,27.005229885057464,0.18328755478634198
34,34.15421465659663,31.951374933546013,0.06894350329624896
35,32.569368362048614,32.02272838029416,0.017070374993120162
36,31.458107551724876,31.321925287356326,0.0043478254647239855
37,33.42779206986076,31.39778996101364,0.06465429927927263
38,30.80821002682722,28.52554487179487,0.08002178977795346
39,36.56571254850523,32.72908987131591,0.11722362865188557
40,44.06603495116994,42.342586206896556,0.0407024912425561
41,43.89533372957315,41.76527708592779,0.05100065873531706
42,35.028464458936874,33.45808908045977,0.046935596790978557
43,46.16624072556857,44.25770114942527,0.043123332811606775
44,45.92185187462423,42.728481735159825,0.07473633533851239
45,34.60337657031744,35.474339080459764,-0.024551902381236387
46,29.52206420451441,27.38419364881693,0.07806950911588532
48,42.681082349565486,36.69020392278954,0.16328277813290656
49,32.10676771318082,32.22810344827586,-0.0037649046053787787
50,34.79501407334536,27.875335201328348,0.2482366157048854
51,33.676947525765094,31.394029992911555,0.07271820576615992
52,37.615284005979056,37.29004873294345,0.008721771198659876
53,32.825610593187015,34.366691476165144,-0.0448422823607253
54,38.98970052544185,38.553721264367816,0.01130835744971194
55,34.605455805994794,32.74225279106859,0.05690515636830126
56,33.72298215818076,32.875272435897436,0.025785633379502838
57,32.71736233095193,32.57735632183908,0.004297647965344214
59,39.19617339312407,36.513664938862306,0.07346587801452686
60,34.501941920383906,33.40564061669324,0.032817850023293064
61,21.370456271438243,21.902442528735634,-0.024288900957024927
62,37.209407401749175,36.29323717948718,0.025243552062636423
63,30.239878826112633,29.58991379310344,0.021965762981056063
64,34.00068801574092,33.81410256410257,0.005517977337551224
65,38.3900396177883,37.356346153846154,0.02767116087009798
66,37.458947745297245,35.04721264367816,0.06881389188175903
67,34.69592635631201,33.70046474358975,0.029538512904680597
68,38.438810588724785,35.32772435897435,0.08806358989154987
70,30.642956047497346,24.621422413793105,0.24456481565138707
71,38.39935597867647,37.40413793103449,0.026607164412583272
72,38.798756588781366,37.757940811625026,0.027565480393885518
73,37.75422069566662,38.29016627312081,-0.013996950904609142
74,36.26094032727558,35.072157983342194,0.0338953292950495
75,37.2200491905355,33.85515804597701,0.09939079711247545
76,41.137767681535664,40.07572789296473,0.026500823426275823
77,32.80074415568812,31.766350574712646,0.03256255636109791
78,28.876273306584835,27.641159622541206,0.04468385917631332
79,28.322047035692677,25.21857142857143,0.1230631011717483
80,27.338595423991073,25.513493589743593,0.07153476758593225
81,36.54691806870189,35.90945512820513,0.017751952465468197
82,37.00582314853337,35.32604166666667,0.047550798295404026
83,35.103423904492146,31.331914540138246,0.12037277069431387
84,40.945541284194945,37.39451923076923,0.09496102975710519
85,37.28324949749841,34.42646551724138,0.08298220387528019
86,34.615227558807334,33.745066232500434,0.025786327408918595
87,25.482582088003316,23.742801724137934,0.07327611897195131
88,32.06128443774438,28.197988505747126,0.1370060822320665
89,42.86993585743012,41.375272435897436,0.0361245578225101
90,39.10819395326262,39.09891025641026,0.00023744131975755327
91,34.11934908740461,35.73164517986886,-0.04512235818832713
92,35.0691774040462,37.94623397435897,-0.07581929137570943
93,45.603976415197415,39.74254310344827,0.14748510925664887
94,34.3310006718228,32.816522988505746,0.04614985212929207
95,39.31696297391829,37.96067307692307,0.03572881582596926
96,39.25227496310873,36.78467413864675,0.06708230757084427
97,30.816978734296303,30.210475698543867,0.020075918095578644
98,38.978732565379815,33.03916666666666,0.17977347790389658
100,34.57399103139013,33.34413211057949,0.03688381862008129
102,42.130234591697864,43.754919871794876,-0.03713148795283956
103,44.24942921238992,41.015,0.07885966627794512
104,42.06237731314584,41.59125,0.01132755839619717
105,36.307243608496286,38.76673076923077,-0.06344324403765773
107,31.685291772848622,31.83774038461539,-0.004788298727394441
108,40.99696946427584,38.7037932900433,0.05924939080383292
109,35.913521851152524,35.972344940634414,-0.0016352308858087253
110,42.22528665901512,36.33178393524285,0.16221341441082945
111,35.251167296042816,26.190398724082907,0.3459576414782965
112,41.236772995736374,37.00139648230556,0.11446531526063387
113,27.546315139498823,24.77270114942529,0.11196251766585727
114,36.116225204346094,35.96890873015873,0.0040956614862169335
115,36.2270006414257,35.407435897435896,0.0231466843960071
116,27.655250992279253,28.85764880952381,-0.041666520553390755
117,29.32221342699378,28.36251430387794,0.033836884587648226
118,40.435927255888735,38.00761655011653,0.06389010746228337
119,32.075627288626514,27.943826795350773,0.14786093986107798
120,32.59933819386656,29.828541666666663,0.09289078085558085
121,28.97471943592163,25.527305068226127,0.1350481125399526
122,39.354880581516106,33.9637816521378,0.15873082051329743
123,33.525625509732485,34.33680555555555,-0.023624214096171773
124,37.38661604136606,32.677569444444444,0.1441063909274993
125,41.41349736820433,42.07267628205128,-0.015667624978926396
126,32.95686017893428,31.59968390804598,0.0429490457827881
127,36.59484819915835,36.37349522623494,0.006085556847002108
128,45.90608182036661,41.710632183908054,0.10058465711956191
129,37.22644422582935,34.2780199252802,0.08601501215578304
130,38.55155901658172,39.80520833333334,-0.031494605084174364
131,31.816061239547462,27.760052407638018,0.14610955240104148
132,32.45883662690347,35.255,-0.0793125336291741
133,42.270657192438755,40.473710317460316,0.04439787854594683
134,31.82809309074597,32.73659722222221,-0.02775194151393136
135,28.760168099531704,27.663516899766915,0.039642508352726084
136,39.327061578248454,39.56435314685311,-0.0059976102155363505
137,41.20234133640876,40.39938652256833,0.019875420964421686
138,42.23403388608508,39.84658045977012,0.05991614333695164
139,35.92524087051867,37.538092948717946,-0.04296574363547574
140,30.73457654527251,30.110689102564102,0.0207197995563403
141,37.386395206571834,38.28629310344829,-0.023504440465023844
142,31.576881262152888,28.940143678160926,0.09111003778401146
143,18.97057722684671,16.14787356321839,0.17480342861105083
144,31.52249412837824,28.918850574712643,0.09003274687349741
145,41.660433894147424,42.61217948717949,-0.022335060174953313
146,48.54997183444793,47.95763888888888,0.012351169892483714
147,40.32432031379708,41.221622884691065,-0.021767764297005048
148,26.900852278390936,21.943898809523805,0.22589210385511704
149,46.26804938142171,41.91877860775587,0.1037547113278996
150,35.75470534836467,32.474999999999994,0.10099169663940508
151,38.656370786087265,33.57817528735632,0.15123500473961454
152,49.74412322209308,47.51303620621801,0.046957365683632894
154,34.47279809341966,35.63270907123181,-0.03255186058105821
155,30.595201877356914,26.399092465753423,0.15894900239646306
156,42.168786071487155,37.182518161062674,0.13410248033297736
157,39.62586926818601,34.04841843088418,0.16380939539449227
158,39.10105051374544,38.644514321295155,0.011813738650060126
159,30.697600699568245,26.81698682025736,0.14470730456486253
161,40.653213986160644,38.39906230133503,0.058703300282081226
162,38.0296196208009,37.81677808789651,0.005628230210667075
163,42.838295323458105,42.08978448275863,0.01778367007334259
164,35.37455380233452,34.57753417037509,0.02305021601691569
165,38.135918256797375,37.00606855265948,0.030531470872949534
166,35.96829511044111,34.48265804597701,0.04308360052996046
167,32.6781710387957,35.25216991341991,-0.07301674991769318
169,33.00154744491539,30.943974358974362,0.06649349763774896
170,42.02330983221294,37.74927355749274,0.11322168274869636
171,39.619554494112016,41.05801724137932,-0.03503488097855788
172,26.781035033099545,26.742313218390805,0.0014479605557125512
