sno,avg_H_24R,avg_no_H_24R,percentage
1,38.25545781893003,26.226295973574228,0.45866796658881837
2,36.41117026748972,29.215839254042244,0.24628185248698437
3,35.45074588477365,33.24991922400043,0.0661904363119362
4,39.57950360082304,30.680878619452265,0.29003814042433823
5,33.106581790123485,29.234411383572557,0.13245248401774848
6,28.90271347736626,25.360822737928295,0.13965993043833316
7,37.104230967078195,25.575904948990825,0.4507494863262797
8,35.28088477366254,27.802287730984983,0.26899214607950567
9,41.4724794238683,33.484979531018006,0.23853978723359429
10,46.25622942386832,38.793501261480515,0.19237057547568723
11,42.51131687242799,32.70938857724248,0.2996671207117944
12,34.8803034979424,27.003770460388843,0.29168271331247786
13,47.90327932098765,42.23490410857669,0.13421068029037797
14,45.413035714285705,43.00675515018607,0.05595122337634023
16,36.649575617283936,30.223018994390372,0.21263781173172616
17,36.175730519480524,33.28243198431685,0.08693170428552324
18,28.018127705627712,24.402165154837846,0.14818203744813951
19,36.10163065843622,29.375119866427436,0.22898666703642814
21,32.569867424242425,29.38098562931952,0.10853556225631492
22,37.13868055555557,31.58191485522191,0.17594771329753214
23,48.71908820346319,45.216436876993605,0.07746411633446845
24,33.354999999999976,28.949771647394996,0.15216798274819474
25,46.19678755144032,40.91690082254027,0.1290392630614749
26,39.816381172839506,34.19233777773193,0.16448256424193045
27,39.8979788961039,34.58798086124402,0.15352148066005658
29,37.93704518779342,35.02712529429634,0.08307618364476291
30,35.86034207818932,30.972558854768184,0.1578101198012145
31,38.5794547325103,34.95390374078811,0.1037237791409117
32,33.54150977366255,33.38478362343947,0.004694538445743939
33,34.98326388888891,29.221640328534896,0.1971697514436858
34,37.00362012987012,30.756322841905913,0.20312237324587384
35,33.750957792207785,31.421700824029763,0.07412892705020989
36,33.01257973251028,30.35563436657866,0.08752725552844652
37,35.72261363636363,30.508905062134502,0.17089136970372684
38,32.14303403755867,29.820534219070403,0.07788256915273556
39,38.83295183982683,33.94392793892877,0.14403235564529518
40,46.58218106995886,42.09363975794697,0.1066322926176629
41,44.305627705627714,42.98416953249603,0.030742903434080746
42,36.538271604938274,33.77790565019522,0.08172105113115849
43,46.109292695473265,45.96743871335862,0.003085966633886488
44,48.434499458874456,43.3382529239766,0.11759233912445959
45,36.19852366255144,33.59839417312877,0.07738850482033438
46,31.344664502164505,27.702293386164282,0.1314826561550814
48,45.654669913419916,38.950804807947904,0.17211108059323307
49,35.04376028806582,30.07110365794974,0.16536328984391904
50,37.31847402597403,31.071058280170124,0.20106865010745606
51,34.4956195887446,31.52505420986177,0.09422871596374827
52,38.26209686147185,36.968515625,0.03499143026443468
53,33.85264069264071,33.264619741826145,0.017677068169674678
54,39.7402777777778,38.41109313988339,0.0346041866877846
55,35.25898538961037,32.858575508373214,0.07305276762912236
56,34.69625293427231,33.08708968602058,0.048634173132839874
57,35.742523148148145,30.58746480228785,0.16853499886903706
59,40.35186417748919,36.54331786616165,0.10422004715817482
60,34.53556277056276,33.69925386263955,0.02481683752797801
61,23.333289609053505,20.06635541267942,0.16280655501146915
62,37.56893192488262,36.91229268721047,0.017789175092330897
63,33.340488683127546,27.993552176139808,0.19100600285894329
64,35.88908450704226,32.91734070023543,0.0902789758707811
65,39.443433098591555,37.689809838674975,0.04652778210934668
66,39.95992798353908,35.411106725719094,0.12845747220083856
67,36.817165492957734,33.3979185811752,0.10237904207928102
68,39.008036971830975,37.79707095231769,0.03203862069208912
70,35.56946502057614,26.45020204311721,0.34477101394512477
71,42.91836676954732,35.11943756702687,0.22206873864753315
72,40.47362012987012,36.98247124202553,0.09440009741364642
73,40.698526015894444,36.65957841045837,0.11017441499774111
74,39.06655844155842,33.61366128389156,0.16222264845275913
75,39.019133230452695,35.54318083855797,0.09779519755654333
76,43.235909090909075,39.03475692783094,0.10762593375041113
77,34.65234825102879,31.378514512181702,0.10433361138163909
78,28.81806547619046,28.033604831206798,0.02798286733750362
79,27.290084388185658,26.795709152399056,0.01844979108314961
80,27.426059272300467,27.101006082124528,0.011994137383347564
81,38.80355046948356,35.20955363471811,0.10207447876367326
82,40.477808098591524,34.87607639680011,0.16061817384668237
83,38.54383658008656,30.208625348883576,0.27592156660352746
84,41.25509683098591,40.4047338991418,0.02104612132743613
85,43.87329989711935,32.32447837609305,0.35727789282959416
86,37.30912337662338,32.266654464048365,0.15627492209312735
87,28.59474279835389,23.09196283960293,0.23829849359161626
88,36.75560699588476,28.300440315129507,0.2987644922342461
89,46.20685739436619,40.835395749474706,0.131539355657171
90,41.47262323943662,37.77489897407662,0.09788839588684538
91,34.516336580086566,35.0133764121478,-0.014195712695928023
92,36.89482394366196,34.33727923818389,0.0744830330830062
93,48.45260545267487,42.882168354369455,0.12990101275365698
94,34.59963991769546,33.95410666041084,0.019011934660536734
95,39.13220070422535,39.28114037461078,-0.003791633057621151
96,40.447261904761916,37.73492975810741,0.071878552949254
97,31.53181417753788,30.346449923421925,0.039061051856384296
98,42.287407407407436,35.92591905041798,0.1770723902167074
100,35.722402597402585,32.96081912878788,0.08378382399491836
102,43.5160798122066,41.51694806777041,0.048152184528903665
103,46.51258509389672,42.640447884230795,0.09080901823964913
104,44.361054526748966,40.39837558605565,0.09809005642447459
105,37.37909624413145,35.95701976690465,0.039549342143636215
107,33.31584213615023,30.78221840902764,0.08230802905288803
108,42.609862423151895,39.6782581227437,0.07388440015031283
109,36.05404761904762,35.86526260134236,0.005263728856629041
110,43.139629329004336,39.84597636729132,0.08265961238727987
111,37.959867424242425,27.057287106259952,0.4029443260577318
112,41.32463721264368,39.02148130299587,0.05902276983705848
113,30.283343621399172,25.288412468033354,0.19751857336556122
114,36.45531099033817,35.90926766378838,0.015206195004094545
115,36.357279929577444,36.06903102927774,0.007991589795293656
