,model,name,sno,results,best_param,RMSE,time
0,Lasso ,All_Feature,116,"[3.225897060025332, 3.206607391131709, 3.3348316675433805]",{'alpha': 0.029},3.166423811,1.806173325
1,Ridge ,All_Feature,116,"[3.1419176763845647, 3.143132451032158, 3.1458603129614713]",{'alpha': 20.0},3.160184134,10.65252995
2,Random Forest ,All_Feature,116,"[3.2771603576570856, 3.279396137031232, 3.279396137031232]","{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 120}",3.179863754,123.680685
3,Adaboost ,All_Feature,116,"[4.093903715452052, 3.143202336895577, 3.1430172674428403]","{'learning_rate': 3e-07, 'loss': 'square', 'n_estimators': 190}",3.182816032,105.1189368
4,XGBoost,All_Feature,116,"[3.52391360037432, 3.3000069728436765, 3.2984848491994065]","{'booster': 'gblinear', 'eta': 6.000000000000001e-19, 'max_depth': 20, 'min_child_weight': 4, 'n_estimators': 190}",3.209385977,28.89073062
0,Lasso ,All_Feature,117,"[6.385343678875688, 6.377722081190548, 6.9553778041877035]",{'alpha': 0.017},6.379502809,1.831070185
1,Ridge ,All_Feature,117,"[6.337157370046396, 6.338584836933763, 6.339824267433118]",{'alpha': 8.0},6.326176627,10.55175376
2,Random Forest ,All_Feature,117,"[6.609804828641779, 6.558024136739398, 6.551232782572307]","{'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 35}",6.455209433,118.7415597
3,Adaboost ,All_Feature,117,"[7.64514260935917, 6.36235201380499, 6.354146828969672]","{'learning_rate': 0.002, 'loss': 'square', 'n_estimators': 15}",6.355455678,43.03299093
4,XGBoost,All_Feature,117,"[7.654382877220643, 6.943064967100604, 6.966265230857949]","{'booster': 'gblinear', 'eta': 2e-18, 'max_depth': 3, 'min_child_weight': 4, 'n_estimators': 150}",6.710009052,28.51572633
0,Lasso ,All_Feature,118,"[3.900630674498967, 3.8926058846490466, 4.036746217086114]",{'alpha': 0.013000000000000001},3.965608443,1.788213491
1,Ridge ,All_Feature,118,"[3.7717813153607636, 3.7756522490035493, 3.7637321526202845]",{'alpha': 7.0},3.909574308,10.5048933
2,Random Forest ,All_Feature,118,"[3.7139911153494647, 3.7023203499153325, 3.7023559488362983]","{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",3.89881454,114.4749656
3,Adaboost ,All_Feature,118,"[4.210779814038229, 3.7639286393990257, 3.763694939730662]","{'learning_rate': 0.002, 'loss': 'square', 'n_estimators': 60}",3.918156628,58.27018285
4,XGBoost,All_Feature,118,"[4.192798323508511, 4.082488692945824, 4.021827328640748]","{'booster': 'gblinear', 'eta': 6.000000000000001e-19, 'max_depth': 50, 'min_child_weight': 4, 'n_estimators': 195}",4.06163229,28.48879695
0,Lasso ,All_Feature,119,"[7.758716934949551, 7.820941582729869, 8.030321862950505]",{'alpha': 0.037000000000000005},7.469957924,1.832059622
1,Ridge ,All_Feature,119,"[7.696684459195186, 7.705915936634065, 7.705915936634065]",{'alpha': 2.4000000000000004},7.465906247,10.4829824
2,Random Forest ,All_Feature,119,"[7.538449195062339, 7.439107495301407, 7.453765413968779]","{'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 195}",7.20898286,168.6914558
3,Adaboost ,All_Feature,119,"[8.587918608788513, 7.712415727250267, 7.713726784042999]","{'learning_rate': 0.0002, 'loss': 'square', 'n_estimators': 120}",7.484920426,81.01537848
4,XGBoost,All_Feature,119,"[8.650966626534697, 8.009310059873094, 7.941984352292735]","{'booster': 'gblinear', 'eta': 8e-17, 'max_depth': 10, 'min_child_weight': 4, 'n_estimators': 195}",7.467848385,28.21185899
0,Lasso ,All_Feature,120,"[4.946926778468893, 4.948121372580922, 5.299456889593967]",{'alpha': 0.011},5.018965385,1.859992743
1,Ridge ,All_Feature,120,"[4.935502458510629, 4.944028327709851, 4.962185930289615]",{'alpha': 18.0},4.98952218,10.61062765
2,Random Forest ,All_Feature,120,"[5.119680489977011, 5.127494102069667, 5.12905626758398]","{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 70}",5.102157714,115.1229537
3,Adaboost ,All_Feature,120,"[6.752651693955099, 4.97156491893357, 4.973383112714534]","{'learning_rate': 3e-07, 'loss': 'square', 'n_estimators': 125}",5.013851021,88.29003787
4,XGBoost,All_Feature,120,"[5.510931778116048, 5.203140657758451, 5.209190329567704]","{'booster': 'gblinear', 'eta': 1e-15, 'max_depth': 5, 'min_child_weight': 4, 'n_estimators': 160}",5.252668648,28.38616943
0,Lasso ,All_Feature,121,"[3.8962259643475465, 3.895813159491507, 4.13253378636945]",{'alpha': 0.017},4.006082541,1.874953032
1,Ridge ,All_Feature,121,"[3.849100086420115, 3.846687329916704, 3.855911978339052]",{'alpha': 7.0},3.922141115,10.53278208
2,Random Forest ,All_Feature,121,"[4.0889102779526105, 3.975854971622794, 3.9759359120629902]","{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 190}",3.961285371,158.6531489
3,Adaboost ,All_Feature,121,"[6.336282538188251, 3.8592952957839346, 3.860941080384924]","{'learning_rate': 0.0001, 'loss': 'square', 'n_estimators': 90}",3.926313867,67.10360742
4,XGBoost,All_Feature,121,"[4.308864004039995, 4.257387817979263, 4.216441205683771]","{'booster': 'gblinear', 'eta': 7e-18, 'max_depth': 5, 'min_child_weight': 4, 'n_estimators': 170}",4.324330533,28.47483778
0,Lasso ,All_Feature,122,"[5.352955093812913, 5.328059309890112, 5.8565522466968964]",{'alpha': 0.047},4.917472048,1.764251232
1,Ridge ,All_Feature,122,"[5.197931315491788, 5.1899991983586125, 5.202886308507913]",{'alpha': 3.0},4.936325356,10.52290773
2,Random Forest ,All_Feature,122,"[5.082218393778234, 4.9589011281363735, 4.9398258909772]","{'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 170}",4.571041963,135.7954941
3,Adaboost ,All_Feature,122,"[7.482942975335402, 5.220655688435504, 5.210841001502132]","{'learning_rate': 0.001, 'loss': 'square', 'n_estimators': 25}",4.943304258,44.56937885
4,XGBoost,All_Feature,122,"[5.50556798529887, 5.761208010703162, 5.729382267362275]","{'booster': 'gblinear', 'eta': 9e-16, 'max_depth': 50, 'min_child_weight': 2, 'n_estimators': 190}",5.411767717,29.02872801
0,Lasso ,All_Feature,123,"[4.02013209964078, 4.023085360547221, 4.225984946404807]",{'alpha': 0.013000000000000001},4.000412645,1.783200502
1,Ridge ,All_Feature,123,"[3.9694774075681805, 3.9761849143285954, 3.983511893753051]",{'alpha': 28.0},3.952167071,10.53089118
2,Random Forest ,All_Feature,123,"[4.063316366259859, 4.127027232804245, 4.127691259423727]","{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 9, 'n_estimators': 40}",4.041549644,116.5571985
3,Adaboost ,All_Feature,123,"[4.647723775518325, 3.984432154827054, 3.9851518254860196]","{'learning_rate': 0.0005, 'loss': 'square', 'n_estimators': 110}",3.969924201,80.75759339
4,XGBoost,All_Feature,123,"[4.281023339772194, 4.181407602927253, 4.132642589933479]","{'booster': 'gblinear', 'eta': 2e-19, 'max_depth': 3, 'min_child_weight': 4, 'n_estimators': 195}",4.134054555,29.08283949
0,Lasso ,All_Feature,124,"[2.356138945225783, 2.349672162436125, 2.510598256545285]",{'alpha': 0.015},2.396903153,1.786265612
1,Ridge ,All_Feature,124,"[2.285310624671071, 2.2869746970614155, 2.2844437856845485]",{'alpha': 6.0},2.345829637,10.54312658
2,Random Forest ,All_Feature,124,"[2.3760687988477023, 2.4542167161218043, 2.4542167161218043]","{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 120}",2.583932427,114.964915
3,Adaboost ,All_Feature,124,"[2.823781093437785, 2.2940128796751424, 2.293295944078021]","{'learning_rate': 7.000000000000001e-05, 'loss': 'square', 'n_estimators': 40}",2.361188321,52.09967971
4,XGBoost,All_Feature,124,"[2.5129020297683513, 2.6443145743720247, 2.648461740382467]","{'booster': 'gblinear', 'eta': 8e-19, 'max_depth': 3, 'min_child_weight': 4, 'n_estimators': 180}",2.625493179,28.49677825
0,Lasso ,All_Feature,125,"[3.6628085655736684, 3.6657471678037887, 3.8170693238909026]",{'alpha': 0.0019000000000000004},3.685458067,1.767245054
1,Ridge ,All_Feature,125,"[3.629500944702485, 3.631705959315744, 3.642870439448492]",{'alpha': 13.0},3.651968056,10.4959054
2,Random Forest ,All_Feature,125,"[3.662812190191758, 3.5697013561659614, 3.5690707380340823]","{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 150}",3.589909117,137.8138137
3,Adaboost ,All_Feature,125,"[4.365087121931051, 3.6482976743725, 3.647781565626975]","{'learning_rate': 0.003, 'loss': 'square', 'n_estimators': 25}",3.673871971,44.64460897
4,XGBoost,All_Feature,125,"[3.937712825447233, 3.777204637267288, 3.780480430707054]","{'booster': 'gblinear', 'eta': 6.000000000000001e-15, 'max_depth': 50, 'min_child_weight': 4, 'n_estimators': 195}",3.721450423,28.50682974
0,Lasso ,All_Feature,126,"[3.584562907929333, 3.5690661923504656, 3.796472331277479]",{'alpha': 0.02},3.510428307,1.791175365
1,Ridge ,All_Feature,126,"[3.573612644325522, 3.5733277095529448, 3.577942731104678]",{'alpha': 9.0},3.496724583,10.60361028
2,Random Forest ,All_Feature,126,"[3.6426378134640824, 3.4942992358242932, 3.4908508899416706]","{'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 11, 'n_estimators': 40}",3.458085375,114.7817571
3,Adaboost ,All_Feature,126,"[4.9840241165799135, 3.5783902620690875, 3.5783902620690875]","{'learning_rate': 0.001, 'loss': 'square', 'n_estimators': 180}",3.50985821,104.5704117
4,XGBoost,All_Feature,126,"[3.971018311741264, 3.807656271386146, 3.7830329551508064]","{'booster': 'gblinear', 'eta': 6.999999999999999e-19, 'max_depth': 3, 'min_child_weight': 2, 'n_estimators': 115}",3.686089883,26.58888316
0,Lasso ,All_Feature,127,"[3.766049853570136, 3.7566370203745856, 4.223358058536224]",{'alpha': 0.005},4.070518278,1.860991716
1,Ridge ,All_Feature,127,"[3.6487411626344057, 3.6578336574016572, 3.6578336574016572]",{'alpha': 7.0},3.945527756,10.71232224
2,Random Forest ,All_Feature,127,"[3.6206592284289396, 3.5691998665981473, 3.5666386083281507]","{'max_depth': 50, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 170}",3.545423119,152.7308722
3,Adaboost ,All_Feature,127,"[4.533759213444882, 3.6581202763843526, 3.658632846523206]","{'learning_rate': 8e-06, 'loss': 'square', 'n_estimators': 195}",3.960304362,103.8000009
4,XGBoost,All_Feature,127,"[4.547155056550694, 4.151260663002994, 4.116261434642461]","{'booster': 'gblinear', 'eta': 4e-19, 'max_depth': 5, 'min_child_weight': 4, 'n_estimators': 195}",4.411797002,28.49885082
0,Lasso ,All_Feature,128,"[4.210315673720174, 4.214959210598513, 4.567071959728955]",{'alpha': 0.006},4.131087873,1.762305021
1,Ridge ,All_Feature,128,"[4.206426572772947, 4.206743605154506, 4.2048395099585685]",{'alpha': 9.0},4.138477009,10.67741013
2,Random Forest ,All_Feature,128,"[4.250393491309389, 4.206197436536317, 4.2074013164557]","{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 125}",4.091658948,133.932127
3,Adaboost ,All_Feature,128,"[5.504705066676376, 4.204198220296378, 4.203141461739919]","{'learning_rate': 0.01, 'loss': 'square', 'n_estimators': 50}",4.148868914,58.87959886
4,XGBoost,All_Feature,128,"[4.667459539154866, 4.552429337211184, 4.540946491888756]","{'booster': 'gblinear', 'eta': 3e-16, 'max_depth': 3, 'min_child_weight': 2, 'n_estimators': 195}",4.336962591,28.50737929
0,Lasso ,All_Feature,129,"[4.392504649141546, 4.353636937686074, 4.365078217303446]",{'alpha': 0.27},4.25362863,1.892935276
1,Ridge ,All_Feature,129,"[4.053242269061356, 4.111346606737135, 4.077460822367102]",{'alpha': 10.0},4.146516532,11.06043077
2,Random Forest ,All_Feature,129,"[4.083819082054622, 4.073387741572906, 4.072672412197057]","{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 11, 'n_estimators': 20}",4.196036613,110.7688596
3,Adaboost ,All_Feature,129,"[4.967053931902577, 4.079274849321477, 4.077705159087924]","{'learning_rate': 0.005, 'loss': 'square', 'n_estimators': 85}",4.198205287,74.16975522
4,XGBoost,All_Feature,129,"[4.917918092400793, 4.601263359689708, 4.53211514769217]","{'booster': 'gblinear', 'eta': 6.999999999999999e-16, 'max_depth': 3, 'min_child_weight': 2, 'n_estimators': 180}",4.416142077,28.15477014
0,Lasso ,All_Feature,130,"[3.6120898261005254, 3.6067297949603954, 3.7025886513462045]",{'alpha': 0.016},3.599399757,1.812118292
1,Ridge ,All_Feature,130,"[3.602083386192187, 3.6044971945807744, 3.614686793892937]",{'alpha': 50.0},3.58420647,10.61861849
2,Random Forest ,All_Feature,130,"[3.6819432871008146, 3.6323360346049554, 3.6323360346049554]","{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 140}",3.621304582,129.403059
3,Adaboost ,All_Feature,130,"[4.350702888524772, 3.6198714205775286, 3.6196798805125345]","{'learning_rate': 3e-06, 'loss': 'square', 'n_estimators': 90}",3.630152142,67.264184
4,XGBoost,All_Feature,130,"[4.147861901769331, 3.700233346357766, 3.6876533108191003]","{'booster': 'gblinear', 'eta': 6.000000000000001e-15, 'max_depth': 3, 'min_child_weight': 4, 'n_estimators': 195}",3.604352514,28.18162584
0,Lasso ,All_Feature,131,"[4.59754624023386, 4.628751088341308, 4.642578666249094]",{'alpha': 0.024},4.661275271,1.810132265
1,Ridge ,All_Feature,131,"[4.62888703532983, 4.624475695205526, 4.6161299342921955]",{'alpha': 14.0},4.669128022,10.56671691
2,Random Forest ,All_Feature,131,"[4.613458482209953, 4.541858725481675, 4.541858725481675]","{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 60}",4.606704059,114.3946888
3,Adaboost ,All_Feature,131,"[7.964766762288038, 4.612786352050251, 4.611197502227176]","{'learning_rate': 2e-05, 'loss': 'square', 'n_estimators': 100}",4.671144816,75.26375532
4,XGBoost,All_Feature,131,"[5.181361595668917, 4.628444193081012, 4.631804685868553]","{'booster': 'gblinear', 'eta': 4e-19, 'max_depth': 5, 'min_child_weight': 4, 'n_estimators': 195}",4.742936461,28.42987943
0,Lasso ,All_Feature,132,"[9.148705713940219, 9.151500557348683, 11.23317980457292]",{'alpha': 0.012},9.391524913,1.811122179
1,Ridge ,All_Feature,132,"[8.704238211088231, 8.704238211412799, 8.701128253206527]",{'alpha': 9.9e-08},8.997393879,10.59770703
2,Random Forest ,All_Feature,132,"[8.91502573638746, 8.888094020028648, 8.888094020028648]","{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 140}",8.822558911,155.5828409
3,Adaboost ,All_Feature,132,"[11.17435645624268, 8.774250475269346, 8.762088513894229]","{'learning_rate': 0.01, 'loss': 'square', 'n_estimators': 110}",9.111423522,80.37110209
4,XGBoost,All_Feature,132,"[10.511527915588486, 10.231322858682224, 10.334969699512374]","{'booster': 'gblinear', 'eta': 5e-19, 'max_depth': 50, 'min_child_weight': 2, 'n_estimators': 165}",9.567100441,28.91369104
0,Lasso ,All_Feature,133,"[4.832253580377966, 4.807601297575609, 5.210420433278686]",{'alpha': 0.016},4.681481177,1.839082718
1,Ridge ,All_Feature,133,"[4.779764155849723, 4.783677867664366, 4.765397018553954]",{'alpha': 8.0},4.691707668,10.67047334
2,Random Forest ,All_Feature,133,"[4.687232875730252, 4.633008489419785, 4.628740169732369]","{'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 195}",4.588078089,139.801568
3,Adaboost ,All_Feature,133,"[6.320746552503224, 4.75925726680956, 4.75925726680956]","{'learning_rate': 1e-05, 'loss': 'square', 'n_estimators': 160}",4.696318144,97.41720128
4,XGBoost,All_Feature,133,"[5.314228355556745, 5.216281667987428, 5.216181033244944]","{'booster': 'gblinear', 'eta': 2e-15, 'max_depth': 5, 'min_child_weight': 2, 'n_estimators': 185}",4.939002848,28.86180568
0,Lasso ,All_Feature,134,"[8.157415887133778, 8.15704020498679, 8.956966008635776]",{'alpha': 0.015},7.967905379,1.856006861
1,Ridge ,All_Feature,134,"[8.102682547055714, 8.109877088253509, 8.102752806243233]",{'alpha': 3.0},7.995627167,10.74332047
2,Random Forest ,All_Feature,134,"[8.35570507749908, 8.3156637690658, 8.313958138951026]","{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 175}",8.063854636,139.8930194
3,Adaboost ,All_Feature,134,"[9.829704913730808, 8.101964266062309, 8.105857887034533]","{'learning_rate': 0.0002, 'loss': 'square', 'n_estimators': 80}",8.007954612,65.80315924
4,XGBoost,All_Feature,134,"[8.770370804209403, 8.912734182951047, 8.912804153693852]","{'booster': 'gblinear', 'eta': 7e-18, 'max_depth': 20, 'min_child_weight': 2, 'n_estimators': 190}",8.401926414,29.03633666
0,Lasso ,All_Feature,135,"[4.828148054189625, 4.817501373789262, 5.1333577642508805]",{'alpha': 0.022000000000000002},4.576089386,1.807136059
1,Ridge ,All_Feature,135,"[4.749395606432528, 4.749593057507515, 4.754076355914147]",{'alpha': 11.0},4.507866893,10.57962537
2,Random Forest ,All_Feature,135,"[4.952770668836893, 4.892913712631423, 4.892658953088809]","{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 155}",4.555645307,136.785435
3,Adaboost ,All_Feature,135,"[8.52766382553964, 4.755867706463213, 4.755015238839102]","{'learning_rate': 0.001, 'loss': 'square', 'n_estimators': 130}",4.523775072,89.17456341
4,XGBoost,All_Feature,135,"[5.26450740567023, 5.032069755815621, 5.001189894342156]","{'booster': 'gblinear', 'eta': 4e-16, 'max_depth': 3, 'min_child_weight': 2, 'n_estimators': 165}",4.600776181,27.99841046
0,Lasso ,All_Feature,136,"[2.672572568814708, 2.6679082049743785, 2.7953456920812023]",{'alpha': 0.006},2.618360527,1.999623775
1,Ridge ,All_Feature,136,"[2.6537170259195544, 2.6582078496458927, 2.6640239360750373]",{'alpha': 26.0},2.597804368,11.38851953
2,Random Forest ,All_Feature,136,"[2.7134715226728177, 2.6850891545921813, 2.6858855772159216]","{'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 90}",2.655660931,110.1432307
3,Adaboost ,All_Feature,136,"[3.6187772451246065, 2.6658742082149, 2.667404296382024]","{'learning_rate': 4e-07, 'loss': 'square', 'n_estimators': 90}",2.615190479,72.60190511
4,XGBoost,All_Feature,136,"[3.186817292287788, 2.8676962939002584, 2.8487855414153564]","{'booster': 'gblinear', 'eta': 6.0000000000000004e-18, 'max_depth': 10, 'min_child_weight': 2, 'n_estimators': 180}",2.721263844,29.09553909
0,Lasso ,All_Feature,137,"[4.175174383202835, 4.171710701443571, 4.171710701443571]",{'alpha': 1.2000000000000002},3.86749954,1.773229837
1,Ridge ,All_Feature,137,"[3.858301852147126, 3.858301852139533, 3.857594968108248]",{'alpha': 1e-09},3.633960363,10.64957523
2,Random Forest ,All_Feature,137,"[4.105093448062719, 4.018861852577656, 4.019246085874095]","{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 165}",3.632955548,122.3610983
3,Adaboost ,All_Feature,137,"[5.286498240056163, 3.8583408272316295, 3.858697069720732]","{'learning_rate': 0.0005, 'loss': 'square', 'n_estimators': 140}",3.633940041,89.21823072
4,XGBoost,All_Feature,137,"[4.624586029641748, 4.355485450962712, 4.296819919972023]","{'booster': 'gblinear', 'eta': 5.000000000000001e-15, 'max_depth': 50, 'min_child_weight': 2, 'n_estimators': 195}",4.012017263,28.41611266
0,Lasso ,All_Feature,138,"[4.455919653638265, 4.460702212172592, 4.5784886875303235]",{'alpha': 0.007},4.418343715,1.812158585
1,Ridge ,All_Feature,138,"[4.501588087368447, 4.501588087358741, 4.500574332756868]",{'alpha': 1e-09},4.450510213,10.68340635
2,Random Forest ,All_Feature,138,"[4.544407663195409, 4.484064414287978, 4.484064414287978]","{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 160}",4.46116995,145.6081753
3,Adaboost ,All_Feature,138,"[5.240335161200186, 4.497671183615474, 4.497671183615474]","{'learning_rate': 1e-08, 'loss': 'square', 'n_estimators': 60}",4.449571388,59.48768091
4,XGBoost,All_Feature,138,"[4.882947376978104, 4.6248029715578225, 4.630010503615482]","{'booster': 'gblinear', 'eta': 8e-15, 'max_depth': 10, 'min_child_weight': 4, 'n_estimators': 195}",4.584004789,28.28534698
0,Lasso ,All_Feature,139,"[4.736015883937974, 4.749517508942606, 4.840343898029266]",{'alpha': 0.019000000000000003},4.985409768,1.815114021
1,Ridge ,All_Feature,139,"[4.749276976421453, 4.7501350344265925, 4.759577573084607]",{'alpha': 11.0},5.021667183,10.72727752
2,Random Forest ,All_Feature,139,"[4.669544743727141, 4.6433764990310245, 4.64536179618697]","{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 195}",4.795320745,141.225034
3,Adaboost ,All_Feature,139,"[6.142358932449019, 4.756058829221414, 4.75734438751972]","{'learning_rate': 2e-05, 'loss': 'square', 'n_estimators': 60}",5.029711488,58.52159309
4,XGBoost,All_Feature,139,"[5.406591547495511, 4.88627322116338, 4.883451461501339]","{'booster': 'gblinear', 'eta': 5e-20, 'max_depth': 5, 'min_child_weight': 4, 'n_estimators': 115}",5.07347537,26.59287453
0,Lasso ,All_Feature,140,"[5.208271568201496, 5.2000370168754495, 5.327517138676071]",{'alpha': 0.030000000000000002},5.233324609,1.840081453
1,Ridge ,All_Feature,140,"[5.144614013245621, 5.149368815666917, 5.162298941576141]",{'alpha': 15.0},5.134314652,10.73947978
2,Random Forest ,All_Feature,140,"[5.193428077718237, 5.173811564542981, 5.173811564542981]","{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 40}",5.211691628,121.0421379
3,Adaboost ,All_Feature,140,"[6.777949039687156, 5.147375226998665, 5.149724438298643]","{'learning_rate': 3.0000000000000004e-05, 'loss': 'square', 'n_estimators': 110}",5.155536089,80.67144322
4,XGBoost,All_Feature,140,"[5.4093409530558665, 5.354140633804681, 5.348407745752592]","{'booster': 'gblinear', 'eta': 6.0000000000000004e-18, 'max_depth': 10, 'min_child_weight': 2, 'n_estimators': 150}",5.41233406,28.06493568
0,Lasso ,All_Feature,141,"[2.2713837989357772, 2.2710362124066554, 2.3028948857005385]",{'alpha': 0.06999999999999999},2.478553862,1.847030401
1,Ridge ,All_Feature,141,"[2.1908130970643884, 2.1894345688626133, 2.2116610064313886]",{'alpha': 80.0},2.389969077,10.98558688
2,Random Forest ,All_Feature,141,"[2.3136069923480194, 2.253632183985737, 2.2531735092176723]","{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 95}",2.461020734,114.9686487
3,Adaboost ,All_Feature,141,"[3.4900661774114865, 2.2130431390381777, 2.2126010351909433]","{'learning_rate': 5e-05, 'loss': 'square', 'n_estimators': 20}",2.39494319,44.33842778
4,XGBoost,All_Feature,141,"[2.549418955201375, 2.3876211387398993, 2.3663393587637596]","{'booster': 'gblinear', 'eta': 4e-17, 'max_depth': 5, 'min_child_weight': 2, 'n_estimators': 195}",2.55011811,29.28774405
0,Lasso ,All_Feature,142,"[3.4655040188623656, 3.466131663102231, 3.558261389903181]",{'alpha': 0.011},3.623337352,1.841043711
1,Ridge ,All_Feature,142,"[3.4063904882228684, 3.4115270504541932, 3.420540896003633]",{'alpha': 18.0},3.573146869,10.63153839
2,Random Forest ,All_Feature,142,"[3.4096562448414476, 3.371015987470964, 3.370828892752788]","{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 90}",3.70478346,125.6219511
3,Adaboost ,All_Feature,142,"[4.78012714947045, 3.42727293500841, 3.427513507623073]","{'learning_rate': 0.001, 'loss': 'square', 'n_estimators': 50}",3.586934926,51.6260252
4,XGBoost,All_Feature,142,"[3.7158098919947786, 3.641565297218887, 3.6162772419295077]","{'booster': 'gblinear', 'eta': 4e-19, 'max_depth': 3, 'min_child_weight': 4, 'n_estimators': 195}",3.847687342,28.5187254
0,Lasso ,All_Feature,143,"[3.0607407638002657, 3.061366762031947, 3.1636877232061753]",{'alpha': 0.014000000000000002},3.68802105,1.864979982
1,Ridge ,All_Feature,143,"[3.054139825245403, 3.0685878894792338, 3.051982418478111]",{'alpha': 40.0},3.621779358,10.64753461
2,Random Forest ,All_Feature,143,"[3.3343065833790275, 3.069475429410869, 3.0705115271792716]","{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 135}",3.678487443,121.8018074
3,Adaboost ,All_Feature,143,"[4.757845464780991, 3.0550112234417135, 3.0547595215207446]","{'learning_rate': 0.0002, 'loss': 'square', 'n_estimators': 130}",3.651089005,88.51333904
4,XGBoost,All_Feature,143,"[3.4936250349606333, 3.1611792022388117, 3.149976386819855]","{'booster': 'gblinear', 'eta': 2e-18, 'max_depth': 20, 'min_child_weight': 4, 'n_estimators': 195}",3.736995351,29.13821077
0,Lasso ,All_Feature,144,"[4.039641736252512, 4.039641696754439, 4.169913313669625]",{'alpha': 1e-09},4.158617905,1.782681942
1,Ridge ,All_Feature,144,"[3.914422478947272, 3.923493863207548, 3.923493863207548]",{'alpha': 5.1},4.065693219,10.64948916
2,Random Forest ,All_Feature,144,"[4.0836830342178665, 4.027058893863851, 4.026138226270974]","{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 11, 'n_estimators': 160}",4.103927799,162.6168177
3,Adaboost ,All_Feature,144,"[5.338891062611793, 3.923800866696793, 3.9242629761604704]","{'learning_rate': 0.003, 'loss': 'square', 'n_estimators': 15}",4.075424694,44.15699363
4,XGBoost,All_Feature,144,"[4.180510483102398, 4.203049945338259, 4.1677646917466715]","{'booster': 'gblinear', 'eta': 9e-19, 'max_depth': 50, 'min_child_weight': 2, 'n_estimators': 195}",4.252626064,29.1012044
0,Lasso ,All_Feature,145,"[3.9753548570225035, 3.973567178193767, 4.121484489345712]",{'alpha': 0.008},3.71607858,1.80214715
1,Ridge ,All_Feature,145,"[3.930173673428535, 3.9301736734118924, 3.9304855804349814]",{'alpha': 9.9e-08},3.698492565,10.68739796
2,Random Forest ,All_Feature,145,"[4.008426175166987, 4.0194879326442425, 4.019396140972332]","{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 50}",3.877793062,110.4755228
3,Adaboost ,All_Feature,145,"[4.9259466421726525, 3.9251527271611053, 3.929352745048897]","{'learning_rate': 0.02, 'loss': 'square', 'n_estimators': 5}",3.703272268,43.1685946
4,XGBoost,All_Feature,145,"[4.482542807140448, 4.1176734045625745, 4.173137907764472]","{'booster': 'gblinear', 'eta': 3.0000000000000002e-18, 'max_depth': 10, 'min_child_weight': 2, 'n_estimators': 195}",3.931761236,28.43957114
0,Lasso ,All_Feature,146,"[6.350093763054558, 6.351768679898068, 6.92935006690747]",{'alpha': 0.019000000000000003},6.005680284,1.798160553
1,Ridge ,All_Feature,146,"[6.303209402853839, 6.3008761191138305, 6.2878356994501745]",{'alpha': 12.0},6.003236352,10.71539545
2,Random Forest ,All_Feature,146,"[6.757624289368028, 6.5881995336544605, 6.5881995336544605]","{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 40}",6.179704971,118.9848127
