,parameters,aic
0,"(3, 0, 0, 1, 0, 1)",27064.183704977237
1,"(4, 0, 0, 1, 0, 1)",27065.971843027575
2,"(3, 0, 1, 1, 0, 1)",27067.529806781647
3,"(4, 0, 1, 1, 0, 1)",27068.80165779316
4,"(2, 0, 1, 1, 0, 1)",27073.93726660445
5,"(2, 0, 2, 1, 0, 1)",27075.926310685147
6,"(3, 0, 2, 1, 0, 1)",27077.36006787908
7,"(2, 0, 0, 1, 0, 1)",27077.567350275556
8,"(4, 0, 2, 1, 0, 1)",27084.5276701534
9,"(3, 0, 2, 1, 0, 0)",28317.179626982444
10,"(3, 0, 0, 1, 0, 0)",28317.58387747855
11,"(4, 0, 0, 1, 0, 0)",28317.726870300896
12,"(3, 0, 1, 1, 0, 0)",28318.038025144986
13,"(2, 0, 2, 1, 0, 0)",28319.00561538652
14,"(4, 0, 1, 1, 0, 0)",28319.563911287965
15,"(4, 0, 2, 1, 0, 0)",28321.61496681533
16,"(2, 0, 1, 1, 0, 0)",28341.63040019707
17,"(2, 0, 0, 1, 0, 0)",28351.13223086642
18,"(3, 0, 0, 0, 0, 1)",28455.66567469493
19,"(4, 0, 0, 0, 0, 1)",28457.541255891636
20,"(3, 0, 1, 0, 0, 1)",28457.586253867834
21,"(3, 0, 2, 0, 0, 1)",28457.98321777417
22,"(4, 0, 1, 0, 0, 1)",28459.182229915143
23,"(2, 0, 2, 0, 0, 1)",28459.215375667853
24,"(4, 0, 2, 0, 0, 1)",28459.780286132864
25,"(2, 0, 1, 0, 0, 1)",28469.976197949432
26,"(2, 0, 0, 0, 0, 1)",28482.753730199984
27,"(4, 0, 2, 0, 0, 0)",28773.986342785935
28,"(3, 0, 0, 0, 0, 0)",28794.351570389637
29,"(3, 0, 2, 0, 0, 0)",28794.77419366739
30,"(4, 0, 0, 0, 0, 0)",28795.14754606364
31,"(3, 0, 1, 0, 0, 0)",28795.790285208044
32,"(2, 0, 2, 0, 0, 0)",28796.923562907425
33,"(2, 0, 1, 0, 0, 0)",28798.098506937287
34,"(4, 0, 1, 0, 0, 0)",28798.321643568317
35,"(2, 0, 0, 0, 0, 0)",28813.042765066544
