,parameters,aic
0,"(3, 0, 0, 1, 0, 1)",25269.635677802817
1,"(4, 0, 0, 1, 0, 1)",25271.6444258995
2,"(3, 0, 1, 1, 0, 1)",25272.03090735907
3,"(3, 0, 2, 1, 0, 1)",25272.870617845012
4,"(4, 0, 1, 1, 0, 1)",25273.314202060003
5,"(2, 0, 2, 1, 0, 1)",25274.79899464325
6,"(2, 0, 1, 1, 0, 1)",25275.700608127754
7,"(2, 0, 0, 1, 0, 1)",25299.297420200695
8,"(4, 0, 2, 1, 0, 1)",25303.597141746635
9,"(4, 0, 1, 1, 0, 0)",25561.36590984227
10,"(2, 0, 2, 1, 0, 0)",25564.21328764482
11,"(3, 0, 2, 0, 0, 1)",25576.689753675808
12,"(4, 0, 2, 1, 0, 0)",25580.741740198475
13,"(4, 0, 1, 0, 0, 1)",25586.50993378031
14,"(2, 0, 2, 0, 0, 1)",25587.798083830454
15,"(4, 0, 2, 0, 0, 1)",25604.292817230704
16,"(3, 0, 2, 1, 0, 0)",25637.998469866052
17,"(3, 0, 2, 0, 0, 0)",25712.43152970734
18,"(2, 0, 2, 0, 0, 0)",25724.32269681727
19,"(4, 0, 1, 0, 0, 0)",25743.182059519946
20,"(3, 0, 1, 1, 0, 0)",25856.989115336615
21,"(4, 0, 0, 1, 0, 0)",25862.08397487152
22,"(3, 0, 0, 1, 0, 0)",25869.41163074653
23,"(3, 0, 1, 0, 0, 1)",25886.245693908833
24,"(4, 0, 0, 0, 0, 1)",25889.47630775971
25,"(3, 0, 0, 0, 0, 1)",25895.17968425435
26,"(2, 0, 1, 1, 0, 0)",25943.613707098593
27,"(2, 0, 1, 0, 0, 1)",25968.768413355923
28,"(2, 0, 0, 1, 0, 0)",25982.8892296266
29,"(2, 0, 0, 0, 0, 1)",26008.803237721128
30,"(3, 0, 1, 0, 0, 0)",26030.937142600353
31,"(4, 0, 0, 0, 0, 0)",26031.47454409294
32,"(3, 0, 0, 0, 0, 0)",26033.111352144242
33,"(4, 0, 2, 0, 0, 0)",26034.173216357052
34,"(2, 0, 1, 0, 0, 0)",26102.61932456045
35,"(2, 0, 0, 0, 0, 0)",26147.154451324128
