,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",27430.125894691682
1,"(2, 0, 2, 1, 0, 1)",27438.897353681718
2,"(4, 0, 2, 1, 0, 1)",27452.828634457765
3,"(3, 0, 0, 1, 0, 1)",27454.956348620268
4,"(2, 0, 1, 1, 0, 1)",27455.246893507592
5,"(4, 0, 0, 1, 0, 1)",27456.911395152125
6,"(4, 0, 1, 1, 0, 1)",27458.621983170833
7,"(3, 0, 1, 1, 0, 1)",27460.38286506297
8,"(2, 0, 0, 1, 0, 1)",27463.884707304667
9,"(2, 0, 2, 1, 0, 0)",27744.46694278948
10,"(4, 0, 2, 1, 0, 0)",27746.53844355892
11,"(4, 0, 1, 1, 0, 0)",27748.55464069357
12,"(3, 0, 1, 1, 0, 0)",27749.897919347684
13,"(2, 0, 2, 0, 0, 1)",27767.965161623342
14,"(4, 0, 1, 0, 0, 1)",27769.501273734808
15,"(4, 0, 2, 0, 0, 1)",27771.52299682002
16,"(3, 0, 1, 0, 0, 1)",27773.863315796534
17,"(3, 0, 2, 1, 0, 0)",27798.07484564289
18,"(3, 0, 2, 0, 0, 1)",27819.85019365314
19,"(3, 0, 2, 0, 0, 0)",27878.140607545727
20,"(2, 0, 2, 0, 0, 0)",27878.984588146242
21,"(4, 0, 2, 0, 0, 0)",27879.22397144063
22,"(4, 0, 1, 0, 0, 0)",27879.30098529284
23,"(3, 0, 1, 0, 0, 0)",27886.398767801482
24,"(4, 0, 0, 1, 0, 0)",28122.802519336095
25,"(3, 0, 0, 1, 0, 0)",28144.581044129904
26,"(4, 0, 0, 0, 0, 1)",28152.585722974927
27,"(3, 0, 0, 0, 0, 1)",28174.646532749488
28,"(2, 0, 1, 1, 0, 0)",28206.889820247903
29,"(2, 0, 0, 1, 0, 0)",28223.90188672033
30,"(2, 0, 1, 0, 0, 1)",28242.044289297595
31,"(2, 0, 0, 0, 0, 1)",28259.68722104
32,"(4, 0, 0, 0, 0, 0)",28273.789016803745
33,"(3, 0, 0, 0, 0, 0)",28294.107881157222
34,"(2, 0, 1, 0, 0, 0)",28371.052332540406
35,"(2, 0, 0, 0, 0, 0)",28393.305171193522
