,parameters,aic
0,"(2, 0, 1, 1, 0, 1)",26958.23457844443
1,"(3, 0, 0, 1, 0, 1)",26960.28088157279
2,"(4, 0, 0, 1, 0, 1)",26960.938902742248
3,"(2, 0, 2, 1, 0, 1)",26961.013205399344
4,"(3, 0, 2, 1, 0, 1)",26961.929823344275
5,"(4, 0, 1, 1, 0, 1)",26962.953238020746
6,"(3, 0, 1, 1, 0, 1)",26968.442252377034
7,"(2, 0, 0, 1, 0, 1)",26970.998478172525
8,"(4, 0, 2, 1, 0, 1)",26973.848626056966
9,"(2, 0, 2, 1, 0, 0)",27593.218327914798
10,"(3, 0, 1, 1, 0, 0)",27598.679281328266
11,"(4, 0, 1, 1, 0, 0)",27602.279835302892
12,"(4, 0, 2, 1, 0, 0)",27606.579968078033
13,"(2, 0, 2, 0, 0, 1)",27674.58193784852
14,"(3, 0, 2, 1, 0, 0)",27677.226100648888
15,"(4, 0, 1, 0, 0, 1)",27678.30963776051
16,"(3, 0, 1, 0, 0, 1)",27680.356359694997
17,"(4, 0, 2, 0, 0, 1)",27685.01969461078
18,"(3, 0, 2, 0, 0, 1)",27782.65323242726
19,"(4, 0, 0, 1, 0, 0)",27928.908809569042
20,"(3, 0, 0, 1, 0, 0)",27944.664931227977
21,"(3, 0, 1, 0, 0, 0)",27967.753238716163
22,"(4, 0, 1, 0, 0, 0)",27968.908952557984
23,"(2, 0, 1, 1, 0, 0)",27969.889569832278
24,"(4, 0, 2, 0, 0, 0)",27970.374493768424
25,"(2, 0, 2, 0, 0, 0)",27976.44291773545
26,"(2, 0, 0, 1, 0, 0)",28016.473157941517
27,"(4, 0, 0, 0, 0, 1)",28043.56105208544
28,"(3, 0, 0, 0, 0, 1)",28063.750465147623
29,"(2, 0, 1, 0, 0, 1)",28088.716909799994
30,"(2, 0, 0, 0, 0, 1)",28138.71170917899
31,"(4, 0, 0, 0, 0, 0)",28381.66617160418
32,"(3, 0, 0, 0, 0, 0)",28408.159709818683
33,"(2, 0, 1, 0, 0, 0)",28426.344282512855
34,"(3, 0, 2, 0, 0, 0)",28429.783758450172
35,"(2, 0, 0, 0, 0, 0)",28475.327675644323
