,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",24039.658813917322
1,"(3, 0, 2, 1, 0, 1)",24042.652033290004
2,"(3, 0, 0, 1, 0, 1)",24059.901206197563
3,"(3, 0, 1, 1, 0, 1)",24060.79235197378
4,"(4, 0, 0, 1, 0, 1)",24061.056960831495
5,"(4, 0, 1, 1, 0, 1)",24061.23206564554
6,"(4, 0, 2, 1, 0, 1)",24065.62245671692
7,"(2, 0, 1, 1, 0, 1)",24069.15772600803
8,"(2, 0, 0, 1, 0, 1)",24096.070861601187
9,"(4, 0, 1, 1, 0, 0)",24289.60703036653
10,"(2, 0, 2, 1, 0, 0)",24292.496859108294
11,"(3, 0, 2, 1, 0, 0)",24294.67056100292
12,"(4, 0, 1, 0, 0, 1)",24299.83606353342
13,"(3, 0, 2, 0, 0, 1)",24310.369114199206
14,"(2, 0, 2, 0, 0, 1)",24311.28351015919
15,"(3, 0, 1, 1, 0, 0)",24323.55702050863
16,"(4, 0, 2, 1, 0, 0)",24325.737544568412
17,"(3, 0, 1, 0, 0, 1)",24340.561807170707
18,"(4, 0, 2, 0, 0, 1)",24343.672016479086
19,"(4, 0, 1, 0, 0, 0)",24373.295602078993
20,"(3, 0, 2, 0, 0, 0)",24381.95633918641
21,"(2, 0, 2, 0, 0, 0)",24382.810425494263
22,"(3, 0, 1, 0, 0, 0)",24410.165009621043
23,"(4, 0, 2, 0, 0, 0)",24413.566389160867
24,"(4, 0, 0, 1, 0, 0)",24531.130347735754
25,"(3, 0, 0, 1, 0, 0)",24550.782625426746
26,"(4, 0, 0, 0, 0, 1)",24553.250998148054
27,"(3, 0, 0, 0, 0, 1)",24573.345331489694
28,"(2, 0, 1, 1, 0, 0)",24619.897478653493
29,"(4, 0, 0, 0, 0, 0)",24632.447415225317
30,"(2, 0, 1, 0, 0, 1)",24643.305275474017
31,"(3, 0, 0, 0, 0, 0)",24652.94462823737
32,"(2, 0, 0, 1, 0, 0)",24674.25792474665
33,"(2, 0, 0, 0, 0, 1)",24698.184209213745
34,"(2, 0, 1, 0, 0, 0)",24721.05011066873
35,"(2, 0, 0, 0, 0, 0)",24776.206526914506
