,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",31439.35260386273
1,"(4, 0, 1, 1, 0, 1)",31442.469388370355
2,"(4, 0, 2, 1, 0, 1)",31451.080127437937
3,"(3, 0, 2, 1, 0, 1)",31452.985683209426
4,"(3, 0, 1, 1, 0, 1)",31458.494668566538
5,"(3, 0, 0, 1, 0, 1)",31461.371789645455
6,"(4, 0, 0, 1, 0, 1)",31462.435226116166
7,"(2, 0, 1, 1, 0, 1)",31470.244294895045
8,"(2, 0, 0, 1, 0, 1)",31493.700731589324
9,"(4, 0, 1, 1, 0, 0)",32246.96742499507
10,"(2, 0, 2, 1, 0, 0)",32253.99966937526
11,"(3, 0, 1, 1, 0, 0)",32260.368640548382
12,"(4, 0, 2, 1, 0, 0)",32267.42309857249
13,"(3, 0, 2, 1, 0, 0)",32338.415687762685
14,"(2, 0, 2, 0, 0, 1)",32363.029628630597
15,"(4, 0, 1, 0, 0, 1)",32365.264095369424
16,"(3, 0, 1, 0, 0, 1)",32379.568496874315
17,"(4, 0, 2, 0, 0, 1)",32384.06647218659
18,"(2, 0, 2, 0, 0, 0)",32630.33756848088
19,"(3, 0, 2, 0, 0, 0)",32633.05127529066
20,"(4, 0, 1, 0, 0, 0)",32635.69221597972
21,"(3, 0, 1, 0, 0, 0)",32650.83122341755
22,"(4, 0, 2, 0, 0, 0)",32660.839618231166
23,"(4, 0, 0, 1, 0, 0)",32771.264280711344
24,"(3, 0, 0, 1, 0, 0)",32835.84290810308
25,"(4, 0, 0, 0, 0, 1)",32912.39018358172
26,"(3, 0, 0, 0, 0, 1)",32977.61957724029
27,"(2, 0, 1, 1, 0, 0)",33002.01300169409
28,"(2, 0, 0, 1, 0, 0)",33036.48610631765
29,"(2, 0, 1, 0, 0, 1)",33140.40174843169
30,"(2, 0, 0, 0, 0, 1)",33185.481880023144
31,"(4, 0, 0, 0, 0, 0)",33196.201695832446
32,"(3, 0, 0, 0, 0, 0)",33254.56977923799
33,"(2, 0, 1, 0, 0, 0)",33407.17763945186
34,"(2, 0, 0, 0, 0, 0)",33471.094254486154
