,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",24128.33967865883
1,"(3, 0, 2, 1, 0, 1)",24129.1017874052
2,"(2, 0, 2, 1, 0, 1)",24130.876017952454
3,"(3, 0, 1, 1, 0, 1)",24140.097871845555
4,"(4, 0, 1, 1, 0, 1)",24142.053967190906
5,"(4, 0, 0, 1, 0, 1)",24146.192209364057
6,"(3, 0, 0, 1, 0, 1)",24150.5993377566
7,"(2, 0, 1, 1, 0, 1)",24156.697335546654
8,"(2, 0, 0, 1, 0, 1)",24160.729498512737
9,"(2, 0, 2, 1, 0, 0)",24557.3988436637
10,"(4, 0, 2, 1, 0, 0)",24559.699340034862
11,"(3, 0, 1, 1, 0, 0)",24560.295736497737
12,"(4, 0, 1, 1, 0, 0)",24560.616167968077
13,"(2, 0, 2, 0, 0, 1)",24574.856931704446
14,"(4, 0, 1, 0, 0, 1)",24576.31394791105
15,"(3, 0, 1, 0, 0, 1)",24576.786247965585
16,"(4, 0, 2, 0, 0, 1)",24583.264344568637
17,"(3, 0, 2, 1, 0, 0)",24597.928875012887
18,"(3, 0, 2, 0, 0, 1)",24620.262968650433
19,"(4, 0, 2, 0, 0, 0)",24662.386401168125
20,"(2, 0, 2, 0, 0, 0)",24663.91058119423
21,"(3, 0, 1, 0, 0, 0)",24664.972523963435
22,"(4, 0, 1, 0, 0, 0)",24665.863428705055
23,"(3, 0, 2, 0, 0, 0)",24707.93528642092
24,"(4, 0, 0, 1, 0, 0)",24891.008112884447
25,"(4, 0, 0, 0, 0, 1)",24914.000319416908
26,"(3, 0, 0, 1, 0, 0)",24921.725615693453
27,"(3, 0, 0, 0, 0, 1)",24944.02428837616
28,"(2, 0, 1, 1, 0, 0)",24971.423180949794
29,"(2, 0, 0, 1, 0, 0)",24976.925414191177
30,"(2, 0, 1, 0, 0, 1)",24992.43036035111
31,"(2, 0, 0, 0, 0, 1)",24998.10010713859
32,"(4, 0, 0, 0, 0, 0)",25013.024813706295
33,"(3, 0, 0, 0, 0, 0)",25041.1239740526
34,"(2, 0, 1, 0, 0, 0)",25084.152022084618
35,"(2, 0, 0, 0, 0, 0)",25089.946109836917
