,parameters,aic
0,"(2, 0, 1, 1, 0, 1)",27471.994103934678
1,"(3, 0, 2, 1, 0, 1)",27473.71824263113
2,"(3, 0, 0, 1, 0, 1)",27474.731693700465
3,"(4, 0, 0, 1, 0, 1)",27475.254104827392
4,"(4, 0, 1, 1, 0, 1)",27478.482883495402
5,"(2, 0, 2, 1, 0, 1)",27478.49631638146
6,"(3, 0, 1, 1, 0, 1)",27478.913993166756
7,"(4, 0, 2, 1, 0, 1)",27481.302354901913
8,"(2, 0, 0, 1, 0, 1)",27484.891447410577
9,"(2, 0, 2, 1, 0, 0)",27940.426298370625
10,"(3, 0, 1, 1, 0, 0)",27948.83663290937
11,"(4, 0, 2, 1, 0, 0)",27953.629786611877
12,"(4, 0, 1, 1, 0, 0)",27954.480318166992
13,"(2, 0, 2, 0, 0, 1)",27965.50278165926
14,"(4, 0, 1, 0, 0, 1)",27971.05958990125
15,"(3, 0, 1, 0, 0, 1)",27975.01970922227
16,"(4, 0, 2, 0, 0, 1)",27981.37838675682
17,"(3, 0, 2, 0, 0, 1)",28102.75119497958
18,"(2, 0, 2, 0, 0, 0)",28128.533279670733
19,"(4, 0, 1, 0, 0, 0)",28133.57040650836
20,"(3, 0, 1, 0, 0, 0)",28138.573140169497
21,"(4, 0, 2, 0, 0, 0)",28143.234243677452
22,"(4, 0, 0, 1, 0, 0)",28254.068804483475
23,"(3, 0, 0, 1, 0, 0)",28260.211334675794
24,"(3, 0, 2, 1, 0, 0)",28282.635105964495
25,"(2, 0, 1, 1, 0, 0)",28287.399006947966
26,"(4, 0, 0, 0, 0, 1)",28294.939653893667
27,"(3, 0, 0, 0, 0, 1)",28301.72953195248
28,"(2, 0, 0, 1, 0, 0)",28315.758367895938
29,"(2, 0, 1, 0, 0, 1)",28330.789207195343
30,"(2, 0, 0, 0, 0, 1)",28361.81782768938
31,"(4, 0, 0, 0, 0, 0)",28482.876286579063
32,"(3, 0, 0, 0, 0, 0)",28490.88732317882
33,"(3, 0, 2, 0, 0, 0)",28518.08177305513
34,"(2, 0, 1, 0, 0, 0)",28522.52768421405
35,"(2, 0, 0, 0, 0, 0)",28561.021455440754
