,parameters,aic
0,"(2, 0, 1, 1, 0, 1)",25972.490188061165
1,"(4, 0, 0, 1, 0, 1)",25973.12474979426
2,"(3, 0, 1, 1, 0, 1)",25973.66009142389
3,"(4, 0, 1, 1, 0, 1)",25973.714212028044
4,"(3, 0, 2, 1, 0, 1)",25974.712200516333
5,"(2, 0, 2, 1, 0, 1)",25975.42113531804
6,"(4, 0, 2, 1, 0, 1)",25976.071200714523
7,"(3, 0, 0, 1, 0, 1)",25977.09356534119
8,"(2, 0, 0, 1, 0, 1)",25988.388844325105
9,"(2, 0, 2, 1, 0, 0)",26777.114130629805
10,"(4, 0, 1, 1, 0, 0)",26777.543396069563
11,"(4, 0, 2, 1, 0, 0)",26780.43475030587
12,"(3, 0, 2, 1, 0, 0)",26781.492759250756
13,"(2, 0, 1, 1, 0, 0)",26784.805504582804
14,"(3, 0, 0, 1, 0, 0)",26786.396641570456
15,"(3, 0, 1, 1, 0, 0)",26786.797485288895
16,"(4, 0, 0, 1, 0, 0)",26787.130623666842
17,"(2, 0, 0, 1, 0, 0)",26806.97067899101
18,"(2, 0, 2, 0, 0, 1)",26819.93135370398
19,"(4, 0, 1, 0, 0, 1)",26821.334360063236
20,"(3, 0, 2, 0, 0, 1)",26821.811900983426
21,"(4, 0, 2, 0, 0, 1)",26823.658754721262
22,"(2, 0, 1, 0, 0, 1)",26825.601354078553
23,"(3, 0, 1, 0, 0, 1)",26827.562152595085
24,"(3, 0, 0, 0, 0, 1)",26827.734483629047
25,"(4, 0, 0, 0, 0, 1)",26827.90062038939
26,"(2, 0, 0, 0, 0, 1)",26846.710322845276
27,"(2, 0, 2, 0, 0, 0)",26987.69995883862
28,"(2, 0, 1, 0, 0, 0)",26988.835010826668
29,"(3, 0, 2, 0, 0, 0)",26989.26828055655
30,"(4, 0, 0, 0, 0, 0)",26990.131024867296
31,"(3, 0, 1, 0, 0, 0)",26990.285410092307
32,"(4, 0, 2, 0, 0, 0)",26991.256770005795
33,"(3, 0, 0, 0, 0, 0)",26991.971911103767
34,"(4, 0, 1, 0, 0, 0)",26992.202332880406
35,"(2, 0, 0, 0, 0, 0)",27008.241499669228
